NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	4.644	111.796	2.012	71.029	1.077	0.625	20000.0
2	4.549	109.645	1.991	69.734	0.993	0.668	20000.0
3	4.158	102.615	1.859	67.322	0.937	0.684	30000.0
4	4.356	102.778	1.888	66.431	0.934	0.708	30000.0
5	3.923	92.915	1.783	61.96	0.815	0.743	30000.0
6	3.926	90.754	1.688	61.242	0.877	0.71	30000.0
7	3.985	101.308	1.745	66.134	0.927	0.697	30000.0
8	4.494	103.198	1.921	67.567	0.932	0.69	40000.0
9	4.351	103.688	1.947	69.553	0.9	0.677	30000.0
10	4.353	100.859	1.874	65.84	0.919	0.702	40000.0
11	4.172	94.429	1.869	62.919	0.842	0.717	20000.0
12	4.277	94.919	1.917	63.487	0.809	0.721	20000.0
13	4.243	96.447	1.873	64.655	0.864	0.726	30000.0
14	3.682	87.125	1.649	59.55	0.741	0.756	30000.0
15	4.48	105.767	1.971	71.056	0.901	0.671	20000.0
16	3.978	94.135	1.683	62.785	0.824	0.744	20000.0
17	4.105	95.577	1.763	64.009	0.857	0.721	30000.0
18	4.598	108.015	2.042	70.425	0.971	0.67	30000.0
19	3.932	94.743	1.685	61.537	0.834	0.736	30000.0
20	4.391	101.468	1.869	66.839	0.878	0.698	30000.0
21	4.485	104.915	1.948	70.137	0.939	0.671	20000.0
22	4.283	101.96	1.837	66.115	0.912	0.692	20000.0
23	4.18	99.308	1.781	66.953	0.889	0.701	30000.0
24	4.067	97.399	1.766	64.899	0.865	0.723	50000.0
25	4.337	104.4	1.853	69.782	0.913	0.679	40000.0
26	4.081	97.212	1.885	65.301	0.866	0.69	40000.0
27	3.93	93.909	1.769	63.348	0.879	0.706	20000.0
28	4.634	108.61	2.022	71.426	1.016	0.658	30000.0
29	4.354	102.523	1.843	67.567	0.948	0.671	30000.0
30	4.206	97.016	1.795	64.84	0.876	0.723	20000.0
31	4.166	103.84	1.923	68.253	0.903	0.681	40000.0
32	3.945	99.708	1.668	65.387	0.973	0.692	40000.0
33	4.351	103.719	1.901	66.891	0.903	0.69	20000.0
34	3.881	90.664	1.729	62.18	0.778	0.74	40000.0
35	3.852	92.808	1.639	61.012	0.85	0.738	30000.0
36	4.008	93.711	1.714	62.101	0.826	0.745	20000.0
37	3.929	93.921	1.793	63.001	0.76	0.747	40000.0
38	4.273	103.004	1.935	68.407	0.861	0.696	20000.0
39	4.134	100.689	1.829	66.637	0.913	0.697	40000.0
40	3.94	93.22	1.791	63.02	0.803	0.733	20000.0
41	4.019	97.828	1.696	65.192	0.874	0.711	30000.0
42	3.861	97.149	1.703	62.834	0.906	0.705	50000.0
43	3.905	91.459	1.744	61.376	0.874	0.73	30000.0
44	3.607	86.141	1.653	57.884	0.763	0.75	30000.0
45	3.926	95.957	1.774	64.942	0.898	0.714	20000.0
46	4.034	95.654	1.766	63.129	0.835	0.72	40000.0
47	4.388	107.058	1.952	70.297	1.002	0.671	40000.0
48	4.2	92.866	1.801	61.458	0.801	0.741	20000.0
49	3.86	91.445	1.8	61.05	0.798	0.736	20000.0
50	4.19	99.17	1.867	66.497	0.931	0.7	20000.0
51	4.057	92.693	1.794	60.712	0.804	0.753	20000.0
52	4.325	106.237	2.011	69.663	1.015	0.665	20000.0
