NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	2.317	66.604	1.276	42.389	0.717	0.748	30000.0
2	2.317	66.602	1.257	42.725	0.716	0.753	20000.0
3	1.671	47.578	0.942	30.651	0.332	0.909	40000.0
4	2.34	66.611	1.318	41.918	0.735	0.736	20000.0
5	2.005	57.089	0.905	38.542	0.533	0.781	20000.0
6	1.961	56.355	0.86	37.668	0.513	0.799	30000.0
7	2.139	61.486	1.199	39.586	0.554	0.794	20000.0
8	2.005	57.089	0.833	37.07	0.533	0.807	20000.0
9	2.005	57.087	1.079	37.182	0.472	0.861	20000.0
10	2.005	57.087	0.825	36.949	0.533	0.812	20000.0
11	1.671	47.562	0.912	30.4	0.331	0.927	40000.0
12	2.339	66.595	1.313	41.918	0.735	0.737	20000.0
13	1.504	42.817	0.745	31.52	0.416	0.865	20000.0
14	2.317	66.588	0.996	42.998	0.716	0.72	30000.0
15	2.311	66.122	1.114	42.895	0.733	0.739	20000.0
16	2.317	66.604	1.251	42.879	0.716	0.755	20000.0
17	1.671	47.576	0.957	30.821	0.332	0.901	30000.0
18	2.043	58.492	0.969	38.718	0.616	0.814	20000.0
19	1.838	52.342	0.883	37.105	0.484	0.803	20000.0
20	1.838	52.323	1.013	33.778	0.394	0.887	30000.0
21	1.671	47.58	0.773	33.142	0.447	0.849	30000.0
22	5.653	41.911	1.902	37.192	0.263	0.875	40000.0
23	2.005	57.087	0.825	36.949	0.533	0.812	20000.0
24	2.317	66.604	1.307	42.197	0.716	0.74	20000.0
25	2.173	61.85	1.291	39.893	0.574	0.765	20000.0
26	1.838	52.323	1.047	33.904	0.394	0.867	20000.0
27	1.782	51.237	0.777	34.464	0.464	0.842	20000.0
28	2.005	57.089	0.958	39.954	0.533	0.769	20000.0
29	2.005	57.087	1.149	36.839	0.472	0.822	20000.0
30	2.317	66.604	1.251	42.879	0.716	0.755	30000.0
31	1.671	47.562	0.755	32.647	0.446	0.857	20000.0
32	1.838	52.34	1.054	33.957	0.394	0.864	20000.0
33	1.671	47.576	0.942	30.651	0.332	0.909	20000.0
34	2.311	66.122	1.093	43.045	0.733	0.744	20000.0
35	1.838	52.325	0.825	35.548	0.484	0.821	20000.0
36	1.961	56.353	1.11	36.637	0.451	0.838	20000.0
37	2.339	66.598	0.958	42.085	0.735	0.724	20000.0
38	1.961	56.356	0.793	36.674	0.513	0.83	20000.0
39	1.961	56.356	0.822	36.972	0.513	0.814	30000.0
40	2.172	61.851	0.936	40.314	0.603	0.754	30000.0
41	2.339	66.595	1.253	42.752	0.734	0.754	20000.0
42	2.121	60.828	0.932	39.128	0.597	0.789	20000.0
43	2.139	61.472	0.873	39.61	0.584	0.777	20000.0
44	2.317	66.604	1.331	42.238	0.717	0.736	30000.0
45	2.34	66.611	1.297	41.976	0.735	0.741	20000.0
46	1.961	56.355	0.812	36.829	0.513	0.819	40000.0
47	2.317	66.602	1.238	43.33	0.716	0.76	20000.0
48	2.139	61.474	0.9	39.907	0.584	0.767	20000.0
49	1.782	51.237	0.787	34.689	0.464	0.838	40000.0
50	1.671	47.576	0.927	30.515	0.331	0.918	30000.0
51	2.221	63.579	1.093	43.304	0.684	0.745	20000.0
52	2.121	60.828	0.943	38.871	0.597	0.788	20000.0
53	2.005	57.089	0.874	37.81	0.533	0.791	20000.0
54	1.504	42.815	0.832	27.071	0.279	0.946	20000.0
55	2.339	66.595	1.334	41.961	0.735	0.733	30000.0
56	2.339	66.595	1.291	42.017	0.735	0.742	30000.0
57	2.317	66.604	1.263	42.579	0.716	0.751	20000.0
58	2.139	61.472	1.145	40.551	0.554	0.821	20000.0
59	1.838	52.323	0.999	33.816	0.394	0.897	40000.0
60	2.005	57.087	1.13	36.768	0.472	0.831	20000.0
61	1.503	42.798	0.697	30.034	0.416	0.883	20000.0
62	2.005	57.089	0.882	37.988	0.533	0.788	20000.0
63	1.671	47.578	0.935	30.578	0.332	0.913	20000.0
64	2.139	61.472	0.891	39.789	0.584	0.77	20000.0
65	2.005	57.087	1.185	37.139	0.472	0.809	20000.0
66	1.504	42.813	0.807	26.71	0.279	0.96	20000.0
67	2.139	61.489	0.909	40.035	0.584	0.764	20000.0
68	1.671	47.576	0.912	30.4	0.331	0.927	20000.0
69	2.317	66.604	1.225	44.003	0.716	0.765	70000.0
70	2.005	57.087	1.13	36.768	0.472	0.831	20000.0
71	2.005	57.087	1.099	36.888	0.472	0.848	30000.0
72	1.961	56.355	0.841	37.271	0.513	0.806	20000.0
73	6.963	51.617	2.592	42.558	0.344	0.835	20000.0
74	2.317	66.602	1.27	42.483	0.716	0.749	30000.0
75	1.504	42.815	0.873	27.776	0.279	0.926	50000.0
76	2.34	66.614	1.318	41.918	0.735	0.736	20000.0
77	2.121	60.828	0.947	39.867	0.597	0.778	30000.0
78	1.671	47.576	0.935	30.578	0.332	0.913	20000.0
79	2.317	66.604	1.319	42.199	0.717	0.738	20000.0
80	2.339	66.595	1.286	42.072	0.735	0.744	20000.0
81	2.005	57.087	1.124	36.772	0.472	0.834	20000.0
82	1.504	42.817	0.697	30.034	0.416	0.883	20000.0
83	1.838	52.325	0.958	39.365	0.484	0.785	30000.0
84	2.005	57.087	1.111	36.797	0.472	0.84	20000.0
85	1.671	47.578	0.773	33.142	0.447	0.849	20000.0
86	2.172	61.834	0.913	39.902	0.603	0.76	50000.0
87	2.173	61.853	0.951	40.619	0.603	0.751	20000.0
88	1.838	52.328	0.98	40.059	0.485	0.781	20000.0
89	2.005	57.087	1.073	37.358	0.471	0.866	20000.0
90	1.96	56.353	0.86	37.65	0.514	0.799	40000.0
91	2.139	61.472	0.926	40.351	0.584	0.76	20000.0
92	1.838	52.323	0.992	33.856	0.394	0.902	30000.0
93	2.12	60.826	0.914	39.143	0.597	0.797	50000.0
94	2.005	57.089	0.874	37.81	0.533	0.791	20000.0
95	1.671	47.562	0.736	32.155	0.446	0.865	30000.0
96	2.339	66.598	1.007	42.884	0.735	0.716	20000.0
97	2.317	66.604	1.251	42.879	0.716	0.755	20000.0
98	1.671	47.578	0.791	33.66	0.447	0.842	20000.0
99	2.139	61.469	1.186	39.673	0.554	0.799	20000.0
100	2.005	57.087	1.099	36.888	0.472	0.848	50000.0
