NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	13.16	96.848	4.147	63.916	0.944	0.709	20000.0
2	12.549	92.342	3.888	59.313	0.875	0.759	50000.0
3	12.887	95.433	4.089	62.876	0.883	0.739	50000.0
4	12.785	94.522	3.881	61.207	0.9	0.745	30000.0
5	13.009	94.825	4.053	61.633	0.924	0.742	40000.0
6	13.278	93.666	4.09	62.196	0.886	0.739	20000.0
7	13.131	95.039	4.158	62.685	0.917	0.725	20000.0
8	12.942	97.198	3.996	63.292	0.952	0.72	30000.0
9	13.053	97.857	4.114	64.099	0.93	0.721	40000.0
10	13.085	95.864	3.987	61.638	0.92	0.746	40000.0
11	13.071	96.937	4.206	63.787	0.914	0.728	30000.0
12	12.918	93.802	4.021	60.41	0.871	0.751	20000.0
13	13.058	99.125	4.06	63.79	0.958	0.715	40000.0
14	12.493	92.893	3.855	60.728	0.909	0.745	20000.0
15	12.461	94.088	3.807	60.654	0.909	0.753	20000.0
16	13.287	97.136	4.175	64.301	0.91	0.721	20000.0
17	13.102	98.575	4.05	62.946	0.951	0.721	20000.0
18	13.192	97.356	4.242	65.445	0.919	0.711	30000.0
19	12.611	95.604	4.021	63.25	0.907	0.725	30000.0
20	13.063	98.003	4.006	62.91	0.945	0.728	20000.0
21	12.866	92.911	3.99	60.648	0.894	0.755	20000.0
22	12.664	91.107	3.862	59.649	0.905	0.755	50000.0
23	12.966	97.96	3.958	63.099	0.954	0.726	30000.0
24	12.5	91.3	3.855	60.18	0.905	0.755	20000.0
25	13.055	96.552	4.028	63.239	0.93	0.726	30000.0
26	12.848	96.835	3.964	63.762	0.914	0.725	30000.0
27	13.934	101.114	4.327	66.589	0.968	0.695	20000.0
28	13.249	97.415	4.141	64.371	0.92	0.717	20000.0
29	12.471	91.243	3.907	59.508	0.918	0.751	20000.0
30	13.621	99.573	4.213	65.117	0.963	0.699	30000.0
31	12.252	91.047	3.857	59.564	0.929	0.749	40000.0
32	12.971	95.877	4.059	63.3	0.94	0.721	40000.0
33	13.012	95.355	4.051	62.49	0.905	0.736	40000.0
34	12.356	89.638	3.781	58.394	0.873	0.758	30000.0
35	13.487	98.674	4.1	65.151	0.935	0.714	20000.0
36	13.024	96.014	3.984	62.138	0.924	0.73	20000.0
37	12.862	95.473	3.945	62.354	0.96	0.736	30000.0
38	12.629	92.735	3.836	59.353	0.899	0.76	30000.0
39	13.026	93.983	3.995	61.429	0.89	0.754	30000.0
40	12.993	96.991	4.008	63.403	0.946	0.725	20000.0
41	13.744	102.099	4.292	65.759	0.985	0.702	30000.0
42	13.131	96.476	4.083	62.904	0.906	0.737	20000.0
43	13.156	96.981	4.172	63.257	0.914	0.731	20000.0
44	13.377	96.389	4.226	63.078	0.922	0.733	50000.0
45	12.628	92.66	4.002	60.391	0.897	0.754	30000.0
46	12.881	95.023	3.978	62.977	0.91	0.744	20000.0
47	13.771	101.841	4.155	65.795	0.986	0.7	40000.0
48	12.711	94.098	3.994	62.27	0.883	0.738	30000.0
49	12.748	95.151	3.941	61.589	0.923	0.74	20000.0
50	12.911	94.674	3.887	60.76	0.937	0.754	20000.0
51	12.895	94.755	3.992	62.184	0.902	0.732	20000.0
52	12.958	96.088	4.1	63.946	0.898	0.716	20000.0
53	12.438	92.497	3.893	60.014	0.894	0.762	20000.0
54	12.905	95.254	4.01	62.168	0.93	0.735	20000.0
55	13.226	97.858	4.238	65.418	0.965	0.705	30000.0
56	12.534	90.59	3.788	59.495	0.902	0.755	20000.0
57	12.894	92.277	4.072	61.252	0.892	0.744	20000.0
58	12.95	94.893	3.978	62.153	0.898	0.741	20000.0
59	13.002	90.346	4.038	58.764	0.857	0.768	20000.0
60	13.057	96.257	4.114	63.699	0.918	0.72	30000.0
61	12.563	91.819	3.823	60.15	0.867	0.754	30000.0
62	12.906	93.164	3.973	61.191	0.935	0.743	20000.0
63	13.661	99.156	4.297	65.013	0.924	0.716	30000.0
64	13.358	99.524	4.137	65.064	0.969	0.707	30000.0
65	12.556	94.566	4.0	61.985	0.921	0.729	20000.0
66	12.658	94.692	3.967	60.889	0.882	0.749	30000.0
67	13.332	95.865	4.229	64.043	0.891	0.726	40000.0
68	13.582	100.016	4.266	65.595	0.946	0.718	20000.0
69	12.363	89.285	3.852	58.517	0.866	0.775	20000.0
70	12.756	94.348	3.913	61.61	0.918	0.742	30000.0
71	12.949	97.529	3.972	63.586	0.963	0.715	20000.0
72	13.447	99.15	4.239	64.246	0.959	0.717	30000.0
73	12.737	93.833	3.982	61.464	0.892	0.745	20000.0
74	13.091	98.081	4.022	63.71	0.968	0.716	30000.0
75	12.915	94.378	3.962	62.207	0.927	0.743	30000.0
76	13.207	97.916	4.097	63.702	0.895	0.727	30000.0
77	12.843	92.93	3.909	60.922	0.922	0.741	20000.0
78	12.488	91.644	3.902	60.559	0.874	0.75	40000.0
79	13.062	94.997	3.995	60.771	0.919	0.748	20000.0
80	12.388	90.877	3.792	59.724	0.89	0.76	20000.0
81	12.865	94.955	4.061	62.406	0.909	0.739	30000.0
82	12.887	96.625	4.016	63.666	0.925	0.724	30000.0
83	12.784	96.159	3.892	61.201	0.926	0.742	50000.0
84	13.366	95.363	4.169	61.602	0.912	0.748	30000.0
85	12.855	95.734	3.991	62.795	0.908	0.728	30000.0
86	12.697	93.231	3.857	61.134	0.894	0.751	40000.0
87	13.313	97.844	4.143	63.852	0.96	0.73	20000.0
