NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	15.597	114.946	4.743	71.01	1.249	0.638	20000.0
2	14.91	112.595	4.511	69.67	1.26	0.645	30000.0
3	15.474	114.502	4.698	70.895	1.214	0.651	20000.0
4	15.571	115.247	4.63	71.06	1.238	0.648	30000.0
5	15.507	114.055	4.634	71.343	1.259	0.639	30000.0
6	15.732	116.025	4.655	73.267	1.293	0.616	20000.0
7	15.789	114.703	4.699	71.143	1.285	0.638	30000.0
8	15.692	118.65	4.717	73.997	1.35	0.605	20000.0
9	15.383	114.695	4.654	71.171	1.28	0.646	30000.0
10	15.65	115.853	4.731	72.888	1.292	0.624	40000.0
11	15.371	112.81	4.776	71.121	1.253	0.651	40000.0
12	15.617	115.588	4.732	71.755	1.256	0.629	50000.0
13	15.416	115.962	4.728	72.563	1.296	0.622	30000.0
14	15.617	116.533	4.716	73.127	1.315	0.616	20000.0
15	15.949	116.863	4.784	73.254	1.267	0.62	20000.0
16	15.786	116.205	4.764	73.485	1.293	0.612	50000.0
17	15.651	117.214	4.807	73.195	1.315	0.611	20000.0
18	15.577	116.652	4.771	73.692	1.287	0.617	20000.0
19	15.267	112.414	4.663	70.116	1.23	0.663	30000.0
20	15.692	117.975	4.81	73.917	1.332	0.599	30000.0
21	15.793	115.584	4.759	72.462	1.266	0.629	20000.0
22	15.616	117.113	4.681	73.47	1.305	0.613	20000.0
23	15.451	114.087	4.551	70.838	1.266	0.644	30000.0
24	15.612	116.394	4.761	73.328	1.295	0.606	20000.0
25	15.516	115.088	4.681	72.561	1.276	0.627	20000.0
26	15.737	115.257	4.69	72.345	1.243	0.637	20000.0
27	15.766	116.353	4.643	72.918	1.317	0.613	30000.0
28	15.564	115.337	4.739	72.233	1.268	0.626	20000.0
29	15.312	115.886	4.748	72.779	1.258	0.627	20000.0
30	16.451	117.535	4.933	73.192	1.296	0.627	20000.0
31	15.932	114.807	4.941	73.426	1.262	0.622	30000.0
32	15.383	115.379	4.689	72.599	1.316	0.616	30000.0
33	15.748	116.053	4.728	71.949	1.247	0.643	20000.0
34	15.492	115.898	4.707	72.753	1.284	0.619	20000.0
35	15.866	115.324	4.688	72.655	1.28	0.625	30000.0
36	15.246	114.585	4.561	71.524	1.273	0.632	20000.0
37	15.116	109.421	4.517	70.018	1.255	0.664	20000.0
38	15.873	114.252	4.9	72.385	1.238	0.637	30000.0
39	15.682	114.391	4.666	70.729	1.249	0.656	20000.0
40	16.352	117.283	4.938	73.583	1.298	0.613	40000.0
41	16.406	120.554	4.945	74.996	1.382	0.579	40000.0
42	15.267	115.099	4.571	71.947	1.279	0.622	30000.0
43	15.41	115.993	4.68	72.728	1.329	0.614	20000.0
44	16.077	119.331	4.857	74.384	1.327	0.596	30000.0
45	15.554	116.877	4.793	73.201	1.324	0.616	30000.0
46	15.571	117.423	4.656	73.107	1.318	0.616	20000.0
47	16.1	118.495	4.728	73.956	1.342	0.604	30000.0
48	15.829	113.008	4.84	71.571	1.222	0.643	30000.0
49	15.674	117.593	4.852	73.633	1.318	0.604	20000.0
50	15.699	116.963	4.646	72.562	1.305	0.641	30000.0
51	16.059	113.569	4.84	72.313	1.221	0.644	30000.0
52	15.094	113.712	4.641	72.609	1.262	0.615	20000.0
53	15.371	115.293	4.722	72.103	1.298	0.63	20000.0
54	15.715	116.336	4.779	73.104	1.305	0.609	30000.0
55	15.373	115.427	4.665	72.451	1.298	0.619	30000.0
56	15.633	113.74	4.676	71.465	1.291	0.635	20000.0
57	15.491	111.583	4.743	71.343	1.278	0.64	70000.0
58	15.579	114.552	4.731	72.153	1.263	0.628	40000.0
59	15.712	114.048	4.765	70.156	1.224	0.668	30000.0
60	15.42	116.614	4.718	72.843	1.3	0.614	30000.0
61	15.61	113.372	4.639	70.395	1.21	0.665	30000.0
62	15.75	119.038	4.714	73.646	1.332	0.604	20000.0
63	15.774	114.952	4.725	71.72	1.227	0.639	20000.0
64	15.779	118.209	4.705	73.331	1.322	0.61	30000.0
65	15.582	114.702	4.778	70.7	1.244	0.657	30000.0
66	15.568	112.464	4.669	70.407	1.266	0.646	20000.0
67	16.043	116.833	4.851	72.941	1.26	0.628	20000.0
68	15.676	116.625	4.793	73.718	1.323	0.615	20000.0
69	15.405	115.745	4.736	71.905	1.271	0.635	20000.0
70	15.895	118.997	4.818	74.558	1.335	0.601	30000.0
71	15.925	117.304	4.765	73.738	1.299	0.616	20000.0
72	15.966	118.234	4.768	73.469	1.307	0.609	30000.0
73	15.371	113.832	4.688	71.236	1.24	0.642	30000.0
74	15.968	116.884	4.798	73.419	1.312	0.61	30000.0
75	15.82	118.4	4.75	74.17	1.368	0.595	20000.0
76	15.885	116.106	4.8	73.583	1.265	0.623	20000.0
77	15.445	114.469	4.658	71.437	1.268	0.64	20000.0
78	15.656	115.577	4.783	72.757	1.286	0.619	30000.0
79	15.897	117.237	4.812	73.647	1.276	0.617	30000.0
80	15.548	114.345	4.719	71.388	1.233	0.65	40000.0
81	15.876	115.327	4.877	71.359	1.257	0.651	30000.0
82	15.298	111.977	4.598	70.418	1.227	0.653	20000.0
83	15.565	114.539	4.627	70.365	1.232	0.652	30000.0
84	15.846	114.49	4.756	71.389	1.268	0.646	20000.0
85	15.077	113.092	4.497	70.267	1.258	0.653	20000.0
86	15.704	116.946	4.699	73.757	1.253	0.613	30000.0
87	15.662	115.62	4.81	72.262	1.256	0.645	30000.0
88	15.371	113.213	4.641	71.123	1.228	0.644	20000.0
89	15.376	115.516	4.636	72.188	1.284	0.633	20000.0
90	15.597	113.282	4.743	72.068	1.209	0.637	20000.0
91	15.436	115.143	4.643	71.705	1.276	0.635	20000.0
92	15.894	114.552	4.989	73.463	1.212	0.628	20000.0
93	16.097	117.217	4.815	72.695	1.281	0.63	30000.0
94	14.899	110.976	4.456	69.175	1.245	0.661	20000.0
95	16.183	117.964	4.882	72.869	1.304	0.629	20000.0
96	15.581	115.822	4.729	72.163	1.273	0.622	20000.0
97	15.801	112.783	4.838	70.859	1.204	0.665	30000.0
98	15.446	116.967	4.606	73.591	1.319	0.607	30000.0
99	16.641	119.696	5.022	74.802	1.334	0.604	20000.0
100	15.885	117.121	4.843	74.162	1.292	0.611	40000.0
