Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	15	0.859	15.173	101.153%	3.296	54.186%	0.97545	0.851
TCGA_38_4626_01A	11	0.907	7.832	71.2%	1.836	42.121%	0.54955	0.899
TCGA_38_4627_01A	3	0.264	5.546	184.867%	2.159	96.553%	2.60133	0.222
TCGA_38_4631_01A	34	0.968	16.438	48.347%	3.732	26.389%	0.38143	0.965
TCGA_38_7271_01A	4	0.73	4.465	111.625%	1.735	70.831%	1.00157	0.723
TCGA_44_2655_01A	10	0.502	13.39	133.9%	3.31	88.463%	1.59963	0.436
TCGA_44_2657_01A	9	0.925	7.799	86.656%	2.475	45.96%	0.7175	0.925
TCGA_44_2659_01A	28	0.688	26.081	93.146%	6.496	72.627%	0.76861	0.634
TCGA_44_3396_01A	11	0.679	13.356	121.418%	3.233	74.17%	1.05292	0.649
TCGA_44_3917_01A	4	0.939	4.054	101.35%	1.749	55.308%	0.7121	0.946
TCGA_44_3918_01A	38	0.944	19.694	51.826%	5.004	33.14%	0.33766	0.939
TCGA_44_4112_01A	21	0.875	14.416	68.648%	3.104	48.476%	0.53704	0.854
TCGA_44_5644_01A	41	0.932	22.455	54.768%	4.957	36.249%	0.35711	0.923
TCGA_44_6145_01A	11	0.93	8.684	78.945%	2.442	41.277%	0.66583	0.928
TCGA_44_6147_01A	7	0.689	7.533	107.614%	2.459	74.142%	1.10303	0.668
TCGA_44_6774_01A	10	0.871	9.692	96.92%	2.388	50.912%	0.91616	0.864
TCGA_44_6775_01A	4	0.534	5.628	140.7%	1.88	94.0%	2.23092	0.509
TCGA_44_6776_01A	13	0.832	10.401	80.008%	2.665	55.569%	0.92791	0.813
TCGA_44_6779_01A	5	0.68	6.15	123.0%	1.966	74.308%	1.28123	0.663
TCGA_44_7661_01A	11	0.914	8.066	73.327%	2.247	41.726%	0.66056	0.91
TCGA_44_7667_01A	19	0.875	14.627	76.984%	3.584	49.23%	0.64875	0.864
TCGA_44_7670_01A	46	0.906	28.846	62.709%	7.411	43.67%	0.47972	0.898
TCGA_44_7672_01A	15	0.764	14.973	99.82%	3.407	65.568%	0.83859	0.737
TCGA_44_8117_01A	23	0.925	16.84	73.217%	4.068	40.083%	0.60669	0.921
TCGA_44_A47G_01A	17	0.883	14.27	83.941%	3.117	48.679%	0.67047	0.872
TCGA_44_A4SU_01A	5	0.818	6.097	121.94%	2.038	61.448%	1.77637	0.815
TCGA_49_4487_01A	24	0.766	18.725	78.021%	5.871	64.834%	0.66799	0.742
TCGA_49_4488_01A	16	0.754	15.572	97.325%	4.786	66.37%	0.77468	0.737
TCGA_49_4490_01A	4	0.397	6.566	164.15%	1.838	91.9%	1.84455	0.341
TCGA_49_4505_01A	11	0.572	13.415	121.955%	3.221	83.166%	1.20604	0.509
TCGA_49_4506_01A	9	0.663	9.806	108.956%	2.416	80.533%	1.05333	0.621
TCGA_49_4507_01A	8	0.626	10.331	129.137%	2.701	77.971%	1.39416	0.592
TCGA_49_6744_01A	9	0.707	9.79	108.778%	2.599	72.083%	1.50232	0.68
TCGA_49_6761_01A	5	0.377	8.321	166.42%	2.454	92.752%	1.92439	0.323
TCGA_49_6767_01A	17	0.926	10.318	60.694%	2.479	37.804%	0.54733	0.919
TCGA_50_5051_01A	9	0.613	11.179	124.211%	2.972	82.428%	1.38749	0.576
TCGA_50_5941_01A	26	0.774	22.278	85.685%	5.49	63.82%	0.84942	0.743
TCGA_50_5942_01A	5	0.567	6.048	120.96%	2.181	82.434%	1.69352	0.54
TCGA_50_6590_01A	33	0.833	24.589	74.512%	6.19	55.813%	0.53279	0.811
TCGA_50_6592_01A	15	0.781	14.916	99.44%	3.401	63.155%	0.85278	0.756
TCGA_50_6593_01A	14	0.729	14.84	106.0%	3.09	69.095%	1.90058	0.686
TCGA_50_6595_01A	4	0.499	5.211	130.275%	2.156	88.018%	1.52225	0.475
TCGA_53_7624_01A	24	0.926	14.75	61.458%	3.29	38.245%	0.5068	0.918
TCGA_53_7813_01A	9	0.742	9.043	100.478%	2.422	67.174%	0.97975	0.717
TCGA_55_6543_01A	2	0.319	3.593	179.65%	1.34	94.752%	2.34195	0.283
TCGA_55_6970_01A	5	0.86	4.378	87.56%	1.379	52.121%	0.84811	0.854
TCGA_55_6971_01A	6	0.716	7.049	117.483%	2.009	71.029%	1.08316	0.699
TCGA_55_6979_01A	7	0.723	7.497	107.1%	2.294	69.167%	1.24199	0.704
TCGA_55_6981_01A	4	0.562	5.18	129.5%	1.721	86.05%	2.18812	0.535
TCGA_55_6985_01A	15	0.878	10.657	71.047%	2.981	49.007%	0.76329	0.869
TCGA_55_7281_01A	17	0.926	10.724	63.082%	2.381	38.127%	0.53401	0.918
TCGA_55_7573_01A	6	0.811	5.32	88.667%	1.657	58.584%	1.16037	0.799
TCGA_55_7574_01A	9	0.806	8.925	99.167%	2.344	60.522%	1.31595	0.791
TCGA_55_7725_01A	12	0.856	10.993	91.608%	3.025	51.878%	0.96693	0.847
TCGA_55_7726_01A	4	0.715	5.179	129.475%	1.72	70.219%	2.41532	0.703
TCGA_55_7728_01A	2	0.127	3.837	191.85%	1.429	101.046%	3.20734	0.06
TCGA_55_7911_01A	12	0.853	11.044	92.033%	2.956	52.255%	1.19701	0.843
TCGA_55_7914_01A	5	0.603	6.961	139.22%	1.798	80.409%	1.23121	0.57
TCGA_55_7995_01A	19	0.702	21.001	110.532%	4.785	71.331%	0.88036	0.663
TCGA_55_8096_01A	7	0.655	7.682	109.743%	2.266	75.533%	1.21504	0.624
TCGA_55_8097_01A	6	0.684	7.052	117.533%	2.116	74.812%	1.65546	0.663
TCGA_55_8203_01A	15	0.905	11.832	78.88%	2.708	45.774%	0.60788	0.899
TCGA_55_8208_01A	12	0.795	12.33	102.75%	3.725	62.083%	0.9088	0.784
TCGA_55_8299_01A	6	0.863	5.982	99.7%	1.846	53.289%	1.45669	0.859
TCGA_55_8506_01A	160	0.84	86.355	53.972%	25.072	54.53%	0.27215	0.81
TCGA_55_8510_01A	18	0.841	16.65	92.5%	4.057	54.214%	0.76116	0.827
TCGA_55_8511_01A	22	0.743	21.769	98.95%	5.529	67.049%	1.01031	0.715
TCGA_55_8616_01A	283	0.999	29.903	10.566%	8.891	4.958%	0.03104	0.999
TCGA_55_A48X_01A	19	0.933	14.692	77.326%	3.196	35.958%	0.84402	0.929
TCGA_55_A48Z_01A	1	0.301	1.864	186.4%	0.957	95.7%	2.69142	0.285
TCGA_55_A492_01A	75	0.987	31.643	42.191%	7.12	17.345%	0.31865	0.986
TCGA_55_A493_01A	97	0.996	22.289	22.978%	5.614	9.314%	0.14005	0.996
TCGA_55_A494_01A	9	0.682	10.024	111.378%	2.431	73.297%	1.06186	0.643
TCGA_62_A46O_01A	115	0.992	35.777	31.11%	7.449	14.01%	0.15457	0.992
TCGA_62_A46R_01A	11	0.707	11.055	100.5%	2.916	70.723%	1.00592	0.673
TCGA_64_1679_01A	21	0.88	17.995	85.69%	4.575	47.441%	0.92507	0.873
TCGA_64_1681_01A	5	0.255	8.713	174.26%	2.233	99.863%	2.39628	0.16
TCGA_64_5781_01A	43	0.926	24.915	57.942%	6.095	38.02%	0.35937	0.919
TCGA_67_3770_01A	9	0.8	9.678	107.533%	2.481	60.173%	1.50012	0.787
TCGA_67_3774_01A	7	0.274	11.661	166.586%	2.982	99.4%	1.99308	0.177
TCGA_67_6217_01A	8	0.696	9.108	113.85%	2.281	72.132%	1.3769	0.665
TCGA_69_7973_01A	16	0.77	15.057	94.106%	3.253	63.797%	0.80511	0.734
TCGA_69_7974_01A	19	0.733	20.814	109.547%	4.484	71.801%	1.16433	0.698
TCGA_69_7979_01A	43	0.935	26.346	61.27%	5.52	38.001%	0.51025	0.929
TCGA_69_7980_01A	29	0.937	17.67	60.931%	3.768	34.835%	0.70765	0.931
TCGA_73_4662_01A	12	0.892	9.365	78.042%	2.4	45.356%	1.00403	0.885
TCGA_73_4666_01A	16	0.952	8.615	53.844%	2.139	30.874%	0.5153	0.948
TCGA_73_4670_01A	29	0.853	21.864	75.393%	4.75	52.778%	0.66886	0.83
TCGA_73_7498_01A	6	0.61	7.562	126.033%	1.94	79.2%	1.33473	0.569
TCGA_78_7145_01A	6	0.602	8.795	146.583%	2.862	82.619%	1.35149	0.594
TCGA_78_7146_01A	14	0.884	10.582	75.586%	2.52	47.624%	0.55477	0.873
TCGA_78_7147_01A	21	0.906	15.921	75.814%	3.868	42.457%	0.63476	0.899
TCGA_78_7153_01A	8	0.45	11.583	144.788%	4.19	89.331%	1.62241	0.417
TCGA_78_7158_01A	13	0.869	13.509	103.915%	3.982	52.743%	0.9348	0.865
TCGA_78_7159_01A	22	0.768	19.319	87.814%	4.795	64.076%	0.76649	0.736
TCGA_78_7161_01A	8	0.682	9.399	117.487%	2.737	73.149%	1.54625	0.659
TCGA_78_7220_01A	32	0.962	17.114	53.481%	4.189	29.045%	0.44798	0.96
TCGA_83_5908_01A	9	0.938	7.009	77.878%	1.891	39.43%	0.58339	0.937
TCGA_86_6851_01A	37	0.961	18.521	50.057%	4.191	27.817%	0.38021	0.957
TCGA_86_7954_01A	8	0.844	7.583	94.788%	2.027	54.174%	1.28728	0.834
TCGA_86_8056_01A	7	0.627	8.402	120.029%	2.062	77.936%	1.22543	0.581
TCGA_86_8074_01A	4	0.209	7.247	181.175%	2.015	100.75%	3.32898	0.12
TCGA_91_6830_01A	9	0.557	11.234	124.822%	2.554	85.133%	1.28683	0.485
TCGA_91_6836_01A	12	0.591	14.8	123.333%	3.427	80.775%	1.32467	0.53
TCGA_91_6840_01A	6	0.509	8.204	136.733%	2.434	86.055%	1.60756	0.466
TCGA_91_6847_01A	6	0.402	9.207	153.45%	2.771	97.97%	2.11928	0.357
TCGA_95_7039_01A	67	0.933	35.859	53.521%	8.056	36.209%	0.30259	0.924
TCGA_95_7043_01A	62	0.971	29.806	48.074%	6.439	25.026%	0.36299	0.969
TCGA_95_7948_01A	7	0.586	8.914	127.343%	2.433	81.1%	1.4057	0.545
TCGA_95_A4VK_01A	7	0.876	6.824	97.486%	2.482	56.941%	0.74728	0.877
TCGA_95_A4VN_01A	24	0.875	17.996	74.983%	3.818	48.489%	0.66407	0.858
TCGA_95_A4VP_01A	5	0.776	5.261	105.22%	1.669	63.082%	1.3115	0.765
TCGA_97_7547_01A	7	0.458	10.267	146.671%	2.747	91.567%	1.73997	0.404
TCGA_97_7553_01A	8	0.481	11.546	144.325%	2.799	88.512%	1.81472	0.414
TCGA_97_7941_01A	7	0.681	8.239	117.7%	2.43	73.267%	1.48566	0.659
TCGA_97_8175_01A	2	0.217	3.723	186.15%	1.388	98.146%	2.94466	0.164
TCGA_97_A4M0_01A	17	0.796	16.979	99.876%	4.44	60.988%	0.91218	0.781
TCGA_97_A4M1_01A	1	0.301	1.864	186.4%	0.957	95.7%	2.69142	0.285
TCGA_97_A4M3_01A	6	0.716	6.899	114.983%	1.976	69.862%	1.6305	0.696
TCGA_99_7458_01A	23	0.852	17.199	74.778%	4.374	52.657%	0.60783	0.835
TCGA_J2_8194_01A	5	0.643	5.852	117.04%	2.038	77.029%	1.1889	0.623
TCGA_J2_A4AD_01A	17	0.892	13.363	78.606%	3.095	48.336%	0.87665	0.882
TCGA_J2_A4AG_01A	8	0.717	9.947	124.337%	2.659	71.065%	2.1374	0.698
TCGA_L4_A4E5_01A	7	0.915	5.935	84.786%	1.731	44.694%	0.68656	0.913
TCGA_L9_A443_01A	14	0.814	13.121	93.721%	3.505	58.417%	1.31809	0.8
TCGA_L9_A444_01A	36	0.898	23.967	66.575%	5.372	45.73%	0.44482	0.886
TCGA_MP_A4T4_01A	17	0.797	15.8	92.941%	4.226	60.371%	0.86192	0.78
TCGA_MP_A4T9_01A	1	0.301	1.864	186.4%	0.957	95.7%	2.69142	0.285
TCGA_MP_A4TF_01A	18	0.835	13.834	76.856%	3.728	54.966%	0.76309	0.818
TCGA_MP_A4TH_01A	7	0.814	6.976	99.657%	2.419	62.458%	0.81173	0.81
TCGA_NJ_A4YQ_01A	48	0.946	30.247	63.015%	6.888	36.103%	0.39496	0.944
TCGA_NJ_A55O_01A	7	0.914	5.326	76.086%	1.545	42.851%	0.71583	0.911
TCGA_O1_A52J_01A	9	0.565	11.176	124.178%	2.572	85.733%	1.28418	0.498
