NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	4.663	79.3	1.819	50.94	0.915	0.775	20000.0
2	4.928	80.583	1.882	49.351	0.869	0.79	30000.0
3	4.753	81.753	1.817	51.805	0.95	0.773	30000.0
4	5.158	84.23	1.982	54.024	0.937	0.762	20000.0
5	4.831	81.262	1.842	50.922	0.944	0.781	30000.0
6	4.999	82.852	1.901	52.855	0.978	0.753	40000.0
7	4.236	72.688	1.69	46.158	0.795	0.803	30000.0
8	5.141	84.538	1.943	54.003	0.909	0.78	30000.0
9	4.675	77.979	1.778	48.349	0.878	0.792	20000.0
10	5.024	81.788	1.92	52.072	0.922	0.774	20000.0
11	4.473	78.418	1.776	49.835	0.907	0.762	20000.0
12	4.807	84.181	1.946	53.535	0.987	0.749	20000.0
13	4.673	79.11	1.83	49.707	0.905	0.769	50000.0
14	4.469	75.438	1.759	48.246	0.839	0.795	20000.0
15	4.552	76.714	1.761	48.045	0.894	0.786	20000.0
16	4.596	76.586	1.811	48.865	0.916	0.784	40000.0
17	4.675	78.736	1.844	49.93	0.88	0.777	20000.0
18	4.527	80.173	1.792	51.967	0.894	0.771	40000.0
19	4.451	76.516	1.802	49.607	0.881	0.773	20000.0
20	4.551	77.967	1.78	49.353	0.871	0.781	30000.0
21	5.097	86.896	1.956	54.898	0.98	0.762	30000.0
22	4.394	73.689	1.708	47.439	0.89	0.787	20000.0
23	4.834	82.206	1.86	52.271	0.958	0.76	30000.0
24	5.021	81.638	1.937	51.806	0.906	0.786	30000.0
25	4.71	77.634	1.79	50.154	0.866	0.793	30000.0
26	4.7	80.657	1.791	50.19	0.869	0.783	40000.0
27	4.532	78.212	1.747	49.923	0.903	0.778	20000.0
28	4.458	78.149	1.749	48.902	0.855	0.787	30000.0
29	4.253	71.329	1.677	45.677	0.812	0.791	20000.0
30	5.178	87.091	2.01	55.581	1.0	0.753	20000.0
31	4.999	88.113	1.965	54.611	0.988	0.752	20000.0
32	4.995	83.034	1.885	52.419	0.965	0.759	20000.0
33	5.212	89.352	2.009	56.332	0.974	0.745	20000.0
34	5.26	89.271	2.062	55.455	0.927	0.769	20000.0
35	5.007	83.971	1.893	53.286	0.978	0.751	20000.0
36	4.979	86.292	1.945	54.328	0.971	0.76	20000.0
37	4.743	81.953	1.867	52.869	0.944	0.764	40000.0
38	4.898	83.784	1.865	52.278	0.959	0.764	20000.0
39	4.4	77.051	1.724	48.822	0.859	0.799	40000.0
40	4.795	80.304	1.822	49.386	0.892	0.787	30000.0
41	5.059	87.93	1.974	54.99	0.984	0.753	20000.0
42	4.703	81.137	1.795	50.72	0.948	0.777	20000.0
43	4.669	80.965	1.814	50.262	0.926	0.77	20000.0
44	5.028	83.173	1.883	50.675	0.931	0.777	40000.0
45	4.89	84.459	1.919	52.951	0.916	0.759	20000.0
46	4.733	79.859	1.859	52.065	0.912	0.769	40000.0
47	4.751	81.251	1.849	50.461	0.92	0.774	20000.0
48	4.503	76.704	1.718	48.086	0.891	0.777	40000.0
49	4.47	76.467	1.767	48.615	0.881	0.795	30000.0
50	5.116	87.328	1.977	54.22	0.946	0.767	30000.0
51	4.459	78.701	1.732	49.155	0.876	0.768	20000.0
52	4.331	74.751	1.688	47.501	0.846	0.791	30000.0
53	4.69	81.957	1.858	51.975	0.967	0.764	20000.0
54	4.846	80.394	1.899	50.328	0.857	0.79	30000.0
55	5.396	91.653	2.137	56.316	0.97	0.756	30000.0
56	4.783	76.625	1.799	48.512	0.881	0.783	20000.0
57	4.549	76.889	1.701	48.773	0.865	0.791	30000.0
58	4.818	80.415	1.835	50.274	0.885	0.772	30000.0
59	5.282	85.724	2.017	54.489	0.945	0.762	30000.0
60	4.659	81.398	1.866	50.973	0.939	0.766	20000.0
61	5.254	93.46	2.018	57.156	1.092	0.731	40000.0
62	4.566	78.382	1.809	51.09	0.897	0.78	30000.0
63	4.436	77.988	1.766	48.931	0.924	0.767	20000.0
64	4.454	75.136	1.725	47.374	0.863	0.785	60000.0
