NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	1.596	125.331	0.937	75.929	1.161	0.59	30000.0
2	1.431	113.276	0.812	70.348	0.969	0.665	20000.0
3	1.494	111.421	0.838	70.379	1.0	0.649	30000.0
4	1.267	105.683	0.734	65.353	0.943	0.68	30000.0
5	1.425	115.1	0.863	70.422	1.067	0.634	20000.0
6	1.243	95.531	0.783	62.083	0.911	0.673	20000.0
7	1.303	97.527	0.802	64.253	0.982	0.645	40000.0
8	1.297	93.803	0.714	59.865	0.902	0.675	20000.0
9	1.759	128.52	1.026	79.914	1.121	0.576	30000.0
10	1.737	127.658	1.002	80.014	1.063	0.59	30000.0
11	1.67	123.681	0.942	77.207	1.067	0.618	20000.0
12	1.396	112.252	0.87	69.708	1.048	0.634	40000.0
13	1.491	106.075	0.897	69.163	0.964	0.649	20000.0
14	1.425	115.1	0.863	70.422	1.067	0.634	30000.0
15	1.34	99.962	0.758	64.664	0.925	0.668	30000.0
16	1.454	101.675	0.871	65.455	0.944	0.659	50000.0
17	1.479	112.681	0.849	70.51	1.027	0.644	20000.0
18	1.465	109.124	0.824	70.06	0.961	0.656	30000.0
19	1.425	115.096	0.815	70.454	1.066	0.641	40000.0
20	1.272	93.809	0.708	59.874	0.922	0.668	20000.0
21	1.363	107.451	0.83	69.569	0.871	0.671	20000.0
22	1.336	103.858	0.792	67.157	0.934	0.665	20000.0
23	1.493	108.39	0.908	69.124	1.023	0.639	30000.0
24	1.425	115.096	0.815	70.454	1.066	0.641	20000.0
25	1.34	99.962	0.758	64.664	0.925	0.668	20000.0
26	1.504	115.163	0.882	70.966	1.05	0.637	20000.0
27	1.357	101.764	0.826	65.577	0.914	0.668	20000.0
28	1.448	97.369	0.883	62.733	0.944	0.658	20000.0
29	1.424	103.555	0.782	64.029	1.054	0.63	20000.0
30	1.311	99.393	0.785	64.062	0.912	0.671	20000.0
31	1.476	103.868	0.912	67.602	0.967	0.648	20000.0
32	1.54	119.322	0.926	76.077	1.091	0.599	20000.0
33	1.453	117.934	0.817	71.527	1.089	0.639	30000.0
34	1.741	126.699	1.076	81.119	1.103	0.561	30000.0
35	1.337	95.6	0.762	62.015	0.918	0.667	20000.0
36	1.413	111.465	0.851	71.65	0.94	0.654	30000.0
37	1.448	97.368	0.835	63.597	0.944	0.654	20000.0
38	1.494	111.421	0.838	70.379	1.0	0.649	20000.0
39	1.315	95.146	0.797	61.448	0.905	0.671	20000.0
40	1.425	115.096	0.815	70.454	1.066	0.641	20000.0
41	1.397	95.296	0.834	61.14	0.921	0.664	30000.0
42	1.431	113.276	0.812	70.348	0.969	0.665	40000.0
43	1.259	107.514	0.781	69.154	0.98	0.656	20000.0
44	1.383	109.445	0.838	68.777	0.901	0.675	20000.0
45	1.51	109.103	0.866	70.861	0.967	0.648	40000.0
46	1.426	110.017	0.806	68.565	1.037	0.633	20000.0
47	1.437	114.776	0.892	73.322	1.052	0.627	20000.0
48	1.684	123.394	1.099	80.34	1.035	0.569	30000.0
49	1.595	120.916	0.952	75.983	1.023	0.621	20000.0
50	1.287	106.108	0.753	67.121	0.87	0.688	20000.0
51	1.504	115.172	0.852	71.519	1.05	0.638	40000.0
52	1.482	103.765	0.86	67.739	0.954	0.652	30000.0
53	1.413	111.47	0.888	72.109	0.94	0.647	20000.0
54	1.504	115.161	0.9	71.604	1.05	0.631	30000.0
55	1.544	117.433	0.902	73.985	0.955	0.644	30000.0
56	1.383	110.984	0.801	69.611	0.988	0.656	30000.0
57	1.315	95.597	0.729	61.337	0.925	0.669	20000.0
58	1.224	95.534	0.749	61.692	0.915	0.67	20000.0
59	1.479	112.672	0.897	70.595	1.027	0.637	50000.0
60	1.511	110.914	0.879	69.276	1.008	0.645	30000.0
61	1.404	109.43	0.853	67.688	0.919	0.684	20000.0
62	1.704	125.389	1.054	79.212	1.053	0.584	30000.0
63	1.491	106.074	0.948	67.869	0.964	0.653	30000.0
64	1.357	101.772	0.793	66.351	0.928	0.663	20000.0
65	1.501	106.357	0.876	67.209	0.99	0.651	20000.0
66	1.504	115.163	0.882	70.966	1.05	0.637	20000.0
67	1.311	99.961	0.751	64.705	0.945	0.66	20000.0
68	1.34	99.962	0.758	64.664	0.925	0.668	60000.0
69	1.343	97.523	0.769	62.999	0.936	0.667	20000.0
70	1.637	125.392	0.914	76.65	1.165	0.606	40000.0
71	1.249	103.867	0.787	66.747	0.901	0.672	20000.0
72	1.471	111.517	0.898	71.986	0.986	0.635	30000.0
73	1.38	104.296	0.871	66.98	0.92	0.665	40000.0
74	1.604	122.082	0.998	77.837	1.113	0.585	30000.0
75	1.293	95.598	0.752	62.165	0.952	0.654	20000.0
76	1.493	108.389	0.858	68.717	1.022	0.647	20000.0
77	1.357	101.764	0.826	65.577	0.914	0.668	40000.0
78	1.54	119.322	0.926	76.077	1.091	0.599	20000.0
79	1.413	111.465	0.851	71.65	0.94	0.654	20000.0
80	1.482	103.764	0.91	66.68	0.954	0.655	20000.0
81	1.425	115.096	0.815	70.454	1.066	0.641	30000.0
82	1.34	99.962	0.758	64.664	0.925	0.668	40000.0
83	1.363	97.512	0.85	63.103	0.923	0.666	20000.0
84	1.225	100.748	0.744	64.586	0.918	0.665	30000.0
85	1.487	112.052	0.819	70.577	1.048	0.644	80000.0
86	1.409	113.484	0.86	70.565	1.004	0.65	20000.0
87	1.363	107.45	0.872	70.076	0.871	0.663	20000.0
88	1.595	120.916	0.952	75.983	1.023	0.621	30000.0
89	1.454	110.19	0.874	70.554	1.009	0.643	40000.0
90	1.493	106.213	0.891	68.049	0.964	0.652	20000.0
91	1.459	109.996	0.937	68.97	0.995	0.652	30000.0
92	1.249	103.862	0.75	66.288	0.901	0.679	30000.0
93	1.484	112.485	0.852	70.499	1.013	0.647	30000.0
94	1.588	117.575	0.968	74.169	1.035	0.634	30000.0
95	1.476	103.869	0.862	67.64	0.967	0.651	20000.0
96	1.413	111.465	0.851	71.65	0.94	0.654	20000.0
97	1.203	99.504	0.716	63.343	0.833	0.696	20000.0
98	1.509	114.98	0.915	71.042	1.036	0.643	20000.0
99	1.558	112.723	0.929	70.382	1.035	0.63	30000.0
100	1.357	101.764	0.826	65.577	0.914	0.668	30000.0
