MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	4.263634448022913e-06	7.253239004967327e-06	7.288622161922831e-06	3.736563842835494e-06	1.0252984943974753e-05	1.351574418549717e-05	8.842759141316492e-06	1.0933539479083264e-05	6.482256444826362e-06	1.3010396947947811e-05
1:Del:C:1	0.23821328753921078	0.2097546901418093	0.5554227460920811	0.10168752752015023	0.11560115913810932	0.018544047457929685	0.19902954276483797	0.08210154701220745	0.28395497376256573	0.013722620652441883
1:Del:C:2	0.12102202139507881	0.4916533902287483	0.009097756419191144	0.10804239898516395	0.012814771807707253	0.01581199611407841	0.013707716539099074	0.061992331278373246	0.013727339463165612	0.012943446255805213
1:Del:C:3	0.060480953833177295	0.013245731741713946	0.0597612179116743	0.024008299024843402	0.304776157325241	0.011485389680591911	0.03975031356723151	0.048444432992248494	0.05353716982449255	0.020647178178431758
1:Del:C:4	0.023722548158242488	0.0021118216511142405	0.04999635066283723	0.025840808108088423	0.018093951007972252	0.013260597165618363	0.04291866001178164	0.037124790964414844	0.04331680595956726	0.004282930268621452
1:Del:C:5	0.011823779637823648	0.0038411496799537303	0.007947421661851308	1.4852348411111219e-06	0.009643142638742006	0.05747363138720216	0.038763296495881464	0.021582475672411193	0.021975350081498278	0.039691147174498426
1:Del:T:0	4.263634448022913e-06	7.253239004967327e-06	7.288622161922831e-06	3.736563842835494e-06	1.0252984943974753e-05	1.351574418549717e-05	8.842759141316492e-06	1.0933539479083264e-05	6.482256444826362e-06	1.3010396947947811e-05
1:Del:T:1	0.060912291411565886	0.0735392295491069	0.010501709000994217	0.11938144687761451	0.059265819076495134	0.007233218420945953	0.04893752977964228	0.15515313076993492	0.029617774935791333	0.02947962025970316
1:Del:T:2	0.03945710045729498	0.0011483449570170617	0.0005146900673423941	0.00016564605350277668	0.02409202994953887	0.031214375416403185	0.003633871636492487	0.0058081683611455335	0.012246376641540024	0.062388959135562964
1:Del:T:3	0.001055753241705446	0.0002843027286340316	0.003641494741440283	3.16975077907955e-06	0.005269593537885644	0.00459635167930287	0.006657586793264727	0.0009172086993979178	0.010545319446882221	0.004520092311153121
1:Del:T:4	4.263634448022913e-06	7.253239004967327e-06	7.288622161922831e-06	3.736563842835494e-06	1.0252984943974753e-05	1.351574418549717e-05	8.842759141316492e-06	1.0933539479083264e-05	6.482256444826362e-06	1.3010396947947811e-05
1:Del:T:5	0.014854779343251039	0.0016498588377834977	0.0015708890391715614	0.0018995676246385074	0.015216513393347099	0.01842106729106491	0.0036699869858307465	0.004211784177115447	0.005901182394169666	0.006627204925826007
1:Ins:C:0	0.014169495211830849	0.0020235133730500364	0.0017328412173924334	0.00241887150534133	0.01603585456742735	0.001851805518180072	0.0023228635205717295	0.007264454770156306	0.007271850849489852	0.002000821555728862
1:Ins:C:1	0.013856474812112099	0.0021424581909894867	0.0037209881187885686	0.031408169026721354	0.005376302576346461	0.0030443975959821047	0.0003859758005830827	0.012203990008761139	0.0018082531105922328	0.0032234846007202123
1:Ins:C:2	3.2647121450230746e-06	0.0015100552934723054	5.5813085128875175e-06	0.0013409841438008962	0.0002938592560834863	0.01787886102188395	0.0006055923287391352	0.0030100317110384367	0.0031349600530663226	0.03152214615929665
1:Ins:C:3	2.741679897724225e-06	0.00018320127444836147	0.009938951697042776	0.005317374370534935	0.00637427233282807	0.02474860023321597	0.0031798116952892032	0.0025398115295579516	0.015750523086686886	0.03485540887059466
1:Ins:C:4	0.015594016390564321	0.0013125897353322103	0.008676370919349523	0.0010133810044636942	0.021973416467434958	0.010209698896726429	0.009082107566427453	0.013025020740091691	0.013846656004678961	0.006262790878694773
