NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	178.484	65.736	26.81	53.229	0.465	0.728	20000.0
2	176.379	64.954	26.551	52.17	0.457	0.743	30000.0
3	175.317	64.223	26.436	52.173	0.448	0.741	40000.0
4	175.454	65.203	26.442	52.253	0.454	0.74	30000.0
5	175.963	65.174	26.703	52.755	0.455	0.739	20000.0
6	177.366	65.589	26.649	52.717	0.456	0.734	20000.0
7	177.045	65.496	26.566	52.77	0.463	0.735	20000.0
8	176.735	65.508	26.571	52.566	0.467	0.735	40000.0
9	175.779	64.933	26.528	52.601	0.459	0.736	30000.0
10	175.037	64.414	26.458	52.33	0.453	0.74	20000.0
11	176.046	65.086	26.43	52.53	0.462	0.738	20000.0
12	174.952	65.114	26.31	52.533	0.461	0.736	20000.0
13	176.198	64.855	26.523	52.212	0.452	0.743	40000.0
14	175.618	64.606	26.385	52.044	0.456	0.742	30000.0
15	176.361	64.785	26.618	52.347	0.452	0.742	30000.0
16	175.411	64.486	26.446	52.442	0.453	0.74	40000.0
17	176.489	65.264	26.796	52.528	0.457	0.74	30000.0
18	175.314	64.916	26.446	52.547	0.45	0.743	30000.0
19	174.06	64.334	26.579	52.467	0.453	0.739	40000.0
20	176.399	64.809	26.563	52.253	0.461	0.742	30000.0
21	175.738	64.89	26.64	52.393	0.453	0.741	30000.0
22	176.218	64.982	26.636	52.385	0.464	0.738	30000.0
23	175.587	64.802	26.561	52.041	0.453	0.746	20000.0
24	176.28	64.692	26.777	52.876	0.459	0.736	20000.0
25	175.638	64.858	26.374	52.203	0.457	0.739	20000.0
26	177.711	65.36	26.717	52.723	0.459	0.735	30000.0
27	175.612	65.171	26.415	52.492	0.458	0.737	20000.0
28	176.487	64.782	26.661	52.299	0.451	0.743	30000.0
29	178.384	65.508	26.859	52.956	0.46	0.731	20000.0
30	176.836	65.51	26.655	52.594	0.458	0.738	40000.0
31	177.171	64.784	26.841	52.497	0.455	0.737	20000.0
32	176.546	65.24	26.527	52.385	0.464	0.738	20000.0
33	174.684	64.882	26.178	52.138	0.453	0.738	20000.0
34	173.727	64.65	26.255	52.062	0.456	0.744	20000.0
35	175.684	64.796	26.258	52.387	0.45	0.738	40000.0
36	175.772	65.486	26.662	52.566	0.469	0.733	30000.0
37	177.552	65.548	26.948	53.167	0.467	0.727	20000.0
38	174.922	64.18	26.581	51.991	0.445	0.747	20000.0
39	173.902	64.114	26.193	51.941	0.445	0.744	30000.0
40	177.495	65.494	26.594	52.663	0.457	0.737	20000.0
41	177.426	65.063	26.762	52.359	0.458	0.741	20000.0
42	175.903	65.279	26.598	52.587	0.467	0.734	20000.0
43	176.423	65.207	26.365	52.449	0.461	0.736	20000.0
44	176.165	64.542	26.236	52.254	0.449	0.741	20000.0
45	175.044	64.464	26.219	51.751	0.448	0.746	30000.0
46	176.934	65.095	26.716	52.746	0.458	0.738	30000.0
47	177.056	65.4	26.785	52.9	0.464	0.736	30000.0
48	175.149	64.793	26.54	52.65	0.455	0.739	20000.0
49	174.942	64.622	26.384	52.32	0.457	0.739	30000.0
50	177.633	65.598	26.94	53.124	0.461	0.733	30000.0
51	176.358	65.19	26.47	52.457	0.459	0.736	20000.0
52	177.294	65.442	26.78	53.094	0.46	0.73	20000.0
53	175.158	64.943	26.399	52.469	0.46	0.737	30000.0
54	175.989	65.123	26.742	52.356	0.458	0.739	30000.0
55	176.533	65.467	26.391	52.295	0.455	0.741	20000.0
56	173.625	64.549	26.084	52.095	0.451	0.742	20000.0
57	175.052	64.339	26.496	52.341	0.455	0.741	30000.0
58	175.411	64.95	26.445	52.619	0.458	0.735	30000.0
59	176.698	65.75	26.75	53.14	0.464	0.731	20000.0
60	175.035	64.727	26.416	52.331	0.46	0.737	40000.0
61	177.639	65.028	26.787	52.323	0.453	0.745	20000.0
62	174.89	64.655	26.426	52.286	0.454	0.74	20000.0
63	177.599	65.487	26.856	52.659	0.467	0.735	30000.0
64	178.041	65.296	26.773	52.343	0.457	0.742	30000.0
65	175.221	64.934	26.474	52.631	0.453	0.738	20000.0
66	176.447	65.363	26.798	52.701	0.454	0.736	50000.0
67	178.14	65.7	26.815	52.716	0.465	0.735	20000.0
68	176.455	64.937	26.636	52.257	0.455	0.74	20000.0
69	176.352	65.671	26.659	52.837	0.473	0.731	40000.0
70	176.717	65.761	26.553	52.928	0.465	0.731	50000.0
71	176.304	64.958	26.557	52.137	0.453	0.741	30000.0
72	175.393	65.078	26.593	52.296	0.459	0.74	20000.0
73	174.468	64.515	26.473	52.328	0.453	0.743	50000.0
74	175.917	65.376	26.655	52.917	0.463	0.732	60000.0
75	177.814	65.624	26.722	53.178	0.458	0.73	20000.0
76	173.984	64.461	26.415	52.457	0.457	0.738	20000.0
77	177.807	65.747	26.841	52.973	0.468	0.731	30000.0
78	176.641	64.898	26.763	52.428	0.453	0.741	20000.0
79	177.547	65.15	26.484	52.214	0.456	0.742	20000.0
80	175.869	64.317	26.635	51.934	0.452	0.745	40000.0
81	174.936	64.656	25.878	51.663	0.452	0.744	30000.0
82	177.33	65.206	26.709	52.582	0.454	0.741	30000.0
83	176.171	65.479	26.797	52.601	0.465	0.739	30000.0
84	176.248	64.743	26.449	52.13	0.45	0.743	20000.0
85	175.132	65.209	26.405	52.328	0.46	0.737	20000.0
86	177.071	64.699	26.609	52.297	0.452	0.744	30000.0
87	173.792	64.121	26.391	51.726	0.447	0.746	20000.0
88	173.453	64.28	26.337	51.797	0.455	0.745	30000.0
89	175.749	64.409	26.589	52.253	0.451	0.743	30000.0
90	175.82	64.492	26.613	52.183	0.451	0.744	40000.0
91	173.161	64.618	26.089	52.048	0.451	0.742	20000.0
92	174.475	64.933	25.942	52.014	0.456	0.742	30000.0
93	176.309	64.725	26.479	52.524	0.454	0.739	40000.0
94	173.708	64.806	26.116	52.08	0.455	0.741	30000.0
95	174.611	64.641	26.228	51.865	0.458	0.744	20000.0
96	175.649	64.973	26.39	52.208	0.46	0.739	30000.0
97	174.231	64.671	26.051	51.708	0.457	0.744	30000.0
98	175.226	65.084	26.602	52.587	0.456	0.738	20000.0
99	177.292	65.984	26.756	52.918	0.465	0.735	30000.0
100	175.276	65.344	26.365	52.775	0.463	0.732	20000.0
