NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	57.118	104.3	10.415	70.676	0.968	0.603	40000.0
2	57.261	103.639	10.385	71.22	0.923	0.61	40000.0
3	58.254	105.075	10.425	72.128	0.952	0.585	30000.0
4	57.802	104.959	10.253	70.639	0.95	0.61	20000.0
5	57.273	102.878	10.075	70.731	0.938	0.605	50000.0
6	58.104	104.883	10.574	71.315	0.928	0.609	20000.0
7	55.112	100.382	9.958	69.303	0.892	0.629	40000.0
8	55.801	101.779	10.104	69.105	0.915	0.635	20000.0
9	55.001	100.027	9.995	69.359	0.884	0.628	20000.0
10	54.283	99.656	9.785	68.306	0.907	0.637	20000.0
11	57.985	104.74	10.315	71.299	0.931	0.606	20000.0
12	56.685	103.418	10.262	71.139	0.945	0.603	30000.0
13	57.945	105.145	10.249	71.281	0.976	0.596	20000.0
14	56.933	103.712	9.981	70.627	0.938	0.605	20000.0
15	58.408	104.431	10.323	71.314	0.934	0.599	50000.0
16	57.012	102.527	10.36	70.535	0.921	0.612	20000.0
17	55.658	101.03	9.923	68.494	0.896	0.653	20000.0
18	57.098	102.84	10.145	70.972	0.924	0.608	30000.0
19	58.491	104.009	10.808	71.368	0.96	0.614	20000.0
20	57.251	101.802	10.367	70.204	0.903	0.622	40000.0
21	57.405	102.417	10.196	71.073	0.906	0.601	20000.0
22	57.309	104.535	10.362	71.455	0.921	0.609	20000.0
23	58.47	104.997	10.501	71.529	0.95	0.598	20000.0
24	56.452	102.085	10.247	70.273	0.906	0.615	20000.0
25	57.734	103.478	10.075	70.14	0.927	0.606	20000.0
26	57.926	104.908	10.316	71.308	0.942	0.595	30000.0
27	56.496	101.295	10.208	69.986	0.884	0.626	20000.0
28	57.205	103.341	9.926	70.251	0.921	0.615	30000.0
29	55.33	100.84	10.081	69.892	0.902	0.623	20000.0
30	57.403	103.776	10.472	71.192	0.945	0.616	20000.0
31	58.516	103.544	10.844	72.038	0.933	0.592	30000.0
32	57.905	105.091	10.263	71.551	0.936	0.601	20000.0
33	58.124	104.622	10.57	71.195	0.943	0.61	40000.0
34	56.948	103.479	10.06	69.802	0.913	0.624	50000.0
35	59.435	105.47	10.804	71.091	0.953	0.611	20000.0
36	56.855	102.031	10.186	70.399	0.901	0.616	30000.0
37	55.982	101.877	9.887	69.064	0.917	0.631	20000.0
38	55.71	100.093	9.883	69.452	0.872	0.62	30000.0
39	58.655	105.589	10.561	71.601	0.967	0.601	30000.0
40	55.803	100.914	9.916	69.441	0.894	0.623	20000.0
41	56.2	103.39	10.109	69.732	0.928	0.626	20000.0
42	57.223	103.665	10.382	71.46	0.917	0.6	30000.0
43	56.056	102.335	10.116	70.42	0.904	0.608	20000.0
44	59.02	106.363	10.649	72.66	0.96	0.582	40000.0
45	57.094	105.016	10.079	70.759	0.964	0.599	20000.0
46	55.851	102.228	9.957	70.659	0.912	0.609	20000.0
47	56.623	100.864	10.281	69.965	0.884	0.634	30000.0
48	56.771	102.486	10.072	70.111	0.893	0.617	40000.0
49	58.372	105.887	10.502	71.007	0.989	0.602	40000.0
50	56.667	102.985	10.443	71.058	0.92	0.611	30000.0
51	57.661	103.421	10.326	70.453	0.909	0.611	30000.0
52	57.054	103.248	10.315	70.39	0.915	0.617	30000.0
53	57.297	103.005	10.36	70.944	0.913	0.61	40000.0
54	57.462	104.496	10.269	71.263	0.921	0.603	20000.0
55	57.315	103.98	10.177	70.671	0.95	0.604	30000.0
56	55.927	101.031	10.046	68.696	0.877	0.651	20000.0
57	57.552	104.041	10.317	70.655	0.95	0.607	30000.0
58	56.448	102.522	10.267	70.257	0.947	0.609	20000.0
59	59.026	104.727	10.863	71.946	0.95	0.601	40000.0
60	59.223	107.438	10.42	72.712	0.973	0.576	20000.0
61	56.611	103.821	10.167	70.592	0.933	0.613	40000.0
62	55.772	103.623	9.927	70.431	0.953	0.604	30000.0
63	58.313	104.617	10.492	71.508	0.93	0.598	20000.0
64	57.22	105.012	10.129	71.022	0.951	0.599	40000.0
65	57.782	105.325	10.263	71.37	0.935	0.602	40000.0
66	57.126	102.647	10.149	68.512	0.903	0.649	20000.0
67	56.948	103.536	10.199	69.831	0.95	0.616	50000.0
68	56.837	104.597	10.191	71.172	0.949	0.601	40000.0
69	57.598	104.719	10.472	70.996	0.948	0.605	20000.0
70	56.462	103.869	10.123	70.539	0.949	0.602	40000.0
71	57.852	104.537	10.599	72.214	0.936	0.6	30000.0
72	56.07	103.142	10.247	70.216	0.933	0.619	30000.0
73	56.556	103.73	9.98	70.576	0.947	0.604	30000.0
74	57.72	103.713	10.27	71.337	0.922	0.599	20000.0
75	57.982	103.348	10.442	71.125	0.908	0.605	30000.0
76	55.627	101.716	9.791	69.873	0.921	0.61	20000.0
77	56.312	102.963	10.138	69.931	0.94	0.618	30000.0
78	57.054	101.053	10.442	71.148	0.901	0.612	20000.0
79	58.461	104.848	10.393	71.169	0.952	0.596	30000.0
80	57.155	103.511	10.061	69.578	0.927	0.628	30000.0
81	56.687	103.242	10.188	70.939	0.916	0.607	20000.0
82	57.741	102.416	10.569	70.273	0.906	0.623	20000.0
83	56.421	103.592	10.076	71.009	0.946	0.602	20000.0
84	56.94	101.161	10.026	67.995	0.921	0.649	30000.0
85	57.733	102.121	10.51	69.697	0.907	0.626	20000.0
86	56.419	103.25	10.168	71.009	0.912	0.604	30000.0
87	57.28	105.474	10.069	70.956	0.963	0.586	30000.0
88	56.714	102.195	10.422	70.479	0.925	0.614	20000.0
89	57.691	106.284	10.189	72.3	0.964	0.581	20000.0
90	57.584	103.099	10.309	69.945	0.921	0.627	20000.0
91	56.036	100.702	10.196	70.314	0.868	0.627	30000.0
92	56.785	102.084	10.111	70.068	0.902	0.62	40000.0
93	57.739	102.819	10.711	71.105	0.931	0.613	20000.0
94	55.812	100.942	10.114	69.873	0.878	0.624	30000.0
95	56.079	102.313	10.357	70.369	0.917	0.633	30000.0
96	57.941	104.738	10.644	71.175	0.935	0.628	20000.0
97	56.974	102.286	10.427	70.8	0.906	0.619	50000.0
98	57.24	104.066	10.487	71.643	0.938	0.603	20000.0
99	56.523	102.947	10.266	70.807	0.917	0.608	40000.0
100	56.961	103.009	10.081	70.373	0.922	0.614	30000.0
