NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.467	39.759	0.33	28.285	0.287	0.874	20000.0
2	0.303	25.977	0.213	18.913	0.167	0.935	20000.0
3	0.454	39.732	0.308	27.914	0.289	0.905	20000.0
4	0.339	24.816	0.237	19.004	0.152	0.934	30000.0
5	0.374	25.654	0.236	16.882	0.242	0.912	40000.0
6	0.523	42.207	0.368	30.655	0.333	0.858	20000.0
7	0.469	29.239	0.33	23.125	0.181	0.922	40000.0
8	0.37	26.042	0.234	18.703	0.179	0.932	20000.0
9	0.267	23.841	0.188	17.035	0.156	0.938	20000.0
10	0.562	40.247	0.397	31.028	0.284	0.894	20000.0
11	0.402	34.849	0.284	26.278	0.241	0.897	30000.0
12	0.269	20.031	0.19	14.205	0.15	0.933	40000.0
13	0.536	39.888	0.327	27.913	0.27	0.909	30000.0
14	0.202	19.975	0.143	14.207	0.138	0.941	20000.0
15	0.303	25.977	0.213	18.913	0.167	0.935	30000.0
16	0.204	20.102	0.144	14.292	0.138	0.941	30000.0
17	0.334	23.906	0.21	16.825	0.168	0.936	30000.0
18	0.37	26.042	0.234	18.703	0.179	0.932	20000.0
19	0.203	20.058	0.143	14.245	0.138	0.941	20000.0
20	0.471	28.412	0.298	22.063	0.183	0.918	20000.0
21	0.204	20.1	0.144	14.292	0.138	0.941	20000.0
22	0.401	27.899	0.257	19.934	0.191	0.927	30000.0
23	0.202	19.975	0.143	14.207	0.138	0.941	20000.0
24	0.336	30.605	0.236	21.815	0.254	0.91	20000.0
25	0.37	26.042	0.234	18.703	0.179	0.932	20000.0
26	0.282	24.73	0.198	17.837	0.16	0.937	20000.0
27	0.204	20.07	0.143	14.258	0.138	0.941	20000.0
28	0.204	20.06	0.143	14.245	0.138	0.941	20000.0
29	0.442	28.339	0.312	22.538	0.173	0.924	30000.0
30	0.404	39.925	0.247	24.627	0.327	0.871	40000.0
31	0.469	39.867	0.331	28.335	0.287	0.874	40000.0
32	0.601	43.297	0.423	31.03	0.285	0.893	30000.0
33	0.282	24.73	0.198	17.837	0.16	0.937	30000.0
34	0.202	19.955	0.142	14.2	0.138	0.941	20000.0
35	0.454	39.732	0.308	27.914	0.289	0.905	20000.0
36	0.271	20.165	0.165	14.082	0.15	0.938	30000.0
37	0.467	39.76	0.305	28.07	0.287	0.879	30000.0
38	0.454	39.732	0.308	27.914	0.289	0.905	20000.0
39	0.324	22.458	0.227	16.759	0.195	0.917	30000.0
40	0.271	20.123	0.165	14.035	0.15	0.938	20000.0
41	0.346	29.675	0.243	21.352	0.26	0.909	20000.0
42	0.467	39.76	0.305	28.07	0.287	0.879	30000.0
43	0.43	31.162	0.265	22.296	0.215	0.904	50000.0
44	0.347	29.681	0.243	21.58	0.26	0.909	30000.0
45	0.282	24.73	0.198	17.837	0.16	0.937	30000.0
46	0.401	34.812	0.283	26.235	0.241	0.897	40000.0
47	0.454	39.732	0.32	28.633	0.289	0.9	20000.0
48	0.587	51.668	0.415	36.775	0.397	0.844	50000.0
49	0.282	24.73	0.198	17.837	0.16	0.937	30000.0
50	0.338	28.058	0.236	20.34	0.18	0.929	20000.0
51	0.601	47.747	0.399	34.074	0.328	0.867	20000.0
52	0.271	20.123	0.165	14.035	0.15	0.938	20000.0
53	0.346	29.665	0.243	21.352	0.26	0.909	40000.0
54	0.402	28.492	0.253	18.601	0.265	0.904	20000.0
55	0.349	24.798	0.22	17.627	0.172	0.935	30000.0
56	0.282	24.732	0.198	17.837	0.16	0.937	20000.0
57	0.362	29.525	0.255	21.713	0.19	0.922	20000.0
58	0.203	19.973	0.143	14.209	0.138	0.941	20000.0
59	0.203	20.06	0.143	14.245	0.138	0.941	40000.0
60	0.282	24.73	0.198	17.837	0.16	0.937	20000.0
61	0.467	39.759	0.33	28.285	0.287	0.874	50000.0
62	0.267	23.841	0.188	17.035	0.156	0.938	20000.0
63	0.202	19.966	0.142	14.2	0.138	0.941	20000.0
64	0.349	24.798	0.22	17.627	0.172	0.935	20000.0
65	0.349	24.796	0.245	17.842	0.172	0.93	30000.0
66	0.37	26.024	0.231	17.386	0.233	0.914	30000.0
67	0.467	39.76	0.305	28.07	0.287	0.879	30000.0
68	0.303	25.977	0.213	18.913	0.167	0.935	20000.0
69	0.602	48.342	0.394	32.741	0.402	0.845	30000.0
70	0.362	29.525	0.255	21.713	0.19	0.922	20000.0
71	0.205	20.179	0.144	14.288	0.138	0.941	20000.0
72	0.337	30.618	0.236	21.965	0.254	0.91	40000.0
73	0.202	19.975	0.143	14.207	0.138	0.941	20000.0
74	0.204	20.06	0.143	14.245	0.138	0.941	30000.0
75	0.48	37.543	0.329	28.307	0.252	0.888	20000.0
76	0.267	23.841	0.188	17.035	0.156	0.938	40000.0
77	0.337	30.618	0.236	21.965	0.254	0.91	20000.0
78	0.204	20.07	0.143	14.258	0.138	0.941	20000.0
79	0.204	20.1	0.144	14.292	0.138	0.941	20000.0
80	0.734	59.622	0.518	42.4	0.407	0.842	60000.0
81	0.4	39.684	0.245	24.48	0.327	0.871	40000.0
82	0.438	26.777	0.275	20.4	0.192	0.916	20000.0
83	0.202	19.975	0.143	14.207	0.138	0.941	20000.0
84	0.467	39.759	0.33	28.285	0.287	0.874	40000.0
85	0.37	26.042	0.234	18.703	0.179	0.932	30000.0
86	0.37	26.044	0.26	18.918	0.179	0.927	40000.0
87	0.325	22.524	0.227	16.583	0.196	0.918	20000.0
88	0.349	24.796	0.245	17.842	0.172	0.93	40000.0
89	0.501	39.788	0.273	24.391	0.344	0.868	30000.0
90	0.272	20.167	0.191	14.297	0.15	0.933	20000.0
91	0.322	31.874	0.227	22.69	0.248	0.911	30000.0
92	0.482	39.842	0.339	28.78	0.263	0.904	20000.0
93	0.203	20.058	0.143	14.245	0.138	0.941	40000.0
94	0.272	20.167	0.191	14.297	0.15	0.933	30000.0
95	0.337	22.71	0.236	16.477	0.211	0.914	30000.0
96	0.204	20.1	0.144	14.292	0.138	0.941	20000.0
97	0.205	20.179	0.144	14.288	0.138	0.941	40000.0
98	0.204	20.102	0.144	14.292	0.138	0.941	20000.0
99	0.501	39.807	0.31	24.845	0.344	0.861	40000.0
100	0.337	30.618	0.236	21.965	0.254	0.91	20000.0
