MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J
CT>TA	7.830438703028147e-05	1.1220223507561904e-05	0.01768815178180591	5.0193952206483976e-05	0.9627742454409599	4.7444142456926404e-05	1.3581912335132046e-05	0.008568381800338802	0.020141505081052443	0.03931617946451339
CT>TC	0.010215218390933502	3.584081934683092e-05	0.00997571289769248	4.4185198765898995e-05	0.014942374542915781	0.933212250167253	1.4049532928089624e-05	9.5053960068355e-05	0.0004579485654982211	0.020652112618204814
CT>TG	0.0007561839201023031	7.429883451992487e-05	0.0002584918711438178	9.869933439792957e-05	0.00010155271957046352	9.654597565713629e-05	7.172353584987869e-05	0.00011661960679037561	0.0004691814067515283	0.000756740841471521
GC>AA	0.10033437638020327	0.9945804208517075	0.021285453770966425	0.05397692065342033	5.0203648989784324e-05	0.0028262767786573838	3.95531227855141e-05	0.9635288265700365	0.08578437395108578	0.6088496773455563
GC>AG	0.000757891779862023	7.431724143327891e-05	0.0002457952856097734	9.795848473028926e-05	9.870623161987169e-05	9.790960221835121e-05	7.181084137374715e-05	0.00011831478585690149	0.0004689553116257795	0.0007788762871690667
GC>AT	0.000757232238781457	7.40499634471715e-05	0.00024094405734892632	9.78061380112499e-05	0.00010227806866168976	9.634881352099e-05	7.162422718651827e-05	0.00011191379537446017	0.00048057562700453126	0.0007524600024965755
GC>CA	0.0007542105943906447	7.432920626923138e-05	0.00027468806893871545	9.784305285900163e-05	0.00010019585191912483	9.740794041135814e-05	7.203390082351045e-05	0.00012541318506872648	0.0004595643008100958	0.000784003583314258
GC>CG	0.0007576117153343182	7.398171919495681e-05	0.00025434038716781515	9.775196020466245e-05	9.926220915076555e-05	9.686941304607899e-05	7.196342578762907e-05	0.00012088486106003	0.0004750199670399195	0.0007477837666778976
GC>TA	0.0007559829918082436	7.4338980837054e-05	0.00025524722389342003	9.74064969941771e-05	9.857809167442611e-05	9.573425484632025e-05	7.176529025610329e-05	0.00011569726864529506	0.0004677231890890995	0.0007729304953794107
TA>AT	0.0007578457631126073	7.449039300053881e-05	0.00025219759487072225	9.666176840959374e-05	0.00010200079985224875	9.861089091828035e-05	7.170578166995026e-05	0.00011947579983608937	0.00045743358349096234	0.0007877107858784284
TA>CG	0.0007557748353053916	7.457118229121394e-05	0.0002571288164060803	9.785032684721202e-05	0.0001001416727376636	9.489737874901038e-05	7.190582027588592e-05	0.00017018478382960383	0.0004605844026623754	0.0007631394338445937
TA>CT	0.0007556425582176962	7.444663560244012e-05	0.0002364352798829117	9.809072150567415e-05	0.00010030587671280955	9.64177303649194e-05	7.189754465838174e-05	0.00011957350794142455	0.0004645442650460383	0.0007717333026051748
TA>GC	0.0007550079151749535	7.431649418286809e-05	0.000272120057628058	9.78461988749911e-05	0.00010132847408385715	9.690587574368693e-05	7.158993101950128e-05	0.0001084084601357098	0.0004653861389618921	0.0007590278334381442
TA>GG	0.0007574076732179588	7.419215858547282e-05	0.0002561505267841824	9.933833700703329e-05	9.940292831743136e-05	9.789106166863349e-05	7.185631185019893e-05	0.00012757752774328755	0.00046597318913530687	0.0007743754174509527
TA>GT	0.0007559402188316175	7.363038423472996e-05	0.000254111579332843	9.640476170406063e-05	0.00010068552717712009	9.8061803737437e-05	7.161969010292829e-05	0.0001303995690701507	0.00048206647047620017	0.000765431553305268
TC>AA	0.000753234769606861	7.432309792046672e-05	0.00026185222486404316	9.776396134762986e-05	9.798887185752392e-05	9.86818584442517e-05	7.196428876763362e-05	0.00012481445444185307	0.00046742377333041713	0.0007770559942113406
TC>AG	0.0007531694864598198	7.423755214508668e-05	0.00026219660464938955	9.595513013144957e-05	9.725942927616416e-05	9.62474942798508e-05	7.182782859359864e-05	0.00011368458814836899	0.0004733385271101391	0.0007701585062519585
TC>AT	0.0007533608092337871	7.41565073288494e-05	0.000244664606548568	9.769670361320043e-05	9.769333435542648e-05	9.655846144596581e-05	7.19636585227308e-05	0.00011769536163702082	0.00047562036932130846	0.000775675958518835
TC>CA	0.0007556421988252414	7.458848594160442e-05	0.00024029200548604025	9.801297910786521e-05	9.924569867052923e-05	9.859579105068405e-05	7.175652834674494e-05	0.00011666897336687635	0.0004619178193500811	0.0007608819105511479
TC>CG	0.0007542655011545718	7.466160279936414e-05	0.00028296127628983924	9.567524293249998e-05	9.84495676766528e-05	9.805447481085138e-05	7.158471725230796e-05	0.00011069329928825624	0.0004655256241548323	0.0007666080475889096
TC>CT	0.000755393061116042	7.436742081112743e-05	0.0002485612956830607	9.750825080724661e-05	0.00010215102061920333	9.564933151978038e-05	7.188079687506405e-05	0.00012138291383732944	0.00045649150680737564	0.0007946141263107208
TC>GA	0.0007562326965756523	7.42788675621417e-05	0.00025431360260249394	9.697482903924535e-05	9.985755510570015e-05	9.520086154225282e-05	7.181425554355753e-05	0.00012389176025072492	0.00046727581361309493	0.0007593588739445643
TC>GG	0.0007571381108081701	7.370665510891943e-05	0.0002752539747428884	9.583106216698303e-05	0.00010224468009255361	9.901067978717038e-05	7.174933721339257e-05	0.0001076047939100696	0.000489779765488449	0.0007788705968317249
TC>GT	0.0007548172473602838	7.449624975525296e-05	0.0002543567482898368	9.90308907454782e-05	9.851423146756133e-05	9.52402813709341e-05	7.185297788040006e-05	0.00010594581478663923	0.00045862392468524923	0.0007645954094586026
TG>AA	0.0007547345736236505	7.438615074229563e-05	0.00027686330529093085	9.605296477915538e-05	0.00010031634848928662	9.824016675338498e-05	7.196106824302352e-05	0.00013730124293551184	0.000462834358762041	0.0007670283604164074
TG>AC	0.0007583146387694183	7.422941256276299e-05	0.00025127483800741146	9.75142459030896e-05	0.00010346039969590493	9.97404989811912e-05	7.186821455257334e-05	0.00011961112117362592	0.00047183931192843755	0.0007595631961500401
TG>AT	0.0007567198456171815	7.430076442303854e-05	0.00026734984094829885	9.608678972608878e-05	9.697882305772509e-05	9.87608272265561e-05	7.163630388048027e-05	0.00012047537081486364	0.00047061819325676894	0.0007762451990671935
TG>CA	0.0007562271960474107	7.440060070607251e-05	0.00023519087072386923	9.887456038229457e-05	9.880134328341228e-05	9.453438754007948e-05	7.18119094664279e-05	0.00012267719955125702	0.0004573093374309758	0.0007732492910923175
TG>CC	0.000755014748406967	7.408400576743745e-05	0.00026312283288191905	9.74232745642966e-05	0.00010267558845953318	9.710219002954545e-05	7.158044244153861e-05	0.00012751389054026195	0.00045947246188748436	0.000816802055290474
TG>CT	0.0007592021262413226	7.44900086898658e-05	0.0002484143308701192	9.76370514488173e-05	0.00010100104034791002	9.384972022985494e-05	7.169352885839357e-05	0.00014878552323669396	0.00045674621069323966	0.0007670246307984482
TG>GA	0.0007583626490105538	7.474870155625059e-05	0.00025558774035232544	9.753017198521085e-05	9.820908711844822e-05	9.717860134969669e-05	7.17674039967089e-05	0.00011647710685599914	0.0004625874354298313	0.000763185613392479
TG>GC	0.0007564342873625876	7.421942076762994e-05	0.0002593967307488043	9.704280726140137e-05	0.00010009210212956532	9.588560337761009e-05	7.188913462033599e-05	0.00011712746386752952	0.0004640286719839715	0.0007601897174456696
TG>GT	0.0007547300415043587	7.455689344090274e-05	0.0002564007092072984	9.803541129782218e-05	0.00010128502355655656	9.577878688105557e-05	7.174535886283272e-05	0.00011950625377997147	0.0004620412927043002	0.0007740416234079708
TT>AA	0.0007552667295606233	7.419884812177908e-05	0.0002421477462731758	9.584926149814162e-05	0.00010011711063270923	9.783899450667377e-05	7.193976269841127e-05	0.00011335623878187946	0.0004767339995159408	0.000780609522027849
TT>AC	0.0007570753239801243	7.454629009212109e-05	0.00026602646501630025	9.608393539618535e-05	9.853570842096815e-05	9.452472405428124e-05	7.191856339950217e-05	0.0001263321554202726	0.0004631504438941868	0.0007665130952738729
TT>AG	0.0007554687257021517	7.44345007000041e-05	0.00025879306726171334	9.76618333030627e-05	9.855360021902016e-05	9.642747413295183e-05	7.164079779940271e-05	0.00011204743338327907	0.00045682049480211197	0.0007682744038270148
TT>CA	0.0007552763687710975	7.438465049164575e-05	0.0002589896339481612	9.762020966452995e-05	9.92275714452262e-05	9.72829826787347e-05	7.183912316837088e-05	0.0001282190272901867	0.0004718921582172285	0.000772550776081733
TT>CC	0.0007550347516033101	7.433982236350318e-05	0.00028507640364061615	9.647645351849936e-05	9.746740961418255e-05	9.790957440600323e-05	7.175318370608245e-05	0.00011866904567322562	0.0004710011159661838	0.0007598189614506898
TT>CG	0.0007550315470030777	7.454394840307551e-05	0.00026045024338102965	9.776371464047491e-05	0.00010102072965310072	9.71341888725874e-05	7.180148476114165e-05	0.00011721647802101838	0.0004693644507714087	0.000757216588422905
TT>GA	0.0007589253903357912	7.405700011143376e-05	0.00024408818750845996	9.77203129058626e-05	0.00010175969317060662	9.73985308655756e-05	7.171417835655409e-05	0.00010985746705630489	0.0004791756389908392	0.0007692106479590934
TT>GC	0.0007574525241217234	7.435143215422233e-05	0.00025157925082766044	9.733433460747038e-05	0.0001017468346253736	9.784663213395106e-05	7.180787373497094e-05	0.00011164066711808936	0.00046838609773553044	0.0007658856094608286
TT>GG	0.0007566157792873013	7.431860595833146e-05	0.0002671598706093192	9.914459521731565e-05	0.00010280391652486287	9.639477234486548e-05	7.171362551236022e-05	0.00013461979094706278	0.00046900962370070143	0.0007713035137258132
