NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	5.312	59.055	2.136	46.283	0.422	0.844	20000.0
2	6.12	68.095	2.371	48.055	0.51	0.829	20000.0
3	5.459	61.037	2.344	44.971	0.492	0.847	30000.0
4	6.085	69.706	2.324	48.684	0.531	0.829	30000.0
5	6.243	70.037	2.45	49.372	0.519	0.81	20000.0
6	5.643	63.755	2.202	45.369	0.49	0.85	20000.0
7	6.878	74.6	2.541	52.183	0.565	0.784	40000.0
8	5.636	64.148	2.211	48.477	0.469	0.831	50000.0
9	7.488	75.468	2.735	54.144	0.58	0.789	30000.0
10	6.023	68.871	2.276	50.191	0.545	0.807	50000.0
11	5.677	64.132	2.264	46.342	0.472	0.841	20000.0
12	6.212	66.083	2.403	49.161	0.515	0.826	30000.0
13	5.442	64.97	2.065	44.481	0.508	0.85	60000.0
14	6.312	64.949	2.383	47.704	0.482	0.847	30000.0
15	5.997	66.919	2.348	50.285	0.534	0.804	20000.0
16	5.798	63.208	2.363	47.859	0.509	0.819	40000.0
17	6.276	65.725	2.363	50.447	0.504	0.815	30000.0
18	6.389	69.419	2.388	50.489	0.569	0.791	30000.0
19	5.336	62.047	2.203	47.885	0.432	0.839	20000.0
20	6.046	64.024	2.285	45.636	0.51	0.842	20000.0
21	6.791	64.026	2.518	46.158	0.476	0.856	20000.0
22	6.362	69.485	2.225	48.586	0.542	0.822	40000.0
23	6.263	71.643	2.507	50.57	0.536	0.82	30000.0
24	6.509	71.126	2.54	51.448	0.569	0.818	20000.0
25	6.638	70.318	2.413	50.319	0.538	0.812	30000.0
26	5.818	67.899	2.248	48.029	0.552	0.818	20000.0
27	6.721	66.264	2.549	47.815	0.509	0.837	20000.0
28	5.787	66.23	2.299	47.915	0.55	0.823	40000.0
29	6.497	71.706	2.487	51.175	0.551	0.814	40000.0
30	4.736	54.382	1.931	39.65	0.418	0.876	20000.0
31	5.837	60.073	2.195	42.461	0.449	0.877	30000.0
32	6.089	69.051	2.199	46.294	0.556	0.823	30000.0
33	6.947	78.692	2.71	55.526	0.584	0.792	30000.0
34	6.846	65.37	2.559	48.675	0.452	0.851	30000.0
35	6.08	64.345	2.295	46.762	0.439	0.852	20000.0
36	6.58	68.162	2.557	52.959	0.483	0.82	20000.0
37	6.55	68.391	2.434	49.35	0.497	0.832	20000.0
38	6.566	62.952	2.461	45.8	0.463	0.863	20000.0
39	6.215	71.508	2.405	51.177	0.566	0.807	40000.0
40	5.733	52.152	2.17	39.282	0.331	0.901	20000.0
41	7.241	66.09	2.733	51.528	0.471	0.833	20000.0
42	6.9	74.958	2.501	52.08	0.666	0.768	20000.0
43	6.158	71.26	2.237	50.64	0.594	0.8	30000.0
44	5.93	63.011	2.256	45.423	0.459	0.87	20000.0
45	6.618	70.775	2.51	50.817	0.551	0.802	20000.0
46	6.531	62.408	2.448	47.162	0.442	0.854	20000.0
47	4.628	55.965	1.818	40.977	0.441	0.864	20000.0
48	8.391	81.291	3.043	57.912	0.637	0.774	20000.0
49	4.842	60.862	1.881	43.387	0.485	0.833	80000.0
50	7.233	69.176	2.539	49.737	0.51	0.834	20000.0
51	6.252	67.045	2.461	48.966	0.506	0.825	30000.0
52	6.422	71.052	2.471	52.003	0.503	0.814	30000.0
53	5.022	65.666	2.015	46.16	0.545	0.81	20000.0
54	6.051	67.511	2.37	47.268	0.531	0.833	30000.0
55	5.933	66.599	2.276	46.832	0.536	0.836	20000.0
56	6.186	70.519	2.441	50.22	0.544	0.824	30000.0
57	7.259	74.088	2.717	52.693	0.552	0.822	30000.0
58	5.757	62.987	2.165	43.351	0.491	0.844	20000.0
59	5.665	63.73	2.148	44.975	0.504	0.841	30000.0
60	6.035	68.197	2.293	49.86	0.517	0.824	70000.0
61	6.896	71.002	2.641	51.079	0.534	0.802	30000.0
62	6.154	69.39	2.365	48.946	0.611	0.795	20000.0
63	6.338	73.49	2.483	52.189	0.602	0.782	90000.0
64	6.523	72.09	2.452	52.004	0.556	0.799	40000.0
65	6.844	74.197	2.606	53.573	0.561	0.794	100000.0
66	5.043	57.622	2.009	42.148	0.391	0.868	30000.0
67	6.73	67.213	2.515	51.004	0.495	0.835	20000.0
68	5.643	67.755	2.191	49.049	0.554	0.827	20000.0
69	6.331	66.659	2.31	49.206	0.527	0.825	30000.0
70	6.555	65.348	2.425	48.277	0.472	0.833	30000.0
71	6.227	69.584	2.356	49.156	0.525	0.838	30000.0
