Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	672	0.97	169.228	25.183%	28.828	24.342%	0.07615	0.955
TCGA_38_4626_01A	269	0.929	120.044	44.626%	17.396	37.148%	0.22229	0.891
TCGA_38_4627_01A	28	0.672	32.592	116.4%	5.451	74.179%	1.06002	0.595
TCGA_38_4631_01A	849	0.978	197.234	23.231%	27.617	20.669%	0.05922	0.962
TCGA_38_7271_01A	64	0.859	50.425	78.789%	7.446	52.132%	0.56328	0.822
TCGA_44_2655_01A	182	0.932	85.896	47.196%	12.264	36.646%	0.2529	0.901
TCGA_44_2657_01A	465	0.967	140.573	30.231%	19.544	25.731%	0.10441	0.945
TCGA_44_2659_01A	463	0.972	138.365	29.884%	18.308	23.382%	0.11829	0.956
TCGA_44_3396_01A	219	0.936	95.862	43.773%	15.14	35.209%	0.21601	0.911
TCGA_44_3917_01A	254	0.903	121.578	47.865%	17.714	43.243%	0.2336	0.835
TCGA_44_3918_01A	1087	0.985	218.127	20.067%	32.121	17.19%	0.04935	0.977
TCGA_44_4112_01A	508	0.959	160.043	31.505%	23.026	28.395%	0.10272	0.929
TCGA_44_5644_01A	1044	0.983	208.688	19.989%	29.148	18.252%	0.04946	0.97
TCGA_44_6145_01A	346	0.931	149.515	43.212%	23.178	36.547%	0.19354	0.898
TCGA_44_6147_01A	130	0.886	73.888	56.837%	10.561	46.313%	0.37875	0.822
TCGA_44_6774_01A	326	0.944	114.018	34.975%	18.386	33.314%	0.13435	0.911
TCGA_44_6775_01A	72	0.741	57.044	79.228%	7.976	67.41%	0.57968	0.523
TCGA_44_6776_01A	215	0.919	101.839	47.367%	14.562	39.501%	0.20508	0.873
TCGA_44_6779_01A	107	0.846	75.107	70.193%	10.16	53.474%	0.46676	0.761
TCGA_44_7661_01A	289	0.926	112.682	38.99%	16.575	37.7%	0.16173	0.861
TCGA_44_7667_01A	539	0.961	151.848	28.172%	21.881	27.64%	0.10351	0.923
TCGA_44_7670_01A	1231	0.981	263.513	21.406%	38.491	19.267%	0.04628	0.969
TCGA_44_7672_01A	188	0.918	86.164	45.832%	11.86	39.755%	0.24255	0.856
TCGA_44_8117_01A	867	0.99	144.549	16.672%	20.352	14.345%	0.0406	0.983
TCGA_44_A47G_01A	84	0.825	57.626	68.602%	7.711	56.54%	0.48533	0.687
TCGA_44_A4SU_01A	171	0.889	82.123	48.025%	12.223	45.969%	0.28388	0.796
TCGA_49_4487_01A	388	0.954	131.344	33.852%	17.529	29.992%	0.14175	0.913
TCGA_49_4488_01A	316	0.96	101.296	32.056%	14.556	28.086%	0.12676	0.934
TCGA_49_4490_01A	54	0.838	43.2	80.0%	6.319	54.588%	0.63806	0.785
TCGA_49_4505_01A	245	0.929	106.656	43.533%	14.614	37.252%	0.19623	0.88
TCGA_49_4506_01A	121	0.827	79.16	65.421%	11.077	56.308%	0.40769	0.692
TCGA_49_4507_01A	230	0.922	102.818	44.703%	13.823	38.85%	0.22853	0.857
TCGA_49_6744_01A	240	0.946	96.717	40.299%	12.827	32.602%	0.18758	0.91
TCGA_49_6761_01A	205	0.925	104.61	51.029%	15.215	38.559%	0.25509	0.897
TCGA_49_6767_01A	536	0.967	150.693	28.114%	20.995	25.642%	0.10013	0.939
TCGA_50_5051_01A	120	0.858	72.815	60.679%	10.217	51.604%	0.42335	0.76
TCGA_50_5941_01A	420	0.957	136.169	32.421%	18.068	29.552%	0.11513	0.917
TCGA_50_5942_01A	65	0.799	48.017	73.872%	6.11	60.204%	0.52579	0.607
