NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	109.171	46.156	16.812	38.031	0.275	0.846	40000.0
2	113.779	48.412	17.442	39.627	0.304	0.821	60000.0
3	105.45	47.698	16.497	38.353	0.306	0.831	40000.0
4	115.779	48.958	17.994	39.194	0.316	0.824	30000.0
5	111.011	45.008	17.641	38.307	0.271	0.842	40000.0
6	107.563	45.174	16.844	37.266	0.274	0.847	60000.0
7	111.849	45.76	17.762	38.451	0.271	0.839	40000.0
8	110.338	47.131	17.101	38.348	0.288	0.836	60000.0
9	111.519	47.379	17.27	38.544	0.29	0.836	20000.0
10	113.157	46.983	17.833	38.534	0.287	0.833	30000.0
11	110.535	45.335	17.153	37.641	0.27	0.85	50000.0
12	106.411	46.357	16.452	37.658	0.283	0.846	20000.0
13	108.049	46.689	16.582	37.94	0.291	0.834	30000.0
14	115.372	46.551	17.712	38.553	0.284	0.847	40000.0
15	103.68	44.44	15.895	36.795	0.265	0.849	40000.0
16	108.106	44.739	16.841	36.439	0.275	0.854	30000.0
17	111.761	46.806	17.756	39.025	0.296	0.829	40000.0
18	113.617	44.741	18.183	37.845	0.265	0.849	30000.0
19	110.748	46.208	17.612	38.719	0.282	0.836	30000.0
20	108.029	45.012	16.818	37.955	0.265	0.846	40000.0
21	104.384	45.079	15.847	36.398	0.285	0.844	30000.0
22	112.21	46.2	17.438	38.878	0.286	0.831	30000.0
23	109.775	46.118	17.484	38.253	0.273	0.845	60000.0
24	111.21	49.009	17.356	39.825	0.315	0.814	40000.0
25	110.276	46.338	17.463	38.12	0.302	0.833	30000.0
26	111.65	44.489	17.686	38.068	0.25	0.848	30000.0
27	107.802	45.466	16.781	38.128	0.277	0.839	30000.0
28	103.343	45.424	16.094	37.691	0.276	0.843	30000.0
29	112.397	46.893	17.802	38.099	0.285	0.843	50000.0
30	105.631	46.573	16.228	37.497	0.294	0.84	40000.0
31	113.791	46.406	18.303	39.265	0.281	0.837	40000.0
32	110.925	46.124	17.038	37.821	0.279	0.84	40000.0
33	114.011	47.063	17.947	39.425	0.295	0.834	50000.0
34	106.425	46.775	16.397	38.809	0.291	0.831	20000.0
35	111.422	46.31	17.682	38.445	0.275	0.844	60000.0
36	108.545	45.365	16.626	36.662	0.277	0.852	20000.0
37	111.525	46.306	17.214	38.283	0.281	0.834	30000.0
38	107.061	45.879	16.555	37.121	0.285	0.85	40000.0
39	107.129	46.73	16.592	38.63	0.291	0.826	30000.0
40	112.056	49.035	17.079	39.234	0.304	0.824	20000.0
41	111.799	47.271	17.132	38.413	0.292	0.838	50000.0
42	107.988	45.077	16.473	36.766	0.277	0.855	40000.0
43	108.504	45.53	16.974	37.698	0.268	0.847	30000.0
44	106.645	48.143	16.419	39.176	0.304	0.822	50000.0
45	108.448	46.662	16.957	38.595	0.292	0.829	40000.0
46	111.787	46.847	17.143	38.369	0.299	0.829	40000.0
47	111.388	46.224	17.449	38.352	0.275	0.839	20000.0
48	109.329	46.973	17.372	38.545	0.286	0.839	40000.0
49	105.033	45.977	15.971	37.218	0.285	0.842	40000.0
50	105.861	46.733	16.436	37.92	0.295	0.834	30000.0
51	103.486	45.826	16.169	38.33	0.285	0.837	30000.0
52	102.482	44.213	16.003	37.185	0.27	0.841	30000.0
53	107.532	45.578	16.859	38.021	0.284	0.837	60000.0
54	107.187	46.381	16.554	37.808	0.294	0.834	20000.0
55	113.9	47.333	17.732	39.27	0.301	0.825	70000.0
56	117.034	48.045	18.005	38.932	0.292	0.839	40000.0
57	112.656	47.62	17.479	39.093	0.29	0.828	30000.0
58	109.19	47.523	16.767	38.025	0.312	0.828	30000.0
59	107.794	46.59	16.46	37.741	0.298	0.829	50000.0
60	109.499	44.528	17.337	37.2	0.265	0.849	70000.0
61	111.442	48.186	17.815	40.125	0.308	0.818	30000.0
62	113.47	44.917	17.635	38.015	0.261	0.847	50000.0
63	111.065	45.523	17.205	37.387	0.264	0.849	40000.0
64	108.925	47.09	16.995	39.009	0.302	0.821	40000.0
65	113.026	46.352	17.328	39.071	0.277	0.84	50000.0
66	107.607	45.418	16.305	37.013	0.277	0.845	50000.0
67	110.08	47.668	17.011	38.318	0.301	0.831	60000.0
68	101.072	45.789	16.08	37.317	0.283	0.842	30000.0
69	114.356	46.305	18.838	39.174	0.276	0.836	40000.0
70	107.431	45.789	16.962	37.706	0.28	0.841	30000.0
71	107.342	46.104	16.608	37.979	0.279	0.843	20000.0
72	114.503	48.755	18.052	39.953	0.308	0.816	40000.0
73	106.604	44.668	16.259	36.789	0.266	0.853	20000.0
74	110.722	46.379	17.373	38.656	0.289	0.831	50000.0
75	117.398	45.9	18.46	38.492	0.269	0.846	50000.0
76	106.179	46.346	16.285	37.505	0.306	0.83	30000.0
77	107.948	44.822	16.9	36.732	0.262	0.858	20000.0
78	105.982	44.973	16.421	37.047	0.26	0.852	30000.0
79	109.948	47.044	17.16	38.372	0.298	0.836	30000.0
80	110.636	46.864	17.23	38.501	0.281	0.839	30000.0
81	113.138	46.29	17.694	37.953	0.282	0.844	30000.0
82	110.713	46.43	17.058	38.052	0.286	0.84	40000.0
83	106.763	46.498	16.666	37.946	0.294	0.844	80000.0
84	107.317	46.39	16.434	37.127	0.284	0.845	20000.0
85	114.812	47.456	18.196	39.537	0.296	0.83	30000.0
86	112.64	44.883	18.182	38.582	0.268	0.845	50000.0
87	107.278	45.885	16.459	37.073	0.284	0.845	30000.0
88	106.943	46.798	16.675	38.691	0.294	0.831	40000.0
89	112.784	47.825	17.302	38.513	0.294	0.834	40000.0
90	107.918	46.144	16.577	37.598	0.287	0.84	40000.0
91	107.016	45.28	16.472	36.869	0.275	0.85	30000.0
92	99.27	44.956	15.415	37.238	0.273	0.844	40000.0
93	108.941	44.642	16.961	37.109	0.266	0.849	30000.0
94	108.176	45.174	17.211	37.532	0.273	0.848	30000.0
95	111.064	45.252	17.324	36.949	0.261	0.859	30000.0
96	112.363	46.026	17.393	38.395	0.278	0.833	70000.0
