MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
1:Del:C:1	0.008069899424695605	0.03197830167497782	0.5011279436084192	0.01571811370518421	0.029183845899613856	0.014497479247224969	0.009272312116749677	0.01617012147065502
1:Del:C:2	1.8835910619520768e-06	6.194788588687893e-06	0.009161357654231397	0.04490992040504727	0.013343710545141963	0.20658881327475087	0.006963515026802029	0.06190574174721167
1:Del:C:3	0.0005392586407259051	0.009736781543750437	0.021403555159207464	0.03419991376961349	0.011371185356041343	0.031192480184218736	0.02261053689199393	0.028651575355483905
1:Del:C:4	1.9767797903202933e-06	0.0018451295800917932	0.014187037143556154	0.006709300958010545	0.023420601122364423	0.0047283012361367584	0.0038847774433287442	0.007233636473745264
1:Del:C:5	1.7905858154421139e-06	0.0016357998490730097	0.012317818609644746	0.0038259556272616634	0.020599824334016147	0.00344456267514488	0.0023149216529776595	0.005946742355156402
1:Del:T:0	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
1:Del:T:1	0.018257216784881874	0.011753359306673936	0.0020830395158489712	0.05007915711079658	0.011217772815658514	0.01483709350806768	0.2163189643740924	0.021834559617241744
1:Del:T:2	1.376525134487716e-06	0.0017647241337809304	0.0035029900719251456	0.01991410832570516	0.005324683525354325	0.03913571761788735	0.019949835038784832	0.021794794002769503
1:Del:T:3	0.0030257128265766564	0.016727117131542856	0.02508555881728867	0.027276505744078552	0.01479335328208807	0.029661176044360645	0.02664346429696758	0.045004524879223025
1:Del:T:4	1.433238384702662e-06	0.0024119446335019745	0.005925471533829628	0.009527759591119556	0.015747289101414028	0.008153695424251256	0.05219737847643522	0.022719931706657412
1:Del:T:5	2.0133885209716594e-06	0.001624901229550341	0.0012631468061181294	0.006430668371087336	0.0013442867491673383	0.01971129339709705	0.00445048578330983	0.017028699318341296
1:Ins:C:0	0.016106652096631827	2.2088911928221934e-05	1.7066767154574335e-05	0.0005307438580202017	0.004092191398351588	2.074484440981905e-05	0.0007384875722345896	0.00024393906691329902
1:Ins:C:1	0.005553708115653355	0.03563591584754028	0.013056981819388582	0.013437784023806855	0.021426542229057818	0.02627598680826737	0.16048827880985997	0.016890678014288615
1:Ins:C:2	0.008539968372207057	0.0005473131796577491	0.002154398450627468	0.005820431747044949	0.00406355935502603	0.022876489380111026	0.005001884125119318	0.012423665066209857
1:Ins:C:3	2.1333656792688062e-06	0.0010047558975338688	0.005178484521300106	0.010648894853860611	0.005566500265440766	0.018235322657068308	0.006287944682631155	0.005526952326649734
1:Ins:C:4	1.0909652307944384e-06	0.02210706273390315	0.005251721747152942	0.012059386153604522	0.016838575879597643	0.019605938172241134	0.016156948774343788	0.008428194981728438
1:Ins:C:5	2.0244022547055708e-06	1.9109867275901756e-05	0.003411546294087202	0.0011294581156846561	0.00636177801874041	0.024897458383970842	0.00922153752234408	0.005779912354303179
1:Ins:T:0	0.0223155094282707	0.008201298239967514	0.017838464729018257	0.01939571915378174	0.12699930187079644	0.014050446179288967	0.019772064633244213	0.014577570013146864
1:Ins:T:1	0.006210626260239183	0.007161425182437734	0.04610807202173087	0.035090086768619154	0.01787300935200747	0.02992790465558258	0.006701922902814524	0.28559947288327064
1:Ins:T:2	1.2280816583754017e-06	0.010153515694182715	0.03561515281475439	0.010507602822210914	0.011961264628859047	0.04609341809126535	0.01873835790314763	0.02202260064409984
1:Ins:T:3	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
1:Ins:T:4	9.181498706869461e-05	0.003846508095821264	0.006960656351291164	0.01251524659531242	0.00540998787759463	0.007530478683847832	0.005141274687109672	0.0021202480306999403
1:Ins:T:5	1.5894765471644114e-06	0.015522356778310566	0.04336212794795788	0.012076417307101213	0.032239131059951215	0.03143535311734219	0.04346583109907147	0.1670296130499579
2:Del:R:0	0.006079066955411481	0.00549517770105398	0.014708098171774257	0.014788876661581508	0.031165139660956243	0.02596156289602084	0.01488284953211487	0.014752927255168958
2:Del:R:1	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
2:Del:R:2	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
2:Del:R:3	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
2:Del:R:4	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
2:Del:R:5	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
3:Del:R:0	1.4993059692613996e-06	0.002265055698297971	0.004557696649742695	0.017411151684297906	0.014046863094380704	0.039619136478382444	0.01923936735793873	0.01965508898318531
3:Del:R:1	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
3:Del:R:2	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
3:Del:R:3	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
3:Del:R:4	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
3:Del:R:5	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
4:Del:R:0	2.2784218660465427e-06	0.001953774880249739	0.0021998017412033733	0.005870467088240616	0.004917500321206152	0.012973752597501971	0.010178131265013803	0.0084830286242709
4:Del:R:1	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
4:Del:R:2	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
4:Del:R:3	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
4:Del:R:4	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
4:Del:R:5	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
5:Del:R:0	0.036228050372464154	0.7158975484967232	0.04782808854735663	0.015216067899688736	0.02290967634335954	0.003784757480085707	0.032478140847112216	0.010304969499838995
5:Del:R:1	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
5:Del:R:2	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
5:Del:R:3	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
5:Del:R:4	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
5:Del:R:5	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
2:Ins:R:0	0.071436237754369	0.002063746702132505	0.008262154433316482	0.0047119594307809595	0.3056584725105927	0.008173824564075489	0.016912033925479665	0.01258381720024496
2:Ins:R:1	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
2:Ins:R:2	3.25458665884959e-06	2.4580644530942664e-05	1.8869474060920766e-05	2.5140609792515534e-05	2.0302658361970317e-05	2.4258224711957155e-05	2.5981681965276948e-05	2.5539379962538077e-05
2:Ins:R:3	2.603623988927106e-06	0.00910939613305345	0.000984573439640144	0.005013784854075425	0.005845266997868066	0.00984856116201172	0.028156039964764547	0.0030018148984004255
