NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.837	93.865	9.228	65.454	0.796	0.665	30000.0
2	49.483	94.242	9.307	66.203	0.783	0.667	20000.0
3	48.672	94.526	9.071	66.129	0.791	0.65	20000.0
4	49.548	91.694	9.089	63.987	0.758	0.689	30000.0
5	48.796	92.513	8.907	65.348	0.782	0.663	20000.0
6	49.87	93.286	9.478	66.025	0.754	0.673	20000.0
7	47.893	89.132	8.937	63.454	0.736	0.697	40000.0
8	48.085	90.192	8.881	63.133	0.756	0.706	40000.0
9	46.693	89.323	8.719	63.11	0.74	0.694	20000.0
10	47.066	90.1	8.723	62.277	0.76	0.704	20000.0
11	50.085	92.941	9.361	66.248	0.755	0.671	20000.0
12	47.46	90.407	8.825	63.943	0.78	0.682	40000.0
13	50.093	94.523	9.431	66.827	0.824	0.655	30000.0
14	49.043	90.188	8.889	64.442	0.749	0.685	30000.0
15	50.838	94.082	9.412	66.706	0.766	0.664	30000.0
16	47.578	91.196	8.877	63.824	0.772	0.685	30000.0
17	47.726	89.932	8.609	61.574	0.729	0.714	30000.0
18	48.494	91.358	8.858	64.823	0.766	0.678	50000.0
19	47.886	91.766	9.069	63.934	0.804	0.687	20000.0
20	47.35	90.182	8.791	64.113	0.75	0.678	30000.0
21	48.923	90.594	9.101	65.696	0.746	0.667	20000.0
22	48.168	92.722	8.849	64.582	0.774	0.679	20000.0
23	50.008	93.591	9.414	65.954	0.799	0.666	20000.0
24	48.265	91.137	9.062	63.98	0.766	0.697	30000.0
25	49.877	91.697	8.969	64.079	0.749	0.684	30000.0
26	48.963	92.099	9.147	64.63	0.769	0.685	40000.0
27	47.126	88.695	8.76	62.443	0.733	0.71	20000.0
28	47.632	91.325	8.627	63.048	0.758	0.692	30000.0
29	47.981	90.156	9.035	63.864	0.745	0.691	30000.0
30	50.321	92.51	9.368	65.742	0.782	0.676	30000.0
31	48.778	91.925	9.105	65.674	0.769	0.664	30000.0
32	50.88	94.817	9.309	66.324	0.785	0.667	20000.0
33	49.42	91.182	9.33	64.513	0.744	0.696	20000.0
34	48.211	90.976	8.838	63.082	0.748	0.7	40000.0
35	51.313	94.407	9.419	65.136	0.795	0.685	20000.0
36	47.739	90.22	8.818	63.33	0.749	0.697	20000.0
37	48.851	91.298	8.922	64.246	0.766	0.69	20000.0
38	47.012	90.06	8.507	63.147	0.746	0.687	30000.0
39	49.358	93.498	9.139	65.032	0.789	0.679	20000.0
40	46.908	89.946	8.492	62.312	0.742	0.703	20000.0
41	48.979	91.007	9.291	64.926	0.743	0.688	30000.0
42	49.691	92.266	9.035	65.105	0.76	0.674	30000.0
43	49.214	91.137	9.223	65.267	0.74	0.672	30000.0
44	50.774	93.815	9.44	65.5	0.783	0.677	30000.0
45	49.575	93.032	9.154	65.341	0.784	0.661	40000.0
46	48.03	92.009	8.898	64.972	0.767	0.676	40000.0
47	48.479	88.329	8.985	63.088	0.714	0.716	30000.0
48	49.146	91.88	9.087	64.806	0.741	0.679	20000.0
49	49.501	95.143	9.12	65.072	0.826	0.667	20000.0
50	49.598	92.245	9.296	65.0	0.744	0.69	20000.0
51	49.521	91.134	9.101	64.351	0.751	0.684	80000.0
52	48.13	90.931	9.114	64.072	0.746	0.691	30000.0
53	47.929	90.279	8.838	63.495	0.725	0.7	50000.0
54	48.62	91.925	8.89	63.626	0.756	0.699	30000.0
55	48.099	91.875	8.772	63.86	0.787	0.68	50000.0
56	47.713	90.737	8.798	63.351	0.738	0.702	40000.0
57	49.562	93.198	9.199	65.091	0.766	0.682	30000.0
58	49.275	92.285	9.296	64.661	0.789	0.686	50000.0
59	49.335	93.02	9.204	65.442	0.769	0.667	30000.0
60	50.85	96.47	9.342	67.536	0.824	0.641	30000.0
61	49.397	93.433	9.126	64.796	0.776	0.682	30000.0
62	47.931	91.479	8.735	63.905	0.777	0.681	30000.0
63	48.658	92.849	9.128	65.249	0.765	0.679	20000.0
64	48.36	92.114	8.949	64.809	0.767	0.676	30000.0
65	50.621	93.334	9.305	65.319	0.765	0.682	30000.0
66	48.57	91.122	8.995	63.127	0.751	0.705	40000.0
67	50.165	92.048	9.359	64.782	0.766	0.686	30000.0
68	48.849	91.642	9.053	64.242	0.753	0.682	30000.0
69	48.142	88.648	8.917	62.307	0.719	0.718	30000.0
70	48.231	92.863	8.782	64.01	0.795	0.681	30000.0
71	49.219	92.148	9.228	65.106	0.758	0.681	30000.0
72	49.008	91.263	9.112	63.888	0.765	0.691	20000.0
73	47.496	90.988	8.729	64.032	0.775	0.678	30000.0
74	48.54	93.309	8.903	64.876	0.784	0.672	20000.0
75	49.434	92.122	9.327	65.239	0.753	0.681	30000.0
76	48.669	92.557	8.904	64.919	0.789	0.674	20000.0
77	49.32	90.692	9.306	64.632	0.758	0.684	30000.0
78	46.775	90.108	8.816	64.017	0.779	0.675	40000.0
79	49.368	93.762	9.093	64.964	0.786	0.677	20000.0
80	48.915	93.835	8.98	64.526	0.778	0.676	20000.0
81	48.979	91.756	9.092	65.651	0.76	0.665	20000.0
82	48.907	93.141	9.217	64.554	0.77	0.686	20000.0
83	48.782	90.98	9.056	65.001	0.754	0.678	20000.0
84	48.775	91.122	8.93	63.494	0.765	0.691	20000.0
85	50.22	90.565	9.598	64.425	0.731	0.698	30000.0
86	49.504	90.278	9.29	64.993	0.732	0.686	30000.0
87	49.404	93.923	9.023	65.43	0.78	0.669	20000.0
88	48.788	91.418	9.203	64.833	0.778	0.677	20000.0
89	50.013	93.79	9.119	65.784	0.777	0.669	30000.0
90	48.605	90.276	8.908	62.958	0.75	0.705	50000.0
91	48.125	88.694	9.047	63.724	0.712	0.695	50000.0
92	48.598	93.408	8.804	64.203	0.78	0.682	30000.0
93	49.015	93.4	9.558	66.031	0.79	0.679	40000.0
94	47.85	89.466	8.769	63.448	0.716	0.695	20000.0
95	48.055	90.294	9.245	63.988	0.744	0.699	20000.0
96	49.203	92.017	9.295	65.254	0.76	0.684	40000.0
97	49.516	91.774	9.312	65.202	0.751	0.681	40000.0
98	48.757	92.492	9.311	65.394	0.767	0.683	20000.0
99	48.914	91.322	9.056	63.975	0.755	0.693	20000.0
100	48.123	92.317	8.868	64.481	0.769	0.679	20000.0
