MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
1:Del:C:1	0.00960497226273923	0.06569535903184885	0.3041912253772011	0.014316870968846356	0.02431471538175131
1:Del:C:2	4.674240322457147e-07	0.006851721492989563	0.01829991286850689	0.15906952910274413	0.03750646769443767
1:Del:C:3	0.0005947144223700463	0.013135336733773784	0.012107163407522525	0.039048464696152224	0.025213255993906357
1:Del:C:4	1.4004114188992389e-06	0.0022025892912006383	0.01944189220734188	0.006707087569020586	0.008630907183187446
1:Del:C:5	1.5992799333730545e-06	0.0018803142999581724	0.018835426802488654	0.003144975930867986	0.005717532249943816
1:Del:T:0	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
1:Del:T:1	0.021973065799263603	0.025042701414344535	0.01727409802526415	0.05629085295917168	0.0975665895837673
1:Del:T:2	7.926509232891732e-07	0.00457024299267971	0.008517451084857157	0.027738038655948004	0.021591476580890685
1:Del:T:3	0.00010826076867026306	0.01814535102944774	0.023877940048653273	0.03190387059905686	0.03837042979782154
1:Del:T:4	0.0005096041778997318	0.01179332029660193	0.012528455127629172	0.02235943385782775	0.021711172847736222
1:Del:T:5	1.471473358272135e-06	0.003612629371297089	0.004967174230482669	0.0139200315465132	0.008622301584491652
1:Ins:C:0	0.018261001928387942	2.111915130626585e-05	1.8470080358383712e-05	2.1773741882498142e-05	0.0003105521906036302
1:Ins:C:1	0.00970895923241554	0.04108936277984131	0.027086614084008552	0.04571817107594996	0.035544733573463064
1:Ins:C:2	0.010116467371721569	0.002965828218908371	0.0061483622473599555	0.011086353547545969	0.00959404552430442
1:Ins:C:3	0.00042978230603096356	0.0038165682157250557	0.0049027369532495865	0.012418108713022775	0.008141944481644714
1:Ins:C:4	0.0006191990718442141	0.020089179088176933	0.013076779949126377	0.014804457310162888	0.005699746430525465
1:Ins:C:5	1.677918819353863e-06	0.001956479675961873	0.005854240973853848	0.01222832555140485	0.008309724414339144
1:Ins:T:0	0.022242780456171545	0.019721636910988872	0.041362352966910404	0.021606379752735938	0.025277913877553716
1:Ins:T:1	0.008257964672606444	0.013791527422326828	0.08621969597105411	0.08168397530033172	0.08075676333310185
1:Ins:T:2	6.084677896422974e-07	0.01674639103498924	0.02423314188560247	0.021937829470365388	0.021295344599487294
1:Ins:T:3	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
1:Ins:T:4	0.0001792524645134108	0.004340560000637197	0.003332173598259942	0.011076864864321578	0.0074579313822914625
1:Ins:T:5	3.71960379127794e-07	0.030905911778514573	0.05715075578986382	0.09582840565888162	0.029207896798001995
2:Del:R:0	0.0076576547031866225	0.013909672629793021	0.017503356553944797	0.014866733436151662	0.010380939585366495
2:Del:R:1	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
2:Del:R:2	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
2:Del:R:3	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
2:Del:R:4	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
2:Del:R:5	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
3:Del:R:0	9.031417496796479e-07	0.0040576499504209095	0.013232418857881267	0.02557290910005122	0.022866566023544407
3:Del:R:1	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
3:Del:R:2	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
3:Del:R:3	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
3:Del:R:4	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
3:Del:R:5	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
4:Del:R:0	0.00018581865391581687	0.0024748184135069094	0.005668771978112091	0.010276606877996529	0.007203704913181354
4:Del:R:1	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
4:Del:R:2	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
4:Del:R:3	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
4:Del:R:4	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
4:Del:R:5	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
5:Del:R:0	0.045794802657110265	0.5185603341460228	0.038284116703905705	0.003834628713689366	0.01899734441633072
5:Del:R:1	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
5:Del:R:2	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
5:Del:R:3	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
5:Del:R:4	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
5:Del:R:5	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
2:Ins:R:0	0.11183970768830477	0.010686369910518865	0.03949467062802796	0.019784178363551064	0.020256520540755017
2:Ins:R:1	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
2:Ins:R:2	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
2:Ins:R:3	1.4871893876566844e-06	0.01306638020200353	0.0034048411601429506	0.007949499966621261	0.006106299089747153
2:Ins:R:4	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
2:Ins:R:5	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
3:Ins:R:0	0.0554698131333862	1.867187545030902e-05	1.6652335280014085e-05	1.9417215526118525e-05	0.0011843148450134322
3:Ins:R:1	0.0002468725035908115	0.012862360085855472	0.010029725246852195	0.006204099585474978	0.0039876476842891865
3:Ins:R:2	2.9155455274576527e-06	2.506998665012361e-05	2.113494164404983e-05	2.6325271383029757e-05	2.4588770038462826e-05
