MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	3.96391748267888e-06	2.4489878601343662e-05	1.800726607029901e-05	1.709996600766317e-05	2.5262815631776904e-05	2.537768574029542e-05	2.497317658708198e-05	2.773182339296909e-05	2.2886726335400453e-05
1:Del:C:1	0.006684312399272346	0.017604354000927785	0.026739701012623806	0.5780544745157932	0.007770747845444194	0.01291797534077258	0.019155408538912854	0.018408854928298378	0.004517576773033919
1:Del:C:2	0.000678489733407468	4.897856974399367e-06	0.0017196119466020244	0.004312848650716415	0.007991634013122145	0.02429163966815688	0.01846198747477392	0.032181522982798916	0.30948499595228296
1:Del:C:3	3.7288793419619765e-06	0.005810793880924478	0.00148531978386793	0.0021856417364769396	0.02792866228771596	0.08233630002068082	0.02132105687507349	0.016131937469839635	0.027135535505511815
1:Del:C:4	2.4590228401955015e-06	1.719723988390598e-05	0.03411628211662314	0.011611958248116333	0.0032592813298197142	0.007045786033342617	0.0004350890179102862	0.019571472702312534	0.0037902444839275507
1:Del:C:5	2.6291187889526668e-06	0.0003417566247258108	0.030516645517584262	0.013011328967827467	0.002534213646451917	0.0033229196630944102	1.9604156095738288e-05	0.006483176099886876	0.002450646374811072
1:Del:T:0	3.96391748267888e-06	2.4489878601343662e-05	1.800726607029901e-05	1.709996600766317e-05	2.5262815631776904e-05	2.537768574029542e-05	2.497317658708198e-05	2.773182339296909e-05	2.2886726335400453e-05
1:Del:T:1	0.016684191644556926	0.004309279008462935	0.01396128844651788	0.007873563372459445	0.2353934539458197	0.024667087400884916	0.051742582347245575	0.02333763699549388	0.017915219089744087
1:Del:T:2	1.5067850695160701e-06	0.0009379833203396814	0.0023161058553363032	0.007890842172111619	0.01309403489491899	0.04147103807307929	0.02127673528090497	0.005443185177300041	0.019169412463692907
1:Del:T:3	0.0014024491418079777	0.01280501455231984	0.01137661838935241	0.019378669042292282	0.07225325835219443	0.009933094710585469	0.027407978870843407	0.03535715661674836	0.025816584216268455
1:Del:T:4	2.39933919399693e-06	0.003963153204094864	0.00627353387030515	0.004361242819524023	0.04652417816365812	0.020035758405754615	0.0107458771495385	0.025777055695981706	0.006585944868475266
1:Del:T:5	2.8109273462106896e-06	0.0005721600955610028	1.3779937943354525e-05	0.0021466282542883163	0.004886886700777495	0.02384987332663968	0.004686522326817339	0.001457195248822245	0.016857768204929496
1:Ins:C:0	0.015044807730914727	2.240712119601085e-05	0.005151770649773652	1.5838811273169994e-05	0.0014685805524959506	0.0007522853320915601	2.0876963753835297e-05	2.354418610821085e-05	0.0017021853196251867
