NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	148.586	56.751	23.682	46.088	0.373	0.783	30000.0
2	146.701	56.473	22.353	45.745	0.377	0.777	20000.0
3	138.992	55.678	21.306	44.476	0.389	0.781	40000.0
4	147.115	57.206	22.605	45.667	0.394	0.773	20000.0
5	141.604	55.73	21.959	45.796	0.382	0.775	20000.0
6	140.078	54.978	21.455	44.908	0.371	0.786	40000.0
7	141.467	53.658	21.664	43.675	0.347	0.805	40000.0
8	145.597	56.47	22.133	45.603	0.374	0.778	30000.0
9	147.419	56.399	22.168	45.24	0.369	0.788	40000.0
10	149.096	57.064	23.304	46.481	0.389	0.772	40000.0
11	145.111	56.348	22.06	45.355	0.378	0.782	30000.0
12	147.358	55.914	22.717	45.428	0.36	0.79	50000.0
13	144.653	57.294	21.744	45.615	0.388	0.768	20000.0
14	147.312	57.102	22.534	45.947	0.391	0.777	50000.0
15	137.658	55.06	20.839	44.364	0.376	0.784	40000.0
16	139.598	56.001	21.267	44.889	0.387	0.78	30000.0
17	146.163	55.7	22.501	45.39	0.377	0.785	30000.0
18	144.867	54.505	22.348	44.146	0.361	0.794	20000.0
19	143.51	54.136	22.261	44.469	0.36	0.795	20000.0
20	144.086	53.615	22.424	44.42	0.343	0.803	20000.0
21	145.628	55.285	21.717	44.236	0.366	0.794	50000.0
22	144.343	54.295	21.93	44.542	0.36	0.789	20000.0
23	143.28	54.387	22.009	44.311	0.345	0.796	60000.0
24	147.631	55.577	22.729	45.226	0.35	0.79	40000.0
25	143.082	54.208	21.998	44.092	0.362	0.795	40000.0
26	141.267	54.85	21.601	44.444	0.364	0.784	30000.0
27	147.457	56.385	23.018	45.994	0.38	0.776	40000.0
28	141.606	54.782	21.517	44.578	0.362	0.785	40000.0
29	147.584	56.728	22.429	45.578	0.381	0.785	60000.0
30	139.425	56.42	21.066	44.933	0.393	0.779	60000.0
31	151.094	56.22	22.83	45.268	0.365	0.79	50000.0
32	144.76	54.593	22.568	45.085	0.351	0.788	40000.0
33	147.754	56.737	22.701	46.231	0.386	0.776	20000.0
34	144.271	54.232	21.757	44.467	0.348	0.789	20000.0
35	142.334	54.971	21.436	44.505	0.367	0.788	20000.0
36	143.479	54.612	22.352	44.786	0.357	0.794	20000.0
37	144.726	55.627	22.091	45.062	0.373	0.777	20000.0
38	143.978	55.212	22.273	45.139	0.372	0.791	70000.0
39	144.886	56.008	21.947	45.052	0.377	0.778	20000.0
40	145.091	55.624	21.863	44.841	0.358	0.79	50000.0
41	146.573	55.148	22.677	45.514	0.368	0.785	20000.0
42	144.924	53.841	21.896	44.018	0.354	0.801	30000.0
43	146.677	54.691	22.806	45.333	0.339	0.797	30000.0
44	144.662	54.981	22.27	45.487	0.359	0.785	30000.0
45	143.58	55.311	21.718	44.682	0.376	0.776	20000.0
46	149.069	56.721	22.792	46.336	0.385	0.768	50000.0
47	141.295	54.517	21.452	44.204	0.353	0.799	30000.0
48	145.927	56.971	22.529	45.785	0.394	0.778	20000.0
49	139.666	53.904	21.217	44.083	0.362	0.796	60000.0
50	138.583	55.994	21.444	45.488	0.383	0.774	30000.0
51	144.627	56.461	21.991	45.597	0.378	0.777	40000.0
52	140.549	52.248	21.417	43.072	0.328	0.804	20000.0
53	146.813	56.155	22.196	44.954	0.382	0.779	50000.0
54	144.629	54.721	21.811	44.062	0.367	0.794	60000.0
55	147.408	54.881	22.392	44.924	0.366	0.788	50000.0
56	145.667	56.011	22.386	45.015	0.377	0.792	50000.0
57	144.74	56.286	22.16	45.435	0.372	0.779	20000.0
58	144.659	55.351	21.936	44.447	0.37	0.795	40000.0
59	141.344	55.13	20.925	43.716	0.361	0.792	20000.0
60	143.704	54.677	22.41	45.461	0.36	0.786	30000.0
61	140.187	56.47	21.437	45.927	0.391	0.765	20000.0
62	144.614	54.637	21.887	44.671	0.356	0.794	30000.0
63	141.861	54.183	21.448	43.776	0.353	0.795	100000.0
64	142.065	56.294	21.971	45.75	0.389	0.767	40000.0
65	146.832	57.847	22.643	45.989	0.414	0.769	30000.0
66	145.853	54.205	22.438	43.88	0.35	0.803	20000.0
67	144.71	56.282	22.252	45.384	0.392	0.776	30000.0
68	140.779	54.875	21.422	44.401	0.366	0.788	90000.0
69	146.231	56.735	22.877	45.957	0.373	0.778	60000.0
70	143.998	54.398	21.676	43.744	0.351	0.801	30000.0
71	139.966	55.292	21.342	44.83	0.381	0.783	40000.0
72	144.272	54.777	22.218	45.048	0.36	0.787	40000.0
73	145.59	56.328	22.06	45.403	0.377	0.778	30000.0
74	143.357	54.653	21.745	44.981	0.359	0.787	40000.0
75	147.919	56.284	22.601	45.306	0.381	0.778	20000.0
76	140.138	54.519	20.956	43.449	0.366	0.798	40000.0
77	144.034	55.987	21.907	44.623	0.379	0.789	30000.0
78	139.54	52.094	20.999	42.701	0.319	0.818	30000.0
79	148.028	56.914	22.716	45.548	0.383	0.779	40000.0
80	144.252	57.07	21.799	45.616	0.385	0.77	30000.0
