NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	2.243	32.544	1.101	27.698	0.202	0.936	20000.0
2	2.295	37.918	1.097	29.857	0.248	0.929	20000.0
3	3.365	45.648	1.467	33.88	0.308	0.911	30000.0
4	2.693	41.179	1.346	32.909	0.249	0.932	30000.0
5	2.652	43.084	1.264	33.82	0.29	0.92	20000.0
6	2.866	46.821	1.41	37.07	0.321	0.912	20000.0
7	2.514	36.181	1.26	29.229	0.165	0.95	30000.0
8	3.028	53.388	1.425	39.607	0.375	0.86	40000.0
9	2.68	40.928	1.232	30.768	0.264	0.933	30000.0
10	2.976	43.104	1.418	32.519	0.275	0.931	30000.0
11	2.568	38.882	1.197	30.192	0.274	0.922	20000.0
12	3.073	47.745	1.544	38.404	0.297	0.897	20000.0
13	1.985	31.223	1.009	24.634	0.223	0.942	20000.0
14	2.988	43.292	1.444	35.903	0.289	0.91	40000.0
15	3.071	49.762	1.493	37.634	0.33	0.884	30000.0
16	2.916	47.059	1.457	38.188	0.374	0.876	60000.0
17	2.357	34.252	1.108	25.71	0.189	0.96	20000.0
18	2.331	36.979	1.27	31.329	0.241	0.927	20000.0
19	2.905	44.221	1.349	32.063	0.29	0.92	20000.0
20	2.435	39.145	1.273	30.423	0.238	0.935	20000.0
21	2.961	46.895	1.355	35.942	0.305	0.918	20000.0
22	2.443	36.692	1.216	29.405	0.25	0.916	120000.0
23	2.315	37.687	1.053	28.923	0.26	0.93	140000.0
24	2.661	41.51	1.209	29.782	0.27	0.936	20000.0
25	2.481	40.183	1.136	31.965	0.235	0.922	20000.0
26	2.977	49.058	1.396	37.898	0.364	0.881	20000.0
27	3.352	50.174	1.56	37.109	0.354	0.907	30000.0
28	2.673	39.477	1.277	29.564	0.253	0.937	30000.0
29	2.698	45.653	1.416	35.214	0.33	0.887	80000.0
30	2.844	39.355	1.392	31.724	0.282	0.908	280000.0
31	2.794	44.279	1.444	34.067	0.268	0.905	30000.0
32	2.584	31.268	1.22	26.548	0.209	0.942	120000.0
