MutationType	ID83A	ID83B	ID83C
1:Del:C:0	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
1:Del:C:1	0.19151464122704964	0.3117911371588707	0.09376980274424457
1:Del:C:2	0.22010643613128195	0.032319226639639466	0.05893303144516213
1:Del:C:3	0.037796743837651185	0.09235952571233838	0.044324181849866535
1:Del:C:4	0.01584635322987381	0.04608760294192393	0.014809170383486645
1:Del:C:5	0.00927313318953523	0.014403257295564784	0.03019065207110401
1:Del:T:0	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
1:Del:T:1	0.09799646981068141	0.0390334287398467	0.04921118161976324
1:Del:T:2	0.011791791282819873	0.012710404280487428	0.033367821674034986
1:Del:T:3	0.0016025376136805391	0.004165941548590127	0.005311391518458777
1:Del:T:4	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
1:Del:T:5	0.005914455329764792	0.0051594525259406505	0.008628989232501
1:Ins:C:0	0.007572345749147189	0.004827396688456247	0.006267678982422638
1:Ins:C:1	0.012152864730034877	0.006152298168131267	0.00858931610773368
1:Ins:C:2	0.0014205487102458391	0.0025473730309698794	0.009532078770455997
1:Ins:C:3	0.002390908926969928	0.007284099710510077	0.012300343951226296
1:Ins:C:4	0.00786068792031095	0.01328354820277241	0.007746413559303278
1:Ins:C:5	0.006590517978130492	0.0009118029025471941	0.0011785770795722783
1:Ins:T:0	0.012649581192181148	0.04463895145520405	0.021836072181167766
1:Ins:T:1	0.05877885727454234	0.034971695796372715	0.03692508639547212
1:Ins:T:2	0.035292376066330663	0.021697550409946836	0.0318317539269492
1:Ins:T:3	0.004342522874468954	0.006093739476756355	0.006246660938170407
1:Ins:T:4	0.00407233997335652	0.006842261109604806	0.005592758106125757
1:Ins:T:5	0.01573104144584402	0.023421984802406256	0.019053841482314624
2:Del:R:0	0.02676888662057223	0.01592359255155998	0.020444381193994977
2:Del:R:1	0.005725520263529234	0.0038621505619158823	0.0036786374450571203
2:Del:R:2	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
2:Del:R:3	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
2:Del:R:4	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
2:Del:R:5	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
3:Del:R:0	0.00885044019927193	0.005695539987190372	0.007411388545182263
3:Del:R:1	0.0020987348261246553	0.003275911443344057	0.0054232599739157195
3:Del:R:2	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
3:Del:R:3	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
3:Del:R:4	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
3:Del:R:5	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
4:Del:R:0	0.01435329862528377	0.011143614424543102	0.011757318244201542
4:Del:R:1	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
4:Del:R:2	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
4:Del:R:3	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
4:Del:R:4	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
4:Del:R:5	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
5:Del:R:0	0.0502728479538861	0.047787760351247356	0.21071608694612223
5:Del:R:1	0.0047451218861715464	0.0018404378310690284	0.003802164850878853
5:Del:R:2	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
5:Del:R:3	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
5:Del:R:4	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
5:Del:R:5	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
2:Ins:R:0	0.003550002813673245	0.004092153017030071	0.012065865082180948
2:Ins:R:1	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
2:Ins:R:2	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
2:Ins:R:3	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
2:Ins:R:4	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
2:Ins:R:5	6.439057035549922e-06	7.144887263166311e-06	9.216257788011716e-06
3:Ins:R:0	0.007159311019029815	0.011927400005407237	0.007972104322078337
3:Ins:R:1	0.003200602702795123	0.007709984959023189	0.013634433448681023
3:Ins:R:2	6.439057026454975e-06	7.144887345020834e-06	9.216257788011716e-06
