MutationType	ID83A
1:Del:C:0	1.0336479572288227e-05
1:Del:C:1	0.07029396466920844
1:Del:C:2	0.21396905191242696
1:Del:C:3	1.033647956319328e-05
1:Del:C:4	0.1054390702182991
1:Del:C:5	0.03687478689547788
1:Del:T:0	1.033647956319328e-05
1:Del:T:1	1.033647956319328e-05
1:Del:T:2	0.03756392397860509
1:Del:T:3	0.03687492002978615
1:Del:T:4	1.033647956319328e-05
1:Del:T:5	1.033647956319328e-05
1:Ins:C:0	0.06788212191386264
1:Ins:C:1	1.0336479572288227e-05
1:Ins:C:2	0.024126890176003144
1:Ins:C:3	1.0336479572288227e-05
1:Ins:C:4	1.0336479572288227e-05
1:Ins:C:5	1.0336479554098333e-05
1:Ins:T:0	0.03308477637210672
1:Ins:T:1	0.03239593709703513
1:Ins:T:2	0.0368748559380947
1:Ins:T:3	1.0336479554098333e-05
1:Ins:T:4	1.0336479572288227e-05
1:Ins:T:5	1.0336479554098333e-05
2:Del:R:0	0.03790851096257029
2:Del:R:1	1.033647956319328e-05
2:Del:R:2	1.0336479572288227e-05
2:Del:R:3	1.0336479572288227e-05
2:Del:R:4	1.033647956319328e-05
2:Del:R:5	1.033647956319328e-05
3:Del:R:0	1.0336479554098333e-05
3:Del:R:1	1.0336479554098333e-05
3:Del:R:2	1.033647956319328e-05
3:Del:R:3	1.033647956319328e-05
3:Del:R:4	1.033647956319328e-05
3:Del:R:5	1.033647956319328e-05
4:Del:R:0	1.0336479545003385e-05
4:Del:R:1	1.0336479554098333e-05
4:Del:R:2	1.033647956319328e-05
4:Del:R:3	1.0336479572288227e-05
4:Del:R:4	1.0336479572288227e-05
4:Del:R:5	1.033647956319328e-05
5:Del:R:0	0.163663379997015
5:Del:R:1	1.033647956319328e-05
5:Del:R:2	1.033647956319328e-05
5:Del:R:3	1.033647956319328e-05
5:Del:R:4	1.033647956319328e-05
5:Del:R:5	1.0336479572288227e-05
2:Ins:R:0	1.033647956319328e-05
2:Ins:R:1	1.033647956319328e-05
2:Ins:R:2	1.033647956319328e-05
2:Ins:R:3	1.033647956319328e-05
2:Ins:R:4	1.0336479572288227e-05
2:Ins:R:5	1.0336479572288227e-05
3:Ins:R:0	1.0336479545003385e-05
3:Ins:R:1	1.033647956319328e-05
3:Ins:R:2	1.033647956319328e-05
3:Ins:R:3	1.0336479554098333e-05
3:Ins:R:4	1.0336479554098333e-05
3:Ins:R:5	1.033647956319328e-05
4:Ins:R:0	1.0336479554098333e-05
4:Ins:R:1	1.033647956319328e-05
4:Ins:R:2	1.033647956319328e-05
4:Ins:R:3	1.0336479554098333e-05
4:Ins:R:4	1.0336479554098333e-05
4:Ins:R:5	1.0336479572288227e-05
5:Ins:R:0	1.0336479554098333e-05
5:Ins:R:1	0.03274042194786489
5:Ins:R:2	1.033647956319328e-05
5:Ins:R:3	1.033647956319328e-05
5:Ins:R:4	1.033647956319328e-05
5:Ins:R:5	1.033647956319328e-05
2:Del:M:1	1.0336479554098333e-05
3:Del:M:1	1.033647956319328e-05
3:Del:M:2	1.0336479554098333e-05
4:Del:M:1	1.0336479545003385e-05
4:Del:M:2	1.033647956319328e-05
4:Del:M:3	1.0336479554098333e-05
5:Del:M:1	0.030328341258937144
5:Del:M:2	1.0336479572288227e-05
5:Del:M:3	0.039286521434651146
5:Del:M:4	1.033647956319328e-05
5:Del:M:5	1.0336479572288227e-05
