NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	5.36	122.524	2.262	76.3	1.283	0.579	20000.0
2	5.281	119.389	2.23	74.875	1.183	0.601	20000.0
3	4.833	113.954	2.051	73.337	1.163	0.607	50000.0
4	4.841	115.076	1.974	72.867	1.185	0.643	20000.0
5	4.732	116.101	2.05	73.541	1.157	0.624	20000.0
6	4.795	112.03	2.001	72.32	1.081	0.652	30000.0
7	5.028	118.055	2.062	72.813	1.174	0.627	50000.0
8	4.92	113.125	2.009	71.508	1.131	0.641	40000.0
9	4.915	116.448	2.115	74.104	1.199	0.62	20000.0
10	5.286	120.779	2.165	75.626	1.214	0.608	20000.0
11	5.067	118.612	2.201	75.73	1.146	0.6	40000.0
12	5.066	116.178	2.187	73.309	1.082	0.64	30000.0
13	5.042	118.613	2.167	75.904	1.208	0.605	30000.0
14	4.705	108.563	1.936	69.013	1.1	0.663	30000.0
15	4.648	108.6	1.968	70.347	1.047	0.651	40000.0
16	4.715	112.543	1.908	72.246	1.175	0.636	30000.0
17	4.762	114.138	1.993	72.783	1.122	0.643	30000.0
18	5.303	126.0	2.271	77.656	1.248	0.57	20000.0
19	4.732	113.5	1.994	72.233	1.083	0.64	30000.0
20	5.03	117.785	2.098	75.449	1.166	0.614	40000.0
21	5.163	126.263	2.13	77.87	1.274	0.563	30000.0
22	5.066	119.15	2.09	74.301	1.141	0.611	50000.0
23	4.64	110.199	1.912	72.441	1.085	0.639	30000.0
24	4.823	109.206	1.91	68.528	1.067	0.688	30000.0
25	4.784	118.389	1.908	73.143	1.181	0.623	20000.0
26	5.039	120.042	2.201	75.044	1.127	0.611	20000.0
27	4.758	115.884	2.02	72.524	1.178	0.638	30000.0
28	5.091	122.058	2.09	75.496	1.288	0.592	20000.0
29	4.986	119.343	2.053	74.216	1.182	0.616	30000.0
30	5.103	117.151	2.056	73.151	1.18	0.636	20000.0
31	5.234	118.159	2.157	72.123	1.152	0.641	20000.0
32	4.799	113.615	1.979	73.132	1.101	0.629	40000.0
33	5.066	120.057	2.111	73.735	1.161	0.626	20000.0
34	4.633	106.635	1.869	67.793	1.025	0.682	20000.0
35	4.515	108.25	1.922	69.719	1.052	0.674	20000.0
36	4.932	115.687	2.002	72.682	1.139	0.646	20000.0
37	4.691	112.401	1.994	71.135	1.038	0.659	80000.0
38	5.383	127.895	2.18	78.044	1.292	0.568	30000.0
39	4.792	109.142	1.989	69.696	1.045	0.668	40000.0
40	4.785	114.09	2.031	72.186	1.059	0.641	50000.0
41	4.713	111.435	1.906	71.668	1.054	0.654	20000.0
42	4.865	113.827	2.038	71.65	1.102	0.653	30000.0
43	4.344	107.4	1.865	67.2	1.12	0.671	30000.0
44	4.795	110.778	2.097	72.073	0.997	0.661	20000.0
45	4.844	114.401	2.059	72.697	1.093	0.635	30000.0
46	4.942	117.575	2.054	73.353	1.172	0.62	40000.0
47	4.976	118.244	2.124	76.44	1.164	0.599	30000.0
48	4.897	114.217	2.034	72.179	1.116	0.641	20000.0
49	4.572	110.188	2.003	68.647	1.087	0.651	20000.0
50	4.829	116.611	2.046	72.912	1.142	0.628	30000.0
51	4.61	104.406	1.934	65.624	1.003	0.703	30000.0
52	4.996	112.646	2.151	69.764	1.087	0.65	20000.0
53	4.688	107.519	1.924	68.381	1.003	0.699	30000.0
54	4.831	111.19	2.031	71.826	1.046	0.649	40000.0
55	4.577	111.796	1.935	70.388	1.117	0.653	20000.0
56	4.994	116.399	2.039	73.923	1.09	0.631	40000.0
57	5.158	118.774	2.092	73.942	1.184	0.623	50000.0
58	5.128	120.447	2.076	75.171	1.169	0.599	20000.0
59	5.02	117.36	2.07	74.394	1.181	0.61	40000.0
60	4.184	101.608	1.764	66.718	1.023	0.685	20000.0
61	4.925	115.868	2.075	74.646	1.173	0.621	40000.0
62	4.735	117.161	2.002	73.57	1.135	0.621	20000.0
63	4.923	118.351	1.997	74.606	1.197	0.602	20000.0
64	4.959	117.086	2.082	73.603	1.194	0.593	40000.0
65	5.781	130.675	2.44	80.173	1.357	0.54	30000.0
66	4.76	112.162	1.933	70.186	1.018	0.669	30000.0
67	4.481	107.759	1.935	69.344	1.026	0.671	40000.0
68	4.642	109.769	1.946	71.91	1.041	0.652	20000.0
69	4.633	110.775	1.949	71.012	1.049	0.654	20000.0
70	5.015	121.449	2.103	74.96	1.192	0.601	30000.0
71	5.036	115.509	2.056	74.145	1.075	0.625	30000.0
72	4.816	116.146	2.065	73.398	1.149	0.618	20000.0
73	4.959	114.669	2.111	72.838	1.07	0.646	40000.0
74	4.862	119.949	2.1	75.539	1.146	0.604	30000.0
75	5.277	126.831	2.198	76.743	1.315	0.565	20000.0
76	5.039	118.963	2.082	73.637	1.162	0.619	20000.0
77	5.051	120.001	2.025	74.3	1.15	0.616	30000.0
78	4.923	113.981	2.058	73.103	1.1	0.635	30000.0
79	4.872	112.308	1.982	70.649	1.135	0.639	30000.0
80	4.993	119.179	2.0	73.356	1.207	0.618	30000.0
81	4.348	106.05	1.879	67.84	1.032	0.687	20000.0
82	5.211	120.784	2.191	77.495	1.212	0.593	20000.0
83	5.626	133.634	2.274	79.418	1.448	0.527	30000.0
84	5.34	121.533	2.226	76.526	1.215	0.602	40000.0
85	4.963	115.385	2.062	73.087	1.174	0.631	50000.0
86	4.954	114.162	2.001	72.9	1.101	0.644	20000.0
87	4.916	114.624	2.084	72.921	1.07	0.64	20000.0
88	4.625	111.052	1.959	72.261	1.069	0.649	20000.0
89	5.232	114.928	2.087	73.136	1.115	0.635	20000.0
90	4.62	110.361	2.01	69.677	1.058	0.672	20000.0
91	4.619	107.057	1.891	68.439	1.002	0.685	20000.0
92	5.491	129.439	2.257	79.89	1.301	0.554	40000.0
93	4.955	115.542	2.032	72.363	1.141	0.632	30000.0
94	4.843	115.716	2.035	72.934	1.168	0.623	20000.0
95	5.3	125.246	2.261	76.237	1.264	0.59	20000.0
96	5.02	117.498	2.179	73.801	1.163	0.621	30000.0
97	4.762	115.528	1.992	72.892	1.188	0.627	20000.0
98	5.027	118.92	2.192	75.057	1.13	0.615	30000.0
99	4.97	117.106	2.077	71.965	1.121	0.641	30000.0
100	4.884	117.827	1.972	74.324	1.161	0.614	30000.0
