Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_49_4505_01A	245	0.92	111.271	45.417%	15.367	39.171%	0.19895	0.862
TCGA_49_4506_01A	121	0.814	82.073	67.829%	11.45	58.204%	0.42776	0.669
TCGA_49_4507_01A	230	0.921	103.341	44.931%	13.886	39.027%	0.22879	0.856
TCGA_49_6744_01A	240	0.942	96.089	40.037%	13.195	33.537%	0.18932	0.904
TCGA_49_6761_01A	205	0.924	105.057	51.247%	15.221	38.574%	0.26023	0.894
TCGA_49_6767_01A	536	0.967	151.003	28.172%	21.018	25.67%	0.10033	0.939
TCGA_50_5051_01A	120	0.856	73.593	61.328%	10.286	51.952%	0.4243	0.756
TCGA_50_5941_01A	420	0.956	136.911	32.598%	18.218	29.798%	0.1177	0.915
TCGA_50_5942_01A	65	0.797	48.251	74.232%	6.135	60.45%	0.51662	0.602
TCGA_50_6590_01A	981	0.981	184.846	18.843%	29.817	19.598%	0.03763	0.968
TCGA_50_6592_01A	325	0.943	122.796	37.783%	15.314	33.268%	0.14294	0.877
TCGA_50_6593_01A	348	0.936	129.059	37.086%	18.738	35.099%	0.1441	0.883
TCGA_50_6595_01A	93	0.849	64.798	69.675%	9.28	53.489%	0.46713	0.782
TCGA_53_7624_01A	903	0.984	178.024	19.715%	24.09	17.914%	0.05	0.97
TCGA_53_7813_01A	177	0.885	84.535	47.76%	13.6	46.785%	0.2433	0.808
TCGA_55_6543_01A	21	0.726	24.618	117.229%	4.297	68.807%	1.30417	0.682
TCGA_55_6970_01A	188	0.923	84.288	44.834%	11.719	39.15%	0.22379	0.872
TCGA_55_6971_01A	92	0.76	73.225	79.592%	10.072	65.014%	0.55739	0.576
TCGA_55_6979_01A	125	0.858	80.847	64.678%	11.975	51.967%	0.42891	0.789
TCGA_55_6981_01A	55	0.812	47.68	86.691%	6.557	58.648%	0.6741	0.74
TCGA_55_6985_01A	509	0.959	162.059	31.839%	23.067	28.409%	0.11017	0.93
TCGA_55_7281_01A	497	0.944	173.698	34.949%	24.335	32.912%	0.13652	0.892
TCGA_55_7573_01A	57	0.751	52.36	91.86%	6.904	66.128%	0.68627	0.611
TCGA_55_7574_01A	284	0.949	117.111	41.236%	17.594	31.569%	0.20368	0.929
TCGA_55_7725_01A	157	0.876	87.168	55.521%	12.946	48.62%	0.27666	0.801
TCGA_55_7726_01A	122	0.927	68.399	56.065%	11.387	37.789%	0.35922	0.911
TCGA_55_7728_01A	108	0.878	65.817	60.942%	9.419	48.192%	0.35063	0.818
TCGA_55_7911_01A	261	0.927	100.985	38.692%	14.22	37.434%	0.17324	0.852
TCGA_55_7914_01A	204	0.881	110.061	53.951%	14.789	47.338%	0.26417	0.773
TCGA_55_7995_01A	754	0.97	192.931	25.588%	26.55	24.124%	0.06794	0.941
TCGA_55_8096_01A	167	0.92	75.861	45.426%	10.333	39.309%	0.23965	0.858
TCGA_55_8097_01A	122	0.852	77.307	63.366%	10.803	52.464%	0.45924	0.753
TCGA_55_8203_01A	480	0.953	158.75	33.073%	22.595	30.237%	0.11709	0.917
TCGA_55_8208_01A	387	0.985	107.078	27.669%	13.784	17.607%	0.11495	0.98
TCGA_55_8299_01A	235	0.933	94.79	40.336%	13.278	36.152%	0.18489	0.88
TCGA_55_8506_01A	1897	0.991	272.442	14.362%	40.911	13.335%	0.02021	0.986
TCGA_55_8510_01A	359	0.959	109.867	30.604%	16.055	28.511%	0.10105	0.927
TCGA_55_8511_01A	641	0.974	163.667	25.533%	22.531	22.717%	0.07608	0.953
TCGA_55_8616_01A	628	0.971	166.811	26.562%	24.293	23.909%	0.07278	0.952
TCGA_55_A48X_01A	458	0.971	138.133	30.16%	18.42	24.034%	0.11047	0.954
TCGA_55_A48Z_01A	64	0.768	55.091	86.08%	7.415	64.056%	0.65066	0.631
TCGA_55_A492_01A	332	0.935	129.718	39.072%	17.587	35.488%	0.16107	0.876
TCGA_55_A493_01A	346	0.945	130.669	37.766%	17.875	32.789%	0.15456	0.904
TCGA_55_A494_01A	272	0.936	115.458	42.448%	15.18	35.331%	0.17235	0.887
TCGA_62_A46O_01A	1039	0.983	207.053	19.928%	28.275	18.165%	0.0451	0.969
TCGA_62_A46R_01A	189	0.871	99.117	52.443%	15.012	49.2%	0.28363	0.774
TCGA_64_1679_01A	566	0.966	163.458	28.88%	23.544	25.88%	0.10085	0.942
TCGA_64_1681_01A	84	0.825	61.925	73.72%	8.179	56.44%	0.49888	0.714
TCGA_64_5781_01A	1233	0.977	260.7	21.144%	39.924	21.359%	0.045	0.958
TCGA_67_3770_01A	241	0.926	97.974	40.653%	13.856	37.669%	0.19945	0.863
TCGA_67_3774_01A	122	0.853	74.084	60.725%	10.067	52.195%	0.35923	0.732
TCGA_67_6217_01A	212	0.919	99.414	46.893%	13.764	39.439%	0.23188	0.865
TCGA_69_7973_01A	278	0.931	108.482	39.022%	17.105	36.518%	0.1479	0.889
TCGA_69_7974_01A	572	0.956	181.545	31.739%	26.208	29.516%	0.09645	0.921
TCGA_69_7979_01A	1677	0.993	234.897	14.007%	33.876	11.883%	0.02547	0.989
TCGA_69_7980_01A	941	0.978	219.979	23.377%	30.374	20.8%	0.05855	0.961
TCGA_73_4662_01A	232	0.931	98.55	42.478%	12.926	36.502%	0.22274	0.871
TCGA_73_4666_01A	410	0.957	124.201	30.293%	17.755	28.955%	0.09664	0.918
TCGA_73_4670_01A	391	0.927	158.733	40.597%	21.495	37.435%	0.15504	0.854
TCGA_73_7498_01A	130	0.828	88.438	68.029%	12.35	56.136%	0.41495	0.713
TCGA_78_7145_01A	219	0.896	107.223	48.96%	15.798	44.383%	0.25371	0.822
TCGA_78_7146_01A	420	0.957	129.517	30.837%	19.076	28.863%	0.11583	0.925
TCGA_78_7147_01A	387	0.942	138.328	35.744%	18.662	33.621%	0.12611	0.878
TCGA_78_7153_01A	126	0.856	81.662	64.811%	10.874	51.722%	0.40639	0.757
TCGA_78_7158_01A	266	0.942	102.649	38.59%	14.091	33.761%	0.16637	0.897
TCGA_78_7159_01A	330	0.946	125.036	37.89%	16.652	32.57%	0.13718	0.902
TCGA_78_7161_01A	209	0.894	104.924	50.203%	14.84	44.887%	0.25712	0.809
TCGA_78_7220_01A	962	0.979	214.911	22.34%	29.404	20.733%	0.05674	0.961
TCGA_83_5908_01A	272	0.942	108.426	39.862%	16.668	33.813%	0.19065	0.913
TCGA_86_6851_01A	965	0.971	237.284	24.589%	33.962	24.006%	0.05747	0.943
TCGA_86_7954_01A	243	0.901	114.928	47.295%	16.872	43.462%	0.22628	0.827
TCGA_86_8056_01A	297	0.958	119.627	40.278%	18.648	28.723%	0.18295	0.946
TCGA_86_8074_01A	72	0.738	67.318	93.497%	8.593	67.513%	0.7443	0.567
TCGA_91_6830_01A	252	0.985	84.203	33.414%	12.892	17.642%	0.16756	0.983
TCGA_91_6836_01A	499	0.967	133.618	26.777%	19.124	25.558%	0.09678	0.937
TCGA_91_6840_01A	144	0.963	64.561	44.834%	9.228	26.932%	0.29352	0.955
TCGA_91_6847_01A	92	0.82	68.127	74.051%	9.243	58.458%	0.55003	0.713
TCGA_95_7039_01A	1392	0.982	265.053	19.041%	39.892	19.086%	0.03593	0.966
TCGA_95_7043_01A	1155	0.988	206.504	17.879%	29.111	15.578%	0.03957	0.98
TCGA_95_7948_01A	162	0.974	68.254	42.132%	16.037	27.423%	0.19758	0.973
TCGA_95_A4VK_01A	309	0.949	118.159	38.239%	15.833	31.672%	0.16651	0.913
TCGA_95_A4VN_01A	571	0.967	159.283	27.895%	22.663	25.6%	0.0743	0.941
TCGA_95_A4VP_01A	148	0.879	81.596	55.132%	11.716	47.751%	0.28451	0.798
TCGA_97_7547_01A	198	0.895	103.892	52.471%	15.429	44.878%	0.30682	0.836
TCGA_97_7553_01A	47	0.708	49.954	106.285%	8.093	70.709%	0.86991	0.63
TCGA_97_7941_01A	97	0.881	55.844	57.571%	8.385	47.547%	0.34808	0.821
TCGA_97_8175_01A	30	0.556	39.872	132.907%	6.117	83.242%	1.30932	0.409
TCGA_97_A4M0_01A	466	0.965	128.945	27.671%	18.893	26.19%	0.09343	0.937
TCGA_97_A4M1_01A	47	0.744	44.054	93.732%	6.865	66.996%	0.88057	0.656
TCGA_97_A4M3_01A	241	0.93	104.403	43.321%	14.833	36.864%	0.19145	0.885
TCGA_99_7458_01A	516	0.972	141.068	27.339%	19.032	23.427%	0.08136	0.952
TCGA_J2_8194_01A	166	0.881	83.393	50.237%	11.653	47.259%	0.2857	0.76
TCGA_J2_A4AD_01A	381	0.952	138.208	36.275%	21.969	31.792%	0.15087	0.931
TCGA_J2_A4AG_01A	96	0.819	68.783	71.649%	9.679	57.434%	0.48063	0.709
TCGA_L4_A4E5_01A	396	0.953	137.266	34.663%	19.606	30.376%	0.12077	0.921
TCGA_L9_A443_01A	292	0.925	120.653	41.32%	17.087	37.906%	0.19138	0.863
TCGA_L9_A444_01A	643	0.966	172.908	26.891%	27.871	25.868%	0.08147	0.947
TCGA_MP_A4T4_01A	443	0.953	150.634	34.003%	21.344	30.614%	0.11817	0.919
TCGA_MP_A4T9_01A	42	0.702	43.865	104.44%	6.249	71.681%	0.84269	0.586
TCGA_MP_A4TF_01A	497	0.969	151.711	30.525%	19.35	24.937%	0.11134	0.945
TCGA_MP_A4TH_01A	131	0.838	84.569	64.556%	10.965	54.621%	0.38457	0.681
TCGA_NJ_A4YQ_01A	1298	0.989	221.72	17.082%	30.658	14.806%	0.03434	0.982
TCGA_NJ_A55O_01A	163	0.901	87.347	53.587%	13.344	43.454%	0.27285	0.856
TCGA_O1_A52J_01A	199	0.921	92.674	46.57%	12.177	39.281%	0.23829	0.857
