NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.745	85.243	8.732	61.552	0.665	0.718	20000.0
2	43.432	84.505	8.325	61.021	0.646	0.721	40000.0
3	43.072	84.161	8.245	60.878	0.662	0.713	30000.0
4	41.865	83.164	7.934	58.459	0.654	0.748	20000.0
5	43.365	83.61	8.154	60.514	0.671	0.72	30000.0
6	43.56	83.767	8.429	60.942	0.627	0.732	30000.0
7	40.904	81.357	7.726	58.339	0.638	0.743	30000.0
8	44.086	83.819	8.353	59.934	0.634	0.735	20000.0
9	40.962	80.366	7.807	57.814	0.626	0.749	20000.0
10	41.563	81.266	8.014	58.279	0.641	0.741	30000.0
11	43.019	83.459	8.241	60.37	0.629	0.732	20000.0
12	42.555	83.074	8.166	59.644	0.651	0.737	30000.0
13	43.128	83.431	8.361	60.503	0.688	0.723	30000.0
14	42.115	82.369	8.044	60.275	0.655	0.721	20000.0
15	42.691	83.62	8.206	60.992	0.659	0.719	20000.0
16	40.937	80.353	7.904	57.554	0.633	0.747	40000.0
17	41.476	81.226	7.965	57.925	0.622	0.756	40000.0
18	42.078	83.416	8.099	60.556	0.657	0.72	20000.0
19	41.802	82.717	8.086	58.596	0.68	0.739	40000.0
20	41.01	80.812	7.891	58.441	0.63	0.741	30000.0
21	41.307	81.656	7.923	60.0	0.635	0.722	70000.0
22	43.092	83.536	8.268	60.245	0.646	0.728	20000.0
23	42.515	85.125	8.312	61.367	0.713	0.704	20000.0
24	41.093	81.98	7.987	58.297	0.647	0.748	30000.0
25	42.991	83.255	8.021	59.782	0.646	0.73	30000.0
26	45.443	86.661	8.55	61.666	0.683	0.712	40000.0
27	43.195	82.943	8.179	59.245	0.643	0.752	20000.0
28	42.498	83.379	7.941	59.301	0.647	0.735	20000.0
29	41.702	82.848	7.936	58.716	0.641	0.739	20000.0
30	43.375	83.857	8.449	60.699	0.689	0.719	30000.0
31	43.038	83.586	8.202	60.759	0.65	0.711	20000.0
32	43.169	86.244	8.098	60.772	0.676	0.718	20000.0
33	43.291	82.468	8.289	59.383	0.63	0.751	30000.0
34	41.302	80.788	7.908	58.617	0.631	0.739	20000.0
35	43.5	84.353	8.283	60.499	0.679	0.721	30000.0
36	41.582	80.109	7.827	58.271	0.621	0.743	30000.0
37	41.453	80.339	7.916	58.534	0.625	0.747	40000.0
38	40.934	79.754	7.904	58.706	0.608	0.741	30000.0
39	42.503	83.626	8.064	59.343	0.673	0.73	40000.0
40	41.118	79.996	7.685	57.254	0.627	0.749	20000.0
41	42.34	80.835	8.157	58.573	0.626	0.751	50000.0
42	42.865	81.139	8.116	58.775	0.615	0.743	20000.0
43	41.939	82.165	8.115	59.111	0.638	0.739	30000.0
44	44.807	84.888	8.766	61.916	0.653	0.723	20000.0
45	42.654	84.926	8.204	60.912	0.69	0.712	30000.0
46	43.158	82.509	8.287	60.436	0.64	0.731	20000.0
47	44.09	82.062	8.268	58.969	0.627	0.746	30000.0
