Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_49_6744_01A	9	0.682	9.734	108.156%	2.676	74.219%	1.67959	0.651
TCGA_49_6761_01A	5	0.063	9.593	191.86%	3.015	113.956%	3.45304	-0.008
TCGA_49_6767_01A	17	0.799	16.31	95.941%	3.956	60.328%	0.93563	0.779
TCGA_50_5051_01A	9	0.462	12.763	141.811%	3.434	95.242%	2.33161	0.408
TCGA_50_5941_01A	26	0.68	24.109	92.727%	6.82	79.281%	1.23337	0.639
TCGA_50_5942_01A	5	0.39	7.788	155.76%	3.154	119.21%	2.97159	0.366
TCGA_50_6590_01A	33	0.706	30.851	93.488%	8.359	75.371%	1.26316	0.67
TCGA_50_6592_01A	15	0.612	17.061	113.74%	4.537	84.25%	1.51003	0.568
TCGA_50_6593_01A	14	0.677	15.302	109.3%	3.62	80.946%	3.82467	0.635
TCGA_50_6595_01A	4	0.283	6.212	155.3%	2.425	99.0%	3.7282	0.24
TCGA_53_7624_01A	24	0.779	21.895	91.229%	5.506	64.006%	0.87536	0.753
TCGA_53_7813_01A	9	0.637	10.301	114.456%	2.847	78.962%	1.34861	0.602
TCGA_55_6543_01A	2	0.048	3.912	195.6%	1.527	107.975%	4.42581	-0.005
TCGA_55_6970_01A	5	0.789	5.32	106.4%	1.691	63.914%	0.98656	0.781
TCGA_55_6971_01A	6	0.692	7.011	116.85%	2.043	72.231%	1.62093	0.67
TCGA_55_6979_01A	7	0.679	8.073	115.329%	2.436	73.448%	1.68867	0.656
TCGA_55_6981_01A	4	0.327	6.301	157.525%	1.996	99.8%	4.23323	0.276
TCGA_55_6985_01A	15	0.731	15.288	101.92%	4.171	68.571%	0.98204	0.706
TCGA_55_7281_01A	17	0.831	13.356	78.565%	3.487	55.837%	0.74429	0.813
TCGA_55_7573_01A	6	0.669	7.263	121.05%	2.104	74.388%	2.07234	0.645
TCGA_55_7574_01A	9	0.692	11.051	122.789%	2.806	72.451%	2.20465	0.666
TCGA_55_7725_01A	12	0.671	14.646	122.05%	4.324	74.156%	1.32744	0.648
TCGA_55_7726_01A	4	0.536	6.269	156.725%	2.069	84.467%	3.13044	0.513
TCGA_55_7728_01A	2	0.019	3.935	196.75%	1.846	130.532%	4.12264	-0.009
TCGA_55_7911_01A	12	0.629	16.354	136.283%	4.409	77.941%	1.7619	0.602
TCGA_55_7914_01A	5	0.398	7.115	142.3%	2.178	97.403%	2.06342	0.345
TCGA_55_7995_01A	19	0.527	24.072	126.695%	6.277	93.572%	1.94028	0.471
TCGA_55_8096_01A	7	0.548	7.849	112.129%	2.543	84.767%	2.13988	0.505
TCGA_55_8097_01A	6	0.554	8.412	140.2%	2.385	84.322%	1.92176	0.519
TCGA_55_8203_01A	15	0.825	13.23	88.2%	3.344	56.524%	1.34121	0.808
TCGA_55_8208_01A	12	0.547	16.448	137.067%	5.059	84.317%	2.26558	0.515
TCGA_55_8299_01A	6	0.718	7.457	124.283%	2.472	71.36%	2.04026	0.707
TCGA_55_8506_01A	160	0.4	190.558	119.099%	53.817	117.049%	1.25752	0.311
TCGA_55_8510_01A	18	0.683	19.903	110.572%	5.518	73.737%	0.96962	0.654
TCGA_55_8511_01A	22	0.76	18.163	82.559%	5.428	65.824%	0.96806	0.735
TCGA_55_8616_01A	283	0.999	36.71	12.972%	11.84	6.602%	0.03942	0.999
TCGA_55_A48X_01A	19	0.922	16.586	87.295%	4.799	53.993%	1.59359	0.92
TCGA_55_A48Z_01A	1	0.037	1.955	195.5%	1.15	115.0%	3.80468	0.017
TCGA_55_A492_01A	75	0.974	35.789	47.719%	10.869	26.478%	0.47625	0.973
TCGA_55_A493_01A	97	0.996	21.244	21.901%	5.632	9.344%	0.13783	0.996
TCGA_55_A494_01A	9	0.465	12.723	141.367%	3.242	97.75%	2.27503	0.406
TCGA_62_A46O_01A	115	0.987	42.193	36.69%	8.811	16.572%	0.23405	0.986
TCGA_62_A46R_01A	11	0.62	12.683	115.3%	3.388	82.171%	1.53469	0.579
TCGA_64_1679_01A	21	0.727	24.201	115.243%	6.625	68.698%	1.42184	0.707
TCGA_64_1681_01A	5	0.088	9.363	187.26%	2.644	118.243%	3.82879	0.005
TCGA_64_5781_01A	43	0.888	27.588	64.158%	7.382	46.048%	0.50427	0.876
TCGA_67_3770_01A	9	0.693	11.23	124.778%	2.977	72.203%	1.64676	0.67
TCGA_67_3774_01A	7	0.081	12.902	184.314%	3.613	120.433%	4.03495	-0.006
TCGA_67_6217_01A	8	0.492	11.266	140.825%	2.941	93.003%	2.0752	0.441
TCGA_69_7973_01A	16	0.7	17.645	110.281%	3.982	78.093%	1.45944	0.661
TCGA_69_7974_01A	19	0.713	21.296	112.084%	4.696	75.196%	1.98714	0.677
TCGA_69_7979_01A	43	0.778	42.929	99.835%	9.51	65.47%	1.57398	0.75
TCGA_69_7980_01A	29	0.807	26.315	90.741%	6.419	59.344%	1.25013	0.787
TCGA_73_4662_01A	12	0.756	12.426	103.55%	3.467	65.52%	1.93701	0.737
TCGA_73_4666_01A	16	0.801	15.166	94.788%	4.162	60.073%	0.98641	0.786
TCGA_73_4670_01A	29	0.708	27.462	94.697%	7.036	78.178%	1.34227	0.669
TCGA_73_7498_01A	6	0.378	8.903	148.383%	2.486	101.491%	2.14043	0.317
TCGA_78_7145_01A	6	0.339	8.998	149.967%	3.35	96.706%	1.90744	0.297
TCGA_78_7146_01A	14	0.76	14.294	102.1%	3.481	65.785%	1.73258	0.734
TCGA_78_7147_01A	21	0.717	22.142	105.438%	6.355	69.755%	1.14757	0.694
TCGA_78_7153_01A	8	0.153	13.737	171.712%	5.002	106.643%	4.33743	0.097
TCGA_78_7158_01A	13	0.621	19.106	146.969%	5.936	78.624%	2.08523	0.603
TCGA_78_7159_01A	22	0.568	24.714	112.336%	6.8	90.869%	1.78635	0.515
TCGA_78_7161_01A	8	0.668	9.445	118.062%	2.785	74.432%	1.83461	0.644
TCGA_78_7220_01A	32	0.788	32.874	102.731%	8.933	61.939%	1.22817	0.773
TCGA_83_5908_01A	9	0.784	10.505	116.722%	3.093	64.494%	1.32312	0.776
TCGA_86_6851_01A	37	0.84	31.288	84.562%	8.198	54.412%	0.88843	0.827
TCGA_86_7954_01A	8	0.67	10.5	131.25%	2.779	74.272%	2.62747	0.646
TCGA_86_8056_01A	7	0.434	9.711	138.729%	2.634	99.556%	1.90918	0.373
TCGA_86_8074_01A	4	0.03	7.713	192.825%	3.099	154.95%	3.77487	-0.011
TCGA_91_6830_01A	9	0.505	12.096	134.4%	2.946	98.2%	1.74433	0.443
TCGA_91_6836_01A	12	0.462	15.782	131.517%	4.229	99.678%	1.88477	0.399
TCGA_91_6840_01A	6	0.301	9.504	158.4%	2.91	102.884%	3.27627	0.243
TCGA_91_6847_01A	6	0.249	9.786	163.1%	3.008	106.349%	3.73346	0.186
TCGA_95_7039_01A	67	0.854	46.185	68.933%	11.89	53.442%	0.60617	0.836
TCGA_95_7043_01A	62	0.861	42.079	67.869%	13.242	51.466%	0.52436	0.85
TCGA_95_7948_01A	7	0.437	9.463	135.186%	2.863	95.433%	2.73044	0.385
TCGA_95_A4VK_01A	7	0.818	8.606	122.943%	2.823	64.764%	1.7442	0.818
TCGA_95_A4VN_01A	24	0.758	23.01	95.875%	5.443	69.126%	1.3307	0.727
TCGA_95_A4VP_01A	5	0.542	7.436	148.72%	2.23	84.286%	2.37728	0.513
TCGA_97_7547_01A	7	0.253	11.664	166.629%	3.272	109.067%	3.31652	0.183
TCGA_97_7553_01A	8	0.353	13.026	162.825%	4.766	150.714%	2.58694	0.32
TCGA_97_7941_01A	7	0.506	9.715	138.786%	2.887	87.046%	2.50762	0.464
TCGA_97_8175_01A	2	0.03	3.944	197.2%	1.538	108.753%	5.13099	-0.024
TCGA_97_A4M0_01A	17	0.743	18.099	106.465%	4.877	66.991%	0.92097	0.721
TCGA_97_A4M1_01A	1	0.037	1.955	195.5%	1.15	115.0%	3.80468	0.017
TCGA_97_A4M3_01A	6	0.594	8.022	133.7%	2.279	80.575%	1.97679	0.562
TCGA_99_7458_01A	23	0.782	21.706	94.374%	5.262	63.347%	1.25342	0.758
TCGA_J2_8194_01A	5	0.5	5.817	116.34%	2.311	87.348%	2.50428	0.467
TCGA_J2_A4AD_01A	17	0.722	19.671	115.712%	4.518	70.559%	2.00576	0.693
TCGA_J2_A4AG_01A	8	0.547	12.073	150.912%	3.181	85.016%	2.54009	0.511
TCGA_L4_A4E5_01A	7	0.827	7.773	111.043%	2.368	61.141%	0.92539	0.824
TCGA_L9_A443_01A	14	0.752	15.826	113.043%	3.973	66.217%	1.46519	0.732
TCGA_L9_A444_01A	36	0.853	27.18	75.5%	6.216	52.914%	0.58464	0.833
TCGA_MP_A4T4_01A	17	0.781	15.002	88.247%	4.369	62.414%	0.93487	0.762
TCGA_MP_A4T9_01A	1	0.037	1.955	195.5%	1.15	115.0%	3.80468	0.017
TCGA_MP_A4TF_01A	18	0.7	17.807	98.928%	4.961	73.146%	2.04864	0.669
TCGA_MP_A4TH_01A	7	0.806	7.686	109.8%	2.444	63.104%	1.21146	0.802
TCGA_NJ_A4YQ_01A	48	0.868	35.002	72.921%	9.517	49.883%	0.54899	0.857
TCGA_NJ_A55O_01A	7	0.741	8.189	116.986%	2.454	68.062%	1.2204	0.728
TCGA_O1_A52J_01A	9	0.372	13.24	147.111%	3.316	110.533%	2.17228	0.294
