NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	2.63	37.822	1.298	31.456	0.243	0.929	30000.0
2	2.391	39.713	1.159	31.828	0.277	0.911	40000.0
3	2.906	41.207	1.34	32.709	0.282	0.917	30000.0
4	2.646	40.548	1.195	29.995	0.287	0.932	20000.0
5	2.978	46.368	1.398	35.245	0.31	0.913	30000.0
6	3.147	48.202	1.459	38.08	0.34	0.906	30000.0
7	2.747	35.984	1.269	28.565	0.205	0.949	20000.0
8	3.582	60.079	1.676	43.966	0.461	0.838	20000.0
9	3.725	53.838	1.668	39.63	0.394	0.871	20000.0
10	3.425	51.295	1.538	36.369	0.374	0.887	30000.0
11	3.095	42.32	1.392	32.699	0.3	0.922	40000.0
12	2.857	46.816	1.496	38.081	0.342	0.886	20000.0
13	2.905	46.827	1.407	33.299	0.322	0.908	40000.0
14	4.331	61.428	1.977	47.242	0.417	0.871	30000.0
15	3.454	49.7	1.633	39.062	0.396	0.876	40000.0
16	3.393	47.686	1.499	35.847	0.337	0.9	40000.0
17	2.444	37.324	1.23	29.684	0.235	0.945	30000.0
18	2.87	46.406	1.484	36.149	0.352	0.896	20000.0
19	3.694	58.354	1.688	42.206	0.371	0.879	30000.0
20	2.5	41.592	1.179	31.389	0.265	0.935	20000.0
21	3.494	53.348	1.597	39.335	0.382	0.9	30000.0
22	2.965	46.776	1.351	33.938	0.37	0.88	30000.0
23	2.918	42.931	1.298	31.925	0.31	0.93	20000.0
24	2.637	46.327	1.219	32.521	0.377	0.909	30000.0
25	2.552	42.492	1.186	33.536	0.267	0.928	30000.0
26	3.459	50.863	1.556	40.521	0.391	0.876	30000.0
27	3.678	56.776	1.785	43.962	0.368	0.883	40000.0
28	3.225	43.486	1.466	32.793	0.298	0.925	20000.0
29	3.11	52.569	1.477	37.803	0.418	0.874	20000.0
30	3.92	57.587	1.862	43.593	0.365	0.881	40000.0
31	2.665	37.891	1.319	29.068	0.232	0.949	40000.0
32	3.5	47.489	1.634	37.533	0.281	0.924	30000.0
33	3.201	47.769	1.537	36.495	0.314	0.909	20000.0
34	2.934	37.827	1.343	31.758	0.265	0.929	20000.0
35	3.679	62.244	1.667	44.252	0.47	0.84	40000.0
36	3.328	47.744	1.54	37.712	0.303	0.908	20000.0
37	3.144	47.367	1.492	36.685	0.304	0.918	20000.0
38	2.757	46.752	1.375	34.657	0.358	0.899	20000.0
39	4.209	60.164	1.924	44.533	0.428	0.864	20000.0
40	2.593	39.966	1.22	32.037	0.295	0.912	30000.0
41	3.514	57.88	1.694	41.472	0.393	0.872	40000.0
42	2.247	32.963	1.05	23.094	0.2	0.961	30000.0
43	3.175	49.896	1.456	35.211	0.336	0.924	30000.0
44	2.722	41.978	1.269	30.85	0.3	0.922	30000.0
45	3.546	57.553	1.589	42.054	0.429	0.865	20000.0
46	3.505	57.216	1.7	43.719	0.43	0.84	20000.0
47	2.622	40.816	1.241	31.871	0.253	0.948	20000.0
48	3.209	49.089	1.415	36.541	0.371	0.878	30000.0
49	3.907	59.734	1.765	44.813	0.374	0.893	50000.0
50	3.326	50.639	1.465	35.89	0.318	0.918	30000.0
