MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H
TA>GC	0.000603411828970622	8.734194718556409e-05	8.21254662251714e-05	4.7898986067665876e-05	0.00022690306285357692	9.586297110022901e-05	0.00023108365542157117	0.0004921878581220972
TA>GG	0.0006022800425150816	8.726838657933555e-05	8.236520479163757e-05	4.7851356078105356e-05	0.00022477319323340635	9.579343151551345e-05	0.00023108328705802704	0.0004964341291923892
TA>GT	0.0006020000680457332	8.735360221294286e-05	8.242155728819412e-05	4.750678676265677e-05	0.0002318984309495659	9.607785398393326e-05	0.00023108380937628681	0.0004873432066177149
TC>AA	0.0006024230172938376	8.73520455350807e-05	8.234021016160481e-05	4.7293010815093046e-05	0.00022613148784053866	9.535333502742909e-05	0.00023108250008135655	0.0004995931549479761
TC>AG	0.0006013734287092325	8.748852285989983e-05	8.25277649915563e-05	4.730969135504031e-05	0.00022464988665273495	9.542497029043695e-05	0.00023108239928660624	0.0004958509833553986
TC>AT	0.0006022449869044905	8.729278368477367e-05	8.24025223110589e-05	4.818728292699161e-05	0.00022658975105559372	9.59108841768952e-05	0.00023108206854431047	0.0004938459826855994
TC>CA	0.0006016871406024176	8.745051298152618e-05	8.241983413889649e-05	4.740073180085028e-05	0.0002257429024707712	9.580848554902044e-05	0.00023108261660581775	0.000494491151584279
TC>CG	0.0006032784306499387	8.69570876989556e-05	8.21860171138164e-05	4.8893708945166537e-05	0.00022644471971046333	9.533828041393577e-05	0.000231074840785368	0.0005031551364666887
TC>CT	0.0006022546757737923	8.733357001375453e-05	8.241014992213653e-05	4.823079329618223e-05	0.0002246865054688173	9.642513175755596e-05	0.0002310825915674286	0.0004929981326187954
TC>GA	0.0006037806378277121	8.747669192025853e-05	8.202029130831383e-05	4.8572153557420355e-05	0.00022600415017150932	9.560421665540302e-05	0.0002310810245671746	0.0004963673433881603
TC>GG	0.0006028833740583848	8.729941604428858e-05	8.239793490154392e-05	4.788768601571054e-05	0.0002260542475309244	9.55989447874167e-05	0.00023108300084913935	0.0004956648797999807
TC>GT	0.0006014049131546076	8.725334564699594e-05	8.2578843742897e-05	4.791938586063307e-05	0.0002251392543428901	9.530849657097773e-05	0.00023108263556878228	0.0004983243017479093
TG>AA	0.0006031051190326039	8.74417790305948e-05	8.226068145620715e-05	4.798259168877569e-05	0.00022751704474961238	9.515315809589642e-05	0.00023108231257538137	0.0005033920331295621
TG>AC	0.0006025773729685018	8.711726164799316e-05	8.226679097915445e-05	4.7868093938876266e-05	0.00022792094046176172	9.535789048107569e-05	0.00023107903777145112	0.0005022847475667849
TG>AT	0.0006016474560960213	8.746996343738544e-05	8.252778934788933e-05	4.6471019186712484e-05	0.0002269542606258726	9.592860726086588e-05	0.00023108350777874875	0.0004926536135228988
TG>CA	0.0006024442198722341	8.736245310492663e-05	8.235101112365129e-05	4.833464425308824e-05	0.00022897717693898235	9.559395053724052e-05	0.00023108292957203956	0.0004926896857138046
TG>CC	0.0006020758332015161	8.737689343805144e-05	8.238877564152487e-05	4.8779798323975965e-05	0.00022362580792031545	9.54925792546013e-05	0.00023108196122848313	0.0004983852214680046
TG>CT	0.000602314075741037	8.748276076918415e-05	8.243198280718863e-05	4.7659686303414204e-05	0.00022854829549307613	9.571003451259954e-05	0.00023107674783204857	0.0004884506155820155
TG>GA	0.0006014943853703627	8.731955583668238e-05	8.254297230750008e-05	4.7108055675950704e-05	0.00022595941408783438	9.524419853439935e-05	0.00023106770616323046	0.0005016883947972651
TG>GC	0.0006015211150525258	8.724305969826318e-05	8.252281179414969e-05	4.711781329023786e-05	0.00022481759315101996	9.546782028978518e-05	0.00023108245814910334	0.0005013610910592832
TG>GT	0.0006024017740077312	8.746789734196624e-05	8.240195991771743e-05	4.702524703598829e-05	0.00022710324670749155	9.537527831676217e-05	0.00023108198762656685	0.0004968066893917298
TT>AA	0.0006024313644051619	8.73148677571578e-05	8.242991342299781e-05	4.780663823070113e-05	0.0002266505736057211	9.570640437530808e-05	0.0002310828348481664	0.0004918850533420699
TT>AC	0.0006034394462558161	8.732946274536246e-05	8.209425629245906e-05	4.825232633532352e-05	0.00022406359155998398	9.586128646518267e-05	0.00023108359921025112	0.0004936050882104018
TT>AG	0.000602985463712011	8.729700599483081e-05	8.228164524475095e-05	4.8397710405655645e-05	0.00022493589789017782	9.590523879877966e-05	0.00023108355397198467	0.0004895170694195635
TT>CA	0.0006028880368035665	8.716148797889289e-05	8.223789367822965e-05	4.8319747063492695e-05	0.00022705617887930026	9.598661658638208e-05	0.0002310825496351754	0.0004910534033776486
TT>CC	0.0006015794664718888	8.729492014431629e-05	8.243178361692426e-05	4.7693381270757634e-05	0.00022478044912830762	9.597627731593214e-05	0.00023108366763153755	0.0004912979482240742
TT>CG	0.000601645106686879	8.736563012048392e-05	8.25549750439014e-05	4.8482854128224644e-05	0.00022727246630936435	9.509272747577139e-05	0.00023108173504169828	0.0005036041192581349
TT>GA	0.0006022900987580679	8.718942561950272e-05	8.240359950194428e-05	4.811780070298954e-05	0.00022670394400607592	9.61149199096424e-05	0.00023108205590688158	0.0004927260082565094
TT>GC	0.0006019471156103825	8.73322123484499e-05	8.239486314107092e-05	4.776575085801442e-05	0.00022686809903251466	9.556882017414337e-05	0.00023108173346827242	0.0004981707815989726
TT>GG	0.0006024889345980877	8.74033931596152e-05	8.24351671539695e-05	4.698137032398551e-05	0.00022610815258849036	9.551781431654943e-05	0.00023106015355324418	0.000498438517875084
