NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	5.693	97.585	2.163	60.312	1.196	0.707	40000.0
2	5.784	95.058	2.128	56.014	1.134	0.75	20000.0
3	5.444	93.723	1.988	56.376	1.207	0.721	30000.0
4	6.44	108.657	2.513	67.473	1.253	0.671	20000.0
5	6.0	103.384	2.322	63.637	1.217	0.706	20000.0
6	6.334	105.002	2.318	63.657	1.288	0.688	20000.0
7	5.495	93.953	2.079	55.875	1.124	0.74	20000.0
8	5.872	98.412	2.174	59.541	1.125	0.74	20000.0
9	5.68	96.185	2.111	57.338	1.176	0.744	30000.0
10	5.916	96.716	2.164	57.771	1.219	0.731	20000.0
11	5.403	94.734	2.045	57.49	1.179	0.721	30000.0
12	5.829	104.191	2.273	62.371	1.279	0.692	20000.0
13	5.617	93.316	2.075	56.733	1.164	0.727	20000.0
14	5.492	92.403	2.032	54.75	1.118	0.744	30000.0
15	5.422	91.56	2.04	54.66	1.13	0.757	30000.0
16	5.392	91.903	2.02	55.189	1.184	0.732	20000.0
17	5.913	100.199	2.273	60.578	1.178	0.723	30000.0
18	5.537	95.386	2.1	58.857	1.161	0.736	30000.0
19	5.637	97.65	2.184	59.525	1.175	0.724	30000.0
20	5.727	99.53	2.184	59.912	1.132	0.731	20000.0
21	6.06	101.089	2.234	60.469	1.207	0.734	20000.0
22	5.442	90.782	2.004	54.151	1.139	0.746	30000.0
23	5.844	99.334	2.14	60.197	1.278	0.702	40000.0
24	5.772	91.794	2.124	55.849	1.113	0.757	30000.0
25	5.619	95.72	2.088	58.457	1.13	0.741	40000.0
26	5.503	95.133	2.047	58.101	1.146	0.736	30000.0
27	5.46	93.46	2.002	56.454	1.162	0.726	20000.0
28	5.809	100.157	2.207	59.784	1.159	0.731	20000.0
29	5.775	95.768	2.185	59.275	1.167	0.73	30000.0
30	5.883	96.8	2.161	58.215	1.254	0.713	20000.0
31	5.543	94.219	2.076	57.073	1.187	0.731	20000.0
32	6.273	107.129	2.269	63.323	1.296	0.686	20000.0
33	6.087	103.003	2.233	61.896	1.224	0.71	20000.0
34	6.186	105.849	2.348	63.846	1.252	0.71	40000.0
35	5.903	100.382	2.215	61.958	1.189	0.717	30000.0
36	5.968	103.554	2.23	62.713	1.25	0.701	20000.0
37	5.665	97.871	2.146	60.756	1.205	0.71	40000.0
38	5.65	99.563	2.107	59.726	1.236	0.729	20000.0
39	5.488	96.065	2.066	58.663	1.164	0.739	30000.0
40	5.664	95.83	2.099	56.731	1.15	0.741	20000.0
41	5.731	97.936	2.145	60.004	1.217	0.724	20000.0
42	5.59	94.946	2.099	57.145	1.158	0.74	20000.0
43	5.634	98.405	2.084	59.107	1.25	0.713	20000.0
44	5.76	96.301	2.13	57.419	1.146	0.75	20000.0
45	5.685	98.977	2.14	60.188	1.213	0.701	20000.0
46	5.963	101.393	2.278	62.729	1.231	0.701	40000.0
47	6.176	107.343	2.374	64.113	1.243	0.687	20000.0
48	5.363	93.517	1.989	55.576	1.159	0.723	20000.0
49	5.138	88.717	1.948	53.866	1.142	0.747	40000.0
50	5.552	94.833	2.073	58.107	1.142	0.738	30000.0
51	5.638	97.068	2.121	59.233	1.188	0.711	20000.0
52	5.614	97.352	2.184	60.901	1.157	0.72	50000.0
53	5.658	99.29	2.132	59.26	1.205	0.725	30000.0
54	6.178	104.585	2.408	64.148	1.216	0.689	30000.0
55	5.943	99.732	2.226	59.416	1.201	0.723	20000.0
56	5.672	92.472	2.073	56.432	1.146	0.746	20000.0
57	5.561	93.696	2.021	57.172	1.152	0.745	30000.0
58	5.791	97.745	2.152	59.814	1.197	0.725	30000.0
59	5.877	96.951	2.185	58.747	1.151	0.737	20000.0
60	5.959	103.557	2.295	62.827	1.268	0.693	30000.0
61	5.733	97.945	2.105	58.344	1.268	0.721	30000.0
62	5.476	95.095	2.037	57.71	1.187	0.725	40000.0
63	6.169	105.015	2.432	64.341	1.224	0.701	20000.0
64	5.355	90.574	2.024	55.129	1.151	0.734	20000.0
65	5.837	100.203	2.172	59.994	1.176	0.735	30000.0
66	5.431	91.363	1.97	54.705	1.16	0.743	20000.0
67	5.939	104.212	2.287	62.635	1.241	0.701	20000.0
68	5.505	93.206	2.104	57.045	1.203	0.73	20000.0
69	5.78	100.683	2.313	62.535	1.226	0.704	20000.0
70	6.008	101.577	2.276	61.892	1.204	0.726	20000.0
71	5.801	99.27	2.139	58.989	1.186	0.72	20000.0
72	6.062	105.104	2.235	62.138	1.208	0.706	30000.0
73	6.092	102.281	2.291	61.113	1.266	0.709	40000.0
74	6.066	102.578	2.262	63.352	1.24	0.696	30000.0
75	5.929	98.161	2.233	59.255	1.157	0.733	30000.0
76	6.38	109.2	2.396	65.481	1.281	0.686	20000.0
77	5.656	97.768	2.157	58.915	1.173	0.733	30000.0
78	5.736	98.071	2.174	60.242	1.208	0.728	30000.0
79	5.978	102.622	2.283	62.784	1.225	0.698	20000.0
80	5.805	100.492	2.133	59.881	1.239	0.713	20000.0
81	5.656	96.195	2.156	58.637	1.173	0.738	20000.0
82	5.931	100.148	2.221	59.559	1.23	0.702	20000.0
83	5.575	95.213	2.135	58.132	1.137	0.749	20000.0
