MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
1:Del:C:1	0.6711653631925583	0.0038038411757588832	0.10939404257382165	0.007973443421919333	0.0458847528124295	0.05166875401521253	0.023491050309747834
1:Del:C:2	0.04630683767946039	0.005612112842001773	0.43783239865675566	0.04356850216190651	0.013558739128230855	0.021643421250076927	0.016751863582802468
1:Del:C:3	0.020280714012701023	2.0117954115939084e-08	0.09894462678209635	0.0429866984648271	0.07952102284711145	0.04407044035646401	0.014951010843147402
1:Del:C:4	0.021145726218942257	0.0010015334785116181	0.016665283862449774	0.13020076123084778	0.049906079607458194	0.07622357748948055	0.026182238596405227
1:Del:C:5	0.0033764453688991127	1.4585154122670475e-07	0.01203218188960136	0.16439523635141085	0.014342120962474812	0.006440675414363568	0.0015803099786080258
1:Del:T:0	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
1:Del:T:1	0.016766152426144532	0.007565486271595887	0.022665377774630714	0.0225941462965784	0.24336365514123487	0.026788741691892427	0.051867145730266205
1:Del:T:2	0.01175130224654538	3.2004300063448455e-08	0.011316057565133803	0.004412384163614717	0.04448071408827104	0.030589844007258192	0.018217833386469238
1:Del:T:3	0.005218274891354042	5.777859184874556e-08	0.008249029070575915	0.035285605932654104	0.013416600026670835	0.03224465643182043	0.017175635846288628
1:Del:T:4	0.013932769235965451	0.00037253948958529295	0.0056998495030171625	0.00654212503263853	0.011909588244809725	0.02673863492111721	0.018359763669036994
1:Del:T:5	2.261579307969441e-06	0.0016572452221170276	0.002114918218146187	0.10559729906729216	0.0004588271330487892	0.0030900178524820277	0.0018026635351272092
1:Ins:C:0	0.0014231743348055658	0.027072799019515516	0.00558010632532433	0.0007656298283980334	0.01305636602222421	0.011709223014289023	0.008143683252081929
1:Ins:C:1	0.004738316057958301	0.005465432064830935	0.005795522786992819	0.0061379115538239045	0.012223747888532194	0.01669502667624137	0.005624541109157377
1:Ins:C:2	0.006614665162907656	8.352901848569516e-05	0.011421524409140887	0.007043676083943637	0.013296111988891824	0.013061329438856201	0.002879283421041805
1:Ins:C:3	0.0040420368081935006	6.091835327737272e-08	0.015128848018089513	0.0024687512593934884	0.01026756441392166	0.010586732242688584	0.005639279371581835
1:Ins:C:4	0.006481177017343498	0.0023755736708382714	0.005645588986998859	0.022885717835824552	0.004278259980607686	0.008105150276098243	0.0028503294535452994
1:Ins:C:5	0.0035607526985614157	6.0119488019356736e-05	0.004265722785278261	0.0724432608505731	0.01098109776166318	0.02363693776351397	0.008013817028967198
1:Ins:T:0	0.019595794681412714	0.04014962955377996	0.016485763140064193	0.007954553802672954	0.052140243014746374	0.021246960820555633	0.01165732651788062
1:Ins:T:1	0.03863635854312008	0.013420822310357607	0.08672874974575961	0.006285313710573687	0.05942920713474706	0.06935455335747451	0.01543649608474709
1:Ins:T:2	0.022810125016952724	0.004442448597119047	0.030899649614390227	0.01672035373331255	0.07084043003752243	0.0317732951832555	0.019117442840356914
1:Ins:T:3	0.008861617731847958	0.002577476955039468	0.008778373334120317	0.012371752832677316	0.007632761683883587	0.007887565147305872	0.0007684481446894509
1:Ins:T:4	0.004843590342246795	0.00016236649929229685	0.002132732144638627	0.011432622087828293	0.012647298731503298	0.007810232331565316	0.005914088364664422
1:Ins:T:5	0.0010196873498425545	1.2033972646818824e-07	0.002301678059007859	0.1273570855034086	0.007635108693871757	0.004946830129923114	0.0015675581585730925
2:Del:R:0	0.0017107548017625618	0.005591098606246021	0.008496882860786172	0.031021921917749752	0.023101556897954935	0.02301557322009188	0.014564976884889589
2:Del:R:1	0.004930955824942061	6.869476166571076e-08	0.0018217427275629915	0.013463446688676583	0.0038464022352448523	0.014307916988640201	0.00669061204466044
2:Del:R:2	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
2:Del:R:3	4.908121303515145e-06	2.3686588981330914e-07	6.50166116841433e-05	0.0027457530257504457	6.186728047907764e-06	4.995508043009522e-05	4.1461523687758016e-05
2:Del:R:4	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
2:Del:R:5	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
3:Del:R:0	0.002808059514996728	3.5713738382792126e-05	0.0034083915073730964	0.01932378013406108	0.019873870448397783	0.01374138175455002	0.009552513580133563
3:Del:R:1	0.0014496004788706607	1.4492883981809257e-07	0.0014452125205991705	0.0006854146457285992	0.0007012794778411546	0.0012378548918006338	0.0012149489929606716
3:Del:R:2	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
3:Del:R:3	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
3:Del:R:4	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
3:Del:R:5	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
4:Del:R:0	0.00011537590879228787	0.0035088927724880392	0.0017791442578428019	0.01866164311909131	0.01633623957180298	0.024675558497173997	0.01293059411684908
4:Del:R:1	0.001550689006455741	1.3940050155980543e-07	0.00026143283858775845	0.00010867891253668382	0.000854208485870629	0.0023865937528773883	0.0033161878334510677
4:Del:R:2	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
4:Del:R:3	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
4:Del:R:4	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
4:Del:R:5	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
5:Del:R:0	0.008122191792455737	0.015139911528108882	0.0026535794234399646	0.012704639229853286	0.008090552125482873	0.008238614068919722	0.46790524415671825
5:Del:R:1	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
5:Del:R:2	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
5:Del:R:3	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
5:Del:R:4	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
5:Del:R:5	6.676058030734566e-06	2.790712175348986e-07	4.698718274767089e-06	1.9136701922661812e-06	7.5152705611003515e-06	9.683583405148966e-06	1.4870911509206052e-05
2:Ins:R:0	0.001408450882459391	0.04861268498003483	0.010577716641109087	0.002368407601401472	0.011967070864183143	0.03332883060250225	0.007773142666220565
2:Ins:R:1	0.0024128417787636636	0.0017547537475072704	0.004079909763404856	0.004825088118429477	0.0026372947303318762	0.003385982012530633	0.0015788906483055597
2:Ins:R:2	0.0001980232611788324	2.3892375530465413e-07	9.385011657172981e-05	0.0006783657997054623	0.00217880691378511	0.0005592325671602794	0.00041473151426203004
