NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	14.507	108.064	4.506	68.505	1.105	0.673	30000.0
2	13.878	101.451	4.247	63.986	1.033	0.725	20000.0
3	14.393	108.485	4.456	68.48	1.092	0.682	30000.0
4	14.434	109.253	4.387	69.28	1.11	0.672	30000.0
5	14.683	108.58	4.506	68.921	1.093	0.673	20000.0
6	14.788	111.976	4.501	71.323	1.155	0.642	20000.0
7	14.742	111.197	4.54	70.068	1.188	0.643	30000.0
8	14.702	112.147	4.504	71.065	1.185	0.639	30000.0
9	14.187	107.808	4.327	68.348	1.157	0.656	30000.0
10	14.917	110.027	4.599	70.961	1.125	0.65	20000.0
11	14.295	107.114	4.431	67.478	1.126	0.685	40000.0
12	14.346	102.846	4.411	65.568	1.028	0.704	40000.0
13	14.333	105.683	4.401	67.334	1.116	0.682	30000.0
14	14.314	106.277	4.335	67.016	1.1	0.689	30000.0
15	14.42	108.803	4.488	69.903	1.086	0.665	20000.0
16	14.785	110.758	4.53	71.27	1.16	0.633	40000.0
17	14.997	110.283	4.64	69.419	1.127	0.664	30000.0
18	14.351	107.728	4.427	69.187	1.103	0.67	20000.0
19	14.215	105.799	4.459	68.114	1.082	0.677	20000.0
20	14.74	111.4	4.553	70.956	1.187	0.639	30000.0
21	14.638	107.497	4.426	67.591	1.086	0.694	30000.0
22	14.443	107.13	4.352	68.289	1.099	0.685	30000.0
23	14.404	110.477	4.323	69.461	1.162	0.657	20000.0
24	14.484	108.406	4.495	69.349	1.127	0.665	20000.0
25	14.416	107.133	4.372	67.987	1.128	0.68	30000.0
26	14.384	111.194	4.346	70.635	1.15	0.645	30000.0
27	15.127	112.75	4.584	71.776	1.198	0.636	20000.0
28	14.818	109.431	4.577	69.661	1.109	0.66	40000.0
29	14.285	110.367	4.502	70.46	1.146	0.651	60000.0
30	15.005	110.56	4.571	70.268	1.145	0.659	20000.0
31	14.89	111.146	4.78	71.687	1.133	0.645	20000.0
32	14.301	105.281	4.397	67.007	1.118	0.686	30000.0
33	14.627	108.675	4.519	69.997	1.108	0.657	40000.0
34	14.723	110.172	4.596	71.287	1.139	0.647	30000.0
35	14.942	110.991	4.48	70.098	1.134	0.658	20000.0
36	14.422	105.987	4.293	66.09	1.101	0.704	20000.0
37	13.734	103.457	4.131	66.473	1.149	0.681	40000.0
38	14.114	104.189	4.383	66.707	1.073	0.693	40000.0
39	14.65	107.239	4.391	66.979	1.128	0.692	30000.0
40	15.426	112.943	4.638	70.163	1.185	0.656	40000.0
41	15.66	116.385	4.791	74.056	1.283	0.601	40000.0
42	14.334	108.374	4.303	68.978	1.159	0.662	20000.0
43	14.723	110.591	4.524	70.221	1.195	0.647	20000.0
44	15.183	112.229	4.662	71.806	1.168	0.635	20000.0
45	14.684	109.351	4.565	68.98	1.132	0.67	30000.0
46	14.59	110.796	4.455	70.556	1.179	0.652	40000.0
