NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	3.822	64.74	1.551	43.06	0.703	0.819	30000.0
2	4.177	67.22	1.689	43.513	0.672	0.836	30000.0
3	3.949	68.39	1.612	45.414	0.747	0.814	20000.0
4	4.188	67.804	1.694	45.596	0.709	0.807	40000.0
5	3.899	64.53	1.566	42.434	0.682	0.831	20000.0
6	4.391	73.019	1.733	47.842	0.803	0.789	20000.0
7	3.826	65.522	1.561	42.609	0.661	0.829	20000.0
8	4.318	71.048	1.731	47.745	0.71	0.814	20000.0
9	4.121	70.374	1.659	46.278	0.758	0.802	20000.0
10	4.188	69.67	1.687	46.544	0.762	0.802	20000.0
11	4.052	71.718	1.69	47.486	0.748	0.786	20000.0
12	4.104	71.348	1.742	47.615	0.789	0.795	20000.0
13	3.971	67.4	1.638	44.715	0.688	0.816	30000.0
14	3.671	63.288	1.533	42.199	0.665	0.832	20000.0
15	3.893	67.647	1.61	44.711	0.71	0.817	20000.0
16	4.286	73.503	1.775	48.379	0.776	0.791	30000.0
17	3.997	66.245	1.661	44.967	0.683	0.814	20000.0
18	3.86	67.456	1.596	46.032	0.742	0.805	40000.0
19	3.834	66.238	1.599	44.198	0.703	0.811	20000.0
20	3.935	66.899	1.587	43.53	0.702	0.816	20000.0
21	4.202	68.818	1.685	45.754	0.755	0.813	30000.0
22	3.99	67.715	1.596	45.183	0.744	0.81	30000.0
23	4.589	78.729	1.817	51.702	0.847	0.779	30000.0
24	4.199	67.208	1.687	44.335	0.702	0.827	20000.0
25	4.07	68.217	1.64	45.863	0.69	0.821	20000.0
26	3.903	67.374	1.556	44.232	0.71	0.816	20000.0
27	4.028	68.809	1.611	45.487	0.729	0.813	20000.0
28	3.697	66.152	1.527	42.816	0.7	0.82	20000.0
29	4.136	68.542	1.669	45.298	0.698	0.802	30000.0
30	4.454	74.064	1.783	48.957	0.807	0.792	20000.0
31	3.811	66.307	1.578	44.284	0.706	0.818	50000.0
32	4.754	81.383	1.838	51.432	0.835	0.774	30000.0
33	4.653	77.654	1.823	51.037	0.798	0.789	50000.0
34	4.242	70.759	1.699	46.84	0.749	0.807	20000.0
35	3.934	65.713	1.613	44.842	0.724	0.815	30000.0
36	4.072	70.994	1.672	47.222	0.767	0.805	30000.0
37	4.381	74.701	1.781	49.354	0.766	0.784	20000.0
38	4.161	72.138	1.696	47.764	0.832	0.79	30000.0
39	3.669	65.549	1.521	43.77	0.703	0.831	40000.0
40	3.909	65.836	1.564	43.508	0.73	0.813	30000.0
41	4.23	73.778	1.709	48.134	0.754	0.799	40000.0
42	4.214	72.112	1.679	47.034	0.785	0.799	20000.0
43	4.213	72.943	1.658	46.504	0.766	0.801	30000.0
44	4.389	69.167	1.719	44.75	0.734	0.826	40000.0
45	4.391	73.688	1.745	47.578	0.754	0.798	30000.0
46	3.914	68.606	1.623	45.699	0.741	0.803	40000.0
47	3.936	67.481	1.609	43.721	0.742	0.81	30000.0
48	3.814	65.992	1.529	43.139	0.735	0.802	30000.0
49	3.931	65.737	1.595	42.395	0.695	0.822	30000.0
50	4.157	70.332	1.699	46.987	0.726	0.818	40000.0
51	4.058	69.409	1.628	44.919	0.695	0.813	30000.0
52	4.026	67.165	1.608	44.649	0.704	0.818	50000.0
53	4.264	74.204	1.755	48.748	0.761	0.793	20000.0
54	4.371	72.117	1.774	47.569	0.712	0.808	20000.0
55	4.231	71.79	1.732	46.876	0.747	0.806	20000.0
56	4.027	65.442	1.587	42.757	0.694	0.824	40000.0
57	4.36	71.443	1.702	47.612	0.726	0.807	40000.0
58	4.438	75.637	1.774	48.853	0.751	0.792	30000.0
59	4.466	72.523	1.767	47.864	0.77	0.798	30000.0
60	4.052	69.506	1.665	45.459	0.758	0.801	20000.0
61	4.589	79.964	1.831	51.102	0.823	0.783	20000.0
62	3.982	68.88	1.625	45.886	0.73	0.817	50000.0
63	3.869	66.467	1.612	43.831	0.727	0.813	20000.0
64	3.671	62.745	1.489	41.788	0.714	0.816	30000.0
65	4.036	67.327	1.62	44.293	0.736	0.827	30000.0
66	4.157	70.233	1.649	46.153	0.772	0.808	20000.0
67	4.043	72.052	1.658	47.188	0.754	0.808	70000.0
68	3.942	66.969	1.624	44.844	0.751	0.805	30000.0
69	3.753	65.03	1.614	43.704	0.716	0.817	30000.0
70	4.126	70.391	1.682	45.746	0.732	0.808	20000.0
71	4.151	69.903	1.68	46.052	0.715	0.816	30000.0
72	4.448	74.585	1.753	48.431	0.791	0.791	60000.0
73	4.477	75.739	1.842	49.777	0.78	0.787	30000.0
74	4.37	73.82	1.728	48.57	0.772	0.794	20000.0
75	3.996	65.488	1.606	42.874	0.695	0.819	20000.0
76	4.396	75.799	1.75	49.017	0.777	0.786	20000.0
77	4.055	70.173	1.667	45.35	0.716	0.818	50000.0
78	3.997	66.841	1.625	44.541	0.724	0.819	30000.0
79	4.037	69.427	1.667	45.785	0.735	0.81	20000.0
80	4.357	73.583	1.729	48.579	0.77	0.787	20000.0
81	4.237	70.246	1.716	46.269	0.731	0.822	40000.0
82	4.356	74.321	1.821	49.421	0.793	0.777	20000.0
83	3.766	65.204	1.548	43.755	0.713	0.819	20000.0
84	4.291	71.637	1.676	46.025	0.754	0.8	70000.0
85	4.039	68.795	1.651	45.504	0.697	0.815	40000.0
86	3.958	64.924	1.578	43.362	0.661	0.823	20000.0
87	3.893	67.778	1.58	43.272	0.735	0.822	30000.0
88	4.442	73.655	1.789	48.636	0.748	0.798	20000.0
89	4.193	71.501	1.71	47.859	0.734	0.796	20000.0
90	4.275	70.605	1.69	46.629	0.759	0.806	20000.0
91	4.068	71.541	1.649	46.602	0.779	0.789	30000.0
92	4.107	68.456	1.639	45.126	0.756	0.81	20000.0
93	3.975	69.213	1.603	45.886	0.714	0.817	50000.0
94	4.248	74.316	1.755	48.801	0.788	0.794	20000.0
95	4.048	71.12	1.649	46.071	0.794	0.802	20000.0
96	4.238	71.581	1.717	47.17	0.74	0.809	30000.0
97	4.321	72.115	1.723	46.945	0.772	0.805	30000.0
98	4.27	74.37	1.768	48.898	0.765	0.802	20000.0
99	4.171	69.765	1.679	46.107	0.738	0.8	20000.0
100	4.519	76.773	1.807	49.826	0.788	0.79	20000.0
