NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	17.268	123.905	5.295	77.175	1.473	0.571	30000.0
2	16.596	121.608	4.935	73.564	1.437	0.608	30000.0
3	17.057	121.295	5.165	75.199	1.4	0.601	20000.0
4	17.125	123.311	5.082	75.793	1.432	0.588	20000.0
5	17.054	120.85	5.015	74.232	1.407	0.611	30000.0
6	17.118	122.266	5.03	76.129	1.447	0.585	20000.0
7	17.079	122.897	5.121	75.728	1.48	0.588	20000.0
8	17.003	123.543	5.077	75.813	1.483	0.582	30000.0
9	16.701	120.713	4.952	74.184	1.449	0.604	20000.0
10	17.322	123.879	5.176	76.236	1.457	0.587	20000.0
11	16.751	121.035	5.159	75.329	1.45	0.592	30000.0
12	16.886	121.306	5.088	74.268	1.419	0.606	40000.0
13	16.795	122.654	5.055	74.872	1.445	0.598	30000.0
14	17.166	124.558	5.093	76.397	1.513	0.581	30000.0
15	17.04	123.141	5.007	75.57	1.446	0.59	30000.0
16	17.259	123.531	5.113	76.193	1.458	0.579	30000.0
17	17.441	124.997	5.241	76.284	1.475	0.582	30000.0
18	17.039	124.161	5.095	76.967	1.47	0.568	30000.0
19	16.814	121.238	5.111	75.171	1.408	0.599	40000.0
20	17.052	123.261	5.09	75.823	1.47	0.582	20000.0
21	17.226	123.002	5.162	75.784	1.435	0.591	20000.0
22	17.144	122.968	5.043	75.52	1.461	0.595	20000.0
23	17.33	124.296	5.145	76.726	1.479	0.575	20000.0
24	17.322	123.655	5.165	76.296	1.471	0.578	30000.0
25	17.086	122.59	5.066	75.634	1.44	0.597	40000.0
26	16.811	123.738	4.904	75.661	1.459	0.583	40000.0
27	17.144	124.225	5.001	76.135	1.485	0.581	40000.0
28	17.059	121.889	5.136	75.098	1.417	0.6	20000.0
29	16.736	124.23	5.092	76.622	1.497	0.572	40000.0
30	17.304	123.516	5.099	76.074	1.483	0.589	30000.0
31	17.17	123.224	5.264	76.683	1.45	0.578	30000.0
32	17.025	122.112	5.075	75.341	1.469	0.591	20000.0
33	17.323	124.137	5.12	76.521	1.459	0.58	20000.0
34	17.318	124.014	5.238	76.915	1.44	0.579	20000.0
35	17.297	123.567	4.96	75.39	1.439	0.59	20000.0
36	16.761	120.038	4.937	74.036	1.414	0.612	20000.0
37	16.653	120.873	5.015	74.635	1.451	0.603	20000.0
38	17.048	122.567	5.167	75.714	1.446	0.583	20000.0
39	17.144	121.946	5.098	75.291	1.436	0.605	50000.0
40	17.337	123.529	5.1	75.465	1.489	0.59	30000.0
41	17.971	128.729	5.374	78.527	1.581	0.542	30000.0
42	16.738	121.024	4.931	74.431	1.441	0.602	30000.0
43	17.076	121.688	5.109	75.209	1.45	0.593	20000.0
44	17.568	126.312	5.191	76.792	1.491	0.572	40000.0
45	16.932	123.376	5.098	75.572	1.464	0.589	20000.0
46	17.203	123.689	5.042	75.562	1.463	0.595	20000.0
47	17.799	125.423	5.163	77.133	1.498	0.579	20000.0
48	16.89	121.934	5.087	74.893	1.44	0.595	20000.0
49	17.139	123.667	5.27	76.968	1.472	0.576	20000.0
50	17.004	123.387	4.941	75.665	1.468	0.595	40000.0
51	17.038	121.362	5.043	75.425	1.436	0.594	30000.0
52	17.041	122.131	5.129	76.187	1.42	0.589	30000.0
53	16.901	120.941	5.116	74.398	1.426	0.608	20000.0
54	17.258	123.914	5.223	76.66	1.477	0.576	40000.0
55	16.99	120.953	5.08	75.327	1.443	0.592	20000.0
56	17.002	121.929	5.054	75.102	1.462	0.6	30000.0
57	16.822	120.492	5.172	75.342	1.445	0.607	40000.0
58	17.096	122.135	5.089	74.917	1.434	0.599	20000.0
59	17.088	121.877	5.123	74.661	1.418	0.605	20000.0
60	17.038	123.574	5.124	76.538	1.485	0.573	40000.0
61	17.02	121.397	5.048	74.444	1.402	0.61	50000.0
62	17.264	125.021	5.09	76.534	1.492	0.577	20000.0
63	17.23	123.007	5.13	76.561	1.439	0.582	30000.0
64	17.456	125.142	5.133	76.473	1.512	0.581	40000.0
65	16.933	123.056	5.131	75.329	1.462	0.589	50000.0
66	17.009	122.451	5.081	75.047	1.429	0.596	30000.0
67	17.354	124.727	5.134	76.771	1.468	0.573	20000.0
68	17.074	122.369	5.133	75.8	1.429	0.597	40000.0
69	16.945	121.365	5.096	74.466	1.418	0.613	30000.0
70	17.501	124.741	5.172	76.673	1.463	0.579	40000.0
71	17.013	123.926	4.992	76.349	1.485	0.578	20000.0
72	17.247	123.876	5.121	76.575	1.459	0.581	30000.0
73	17.012	122.059	5.142	75.329	1.412	0.595	20000.0
74	17.452	124.682	5.159	76.405	1.463	0.581	80000.0
75	17.276	124.93	5.065	76.704	1.53	0.571	30000.0
76	17.276	123.037	5.143	75.827	1.413	0.596	20000.0
77	16.706	121.125	5.022	75.132	1.479	0.591	20000.0
78	17.478	123.705	5.244	75.914	1.446	0.589	40000.0
79	17.373	123.594	5.185	76.23	1.439	0.589	40000.0
80	17.085	122.502	5.163	76.24	1.448	0.586	20000.0
81	17.185	123.973	5.169	76.371	1.492	0.577	20000.0
82	16.614	118.643	4.962	73.91	1.404	0.614	20000.0
83	17.09	123.503	5.035	75.458	1.452	0.587	30000.0
84	16.985	123.592	5.096	75.939	1.463	0.586	40000.0
85	16.659	122.112	4.935	74.807	1.463	0.597	20000.0
86	17.229	122.883	5.038	75.699	1.411	0.592	20000.0
87	17.089	123.456	5.136	76.139	1.449	0.583	20000.0
88	16.813	121.597	4.956	74.269	1.41	0.61	20000.0
89	16.88	122.196	5.066	76.338	1.448	0.586	50000.0
90	16.87	122.603	5.01	75.593	1.436	0.587	40000.0
91	17.165	122.312	4.996	74.055	1.421	0.611	30000.0
92	16.913	121.191	5.141	75.459	1.399	0.598	40000.0
