MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	1.2511541175763696e-07	6.698466947909765e-06	4.652694449305272e-06	1.1334113489880338e-06	5.00646216686107e-06	7.420804468551978e-06	5.595874360437847e-06	1.6536375887312716e-05	8.375677372072231e-06	1.1765999876161004e-05
1:Del:C:1	0.00129891454629298	0.8849129408597947	0.029769893734010244	0.004916343038293954	0.0627750476362371	0.01645838832426833	0.022322328773293522	1.1675308766184222e-05	0.020767842306495955	0.012254222977545623
1:Del:C:2	0.0033739862729072457	0.015494437240981398	0.7114376203715801	0.026558925544043176	0.024741396038605624	0.010844458242610813	0.030522057638134648	7.160105201080569e-06	0.006275013143329095	0.007436268232133046
1:Del:C:3	8.972704161891442e-08	0.00429307230903575	0.044940916061084725	0.02207986166976127	0.010160595709566565	0.02382470335651803	0.3474562887676075	0.008633487879313577	0.006315373908402648	0.008195052378775927
1:Del:C:4	0.0006432347625652487	0.005483623188051041	0.00760501510038921	0.1288786615695858	0.17008256011778258	0.04646166907213043	0.07089843709068788	0.00984076836348777	0.01666364729695182	0.012198266876179104
1:Del:C:5	3.647428533959385e-07	0.0011666318998541148	0.007004316075497172	0.19164897698153255	0.0027895529647835814	0.022148348478199294	0.029657421195228295	8.883295194550556e-07	0.008298287712144088	0.0015415726057065625
1:Del:T:0	1.2511541175763696e-07	6.698466947909765e-06	4.652694449305272e-06	1.1334113489880338e-06	5.00646216686107e-06	7.420804468551978e-06	5.595874360437847e-06	1.6536375887312716e-05	8.375677372072231e-06	1.1765999876161004e-05
1:Del:T:1	0.0038792382024876583	0.0008333159883696339	0.0019174883920550201	0.012066986216420049	0.01271158822696691	0.4493529179095549	0.015404844606052848	0.02783193004660461	0.010160543506250405	0.023117320675600014
1:Del:T:2	1.513868998159751e-08	0.0036218838237387276	0.012021016026475309	4.1103271650300146e-07	0.019668167830274533	0.020193483471787205	0.02795957801561471	0.020206173696102087	0.07186009150120157	0.03174404432746655
1:Del:T:3	5.266465137765408e-08	0.0022778761035861807	0.005334774953265509	0.03043328893117291	0.0355869008944366	0.010143795198941277	0.044582478050569134	0.003336156601606071	0.023955155435105555	0.02262275752633258
1:Del:T:4	0.0005967941135290822	0.00802081169762573	0.008512754304487781	0.00677425652791937	0.013886857165540327	0.009468622140879575	0.0027024032087103935	0.017675462395294515	0.023277869316298733	0.036119567586057076
1:Del:T:5	0.001518681036608278	5.603342552973345e-07	0.00017206738534071103	0.13206165237819734	0.0007055601778999687	0.0017516532593015199	0.0032912509520943447	0.0040722755103921315	0.008135118672679482	0.0063744479369137255
1:Ins:C:0	0.024750350543046692	0.0004139316242594049	0.003272102164192745	1.3860978344866433e-07	0.0022592328925748004	0.014563191624195327	0.011568044074152226	0.006008265202098641	0.03437052480625951	0.012571962372105646
1:Ins:C:1	0.004690208279467467	0.0021227019557413483	0.002498855178980648	0.008020739731875892	0.008556961681924803	0.009184403481800132	0.009699667187197463	0.006952502457272089	0.02667534418930444	0.013205285457701308
1:Ins:C:2	9.270581334025252e-05	0.005372746029999575	0.008401551222188032	0.008188359281743695	0.008803687070144974	0.01004104318478582	0.011499648437863925	4.277071745661942e-06	0.02436475210042886	0.011492345393309051
1:Ins:C:3	1.2612567914516148e-08	0.001947600097849289	0.00670690874500572	0.00014673059761236118	0.009814334337908133	0.008534977764423246	0.029365553977030744	0.006981290819748551	0.006037864271375782	0.0076886431410414955
1:Ins:C:4	0.0021422316765185912	0.002771253481682834	0.004100217444835012	0.02891482386295479	0.011776454010839337	0.0024258828771558426	0.005893786677985275	0.0025262789438151856	0.016215998931103464	0.005773655179503976
