Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	15	0.913	11.772	78.48%	2.62	43.073%	0.81466	0.907
TCGA_38_4626_01A	11	0.932	7.006	63.691%	1.646	37.762%	0.47909	0.927
TCGA_38_4627_01A	3	0.841	3.968	132.267%	1.461	65.338%	1.57242	0.846
TCGA_38_4631_01A	34	0.975	15.081	44.356%	3.134	22.161%	0.34928	0.973
TCGA_38_7271_01A	4	0.949	2.898	72.45%	1.078	44.009%	0.47897	0.952
TCGA_44_2655_01A	10	0.678	11.15	111.5%	2.753	73.577%	1.04697	0.639
TCGA_44_2657_01A	9	0.965	5.3	58.889%	1.487	27.613%	0.66015	0.964
TCGA_44_2659_01A	28	0.917	18.272	65.257%	3.761	42.049%	0.5052	0.907
TCGA_44_3396_01A	11	0.756	10.932	99.382%	2.873	65.911%	0.88375	0.733
TCGA_44_3917_01A	4	0.992	2.148	53.7%	0.849	26.848%	0.31553	0.992
TCGA_44_3918_01A	38	0.972	14.975	39.408%	3.62	23.974%	0.27338	0.97
TCGA_44_4112_01A	21	0.909	13.142	62.581%	2.687	41.964%	0.46437	0.896
TCGA_44_5644_01A	41	0.96	20.147	49.139%	4.207	30.765%	0.3458	0.957
TCGA_44_6145_01A	11	0.968	6.532	59.382%	1.784	30.155%	0.52344	0.968
TCGA_44_6147_01A	7	0.895	6.203	88.614%	1.628	49.086%	0.72878	0.892
TCGA_44_6774_01A	10	0.922	7.161	71.61%	1.82	38.803%	0.73252	0.918
TCGA_44_6775_01A	4	0.539	5.501	137.525%	1.731	86.55%	2.01363	0.509
TCGA_44_6776_01A	13	0.851	9.156	70.431%	2.558	53.338%	0.86385	0.836
TCGA_44_6779_01A	5	0.883	3.713	74.26%	1.27	48.001%	0.88901	0.878
TCGA_44_7661_01A	11	0.954	7.411	67.373%	1.816	33.722%	0.58547	0.953
TCGA_44_7667_01A	19	0.889	12.796	67.347%	3.341	45.892%	0.68146	0.879
TCGA_44_7670_01A	46	0.97	20.894	45.422%	4.132	24.348%	0.3392	0.967
TCGA_44_7672_01A	15	0.894	11.755	78.367%	2.485	47.824%	0.62627	0.885
TCGA_44_8117_01A	23	0.954	13.377	58.161%	3.088	30.427%	0.51352	0.951
TCGA_44_A47G_01A	17	0.917	11.607	68.276%	2.561	39.996%	0.56867	0.909
TCGA_44_A4SU_01A	5	0.935	4.246	84.92%	1.354	40.825%	1.258	0.934
TCGA_49_4487_01A	24	0.93	18.713	77.971%	3.904	43.112%	0.53028	0.93
TCGA_49_4488_01A	16	0.972	6.617	41.356%	1.696	23.519%	0.42701	0.97
TCGA_49_4490_01A	4	0.668	5.02	125.5%	1.505	75.25%	1.53571	0.648
TCGA_49_4505_01A	11	0.881	8.619	78.355%	1.907	49.239%	0.68691	0.87
TCGA_49_4506_01A	9	0.749	8.28	92.0%	1.999	66.633%	0.90056	0.714
TCGA_49_4507_01A	8	0.873	6.683	83.538%	1.744	50.345%	0.80759	0.865
TCGA_49_6744_01A	9	0.835	7.908	87.867%	2.005	55.609%	1.11709	0.821
TCGA_49_6761_01A	5	0.855	5.491	109.82%	1.523	57.564%	1.02305	0.853
TCGA_49_6767_01A	17	0.956	10.155	59.735%	2.115	32.253%	0.40674	0.953
TCGA_50_5051_01A	9	0.757	8.763	97.367%	2.365	65.593%	0.99209	0.734
TCGA_50_5941_01A	26	0.93	14.753	56.742%	3.158	36.711%	0.58711	0.921
TCGA_50_5942_01A	5	0.863	4.851	97.02%	1.518	57.375%	1.07227	0.862
TCGA_50_6590_01A	33	0.922	20.839	63.148%	4.578	41.278%	0.42034	0.914
TCGA_50_6592_01A	15	0.835	12.643	84.287%	3.029	56.247%	0.68647	0.818
TCGA_50_6593_01A	14	0.764	13.253	94.664%	2.972	66.456%	1.15512	0.73
TCGA_50_6595_01A	4	0.862	5.132	128.3%	1.622	66.218%	1.0531	0.879
