NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.743	54.274	0.48	35.935	0.439	0.812	30000.0
2	0.503	45.814	0.316	29.253	0.356	0.865	20000.0
3	0.654	59.579	0.449	42.054	0.427	0.846	20000.0
4	0.754	56.785	0.476	40.2	0.459	0.834	20000.0
5	0.574	45.501	0.377	31.022	0.38	0.853	20000.0
6	0.669	42.972	0.423	28.026	0.393	0.851	50000.0
7	0.789	60.994	0.557	45.755	0.429	0.833	50000.0
8	0.632	46.426	0.39	31.607	0.374	0.854	40000.0
9	0.654	55.661	0.436	39.455	0.416	0.847	30000.0
10	0.63	49.368	0.366	32.164	0.385	0.842	30000.0
11	0.68	57.38	0.42	37.784	0.441	0.825	20000.0
12	0.545	42.655	0.384	30.308	0.361	0.853	20000.0
13	0.469	39.867	0.306	28.13	0.287	0.879	20000.0
14	0.654	55.661	0.461	39.67	0.416	0.842	20000.0
15	0.746	51.503	0.47	37.944	0.415	0.842	20000.0
16	0.404	39.939	0.247	24.632	0.327	0.871	20000.0
17	0.98	64.603	0.595	44.147	0.556	0.779	20000.0
18	0.712	55.454	0.454	39.417	0.439	0.841	30000.0
19	0.603	50.507	0.399	35.745	0.403	0.848	20000.0
20	0.785	57.813	0.503	42.45	0.448	0.831	30000.0
21	0.404	39.937	0.247	24.632	0.327	0.871	40000.0
22	0.75	58.513	0.474	41.899	0.404	0.847	20000.0
23	0.654	55.661	0.461	39.67	0.416	0.842	30000.0
24	0.604	42.622	0.4	30.407	0.36	0.853	30000.0
25	0.869	66.977	0.576	49.247	0.426	0.83	50000.0
26	0.638	45.942	0.42	31.531	0.383	0.847	20000.0
27	0.537	50.465	0.378	36.105	0.391	0.851	20000.0
28	0.471	39.972	0.331	28.39	0.287	0.874	30000.0
29	0.602	42.306	0.41	31.994	0.317	0.865	20000.0
30	0.565	43.201	0.352	28.653	0.39	0.843	30000.0
31	0.536	50.452	0.377	35.955	0.391	0.851	20000.0
32	0.549	44.645	0.387	31.982	0.31	0.87	30000.0
33	0.79	57.498	0.501	41.682	0.463	0.822	20000.0
34	0.522	51.72	0.369	36.83	0.386	0.852	20000.0
35	0.721	59.645	0.471	41.844	0.438	0.843	30000.0
36	0.613	49.577	0.406	35.282	0.41	0.847	50000.0
37	0.908	60.746	0.557	42.9	0.475	0.824	30000.0
38	0.583	44.693	0.33	28.088	0.367	0.864	30000.0
39	0.549	44.645	0.387	31.982	0.31	0.87	20000.0
40	0.471	39.97	0.306	28.175	0.287	0.879	20000.0
41	0.592	42.441	0.416	30.728	0.345	0.851	30000.0
42	0.638	46.624	0.416	34.54	0.329	0.857	30000.0
43	0.777	49.79	0.466	34.727	0.442	0.829	30000.0
44	0.506	41.057	0.355	29.603	0.31	0.865	20000.0
45	0.654	59.579	0.449	42.054	0.427	0.846	20000.0
46	0.642	48.176	0.415	32.878	0.362	0.854	30000.0
47	0.592	42.441	0.416	30.728	0.345	0.851	20000.0
48	0.612	42.726	0.431	30.313	0.373	0.846	30000.0
49	0.721	59.645	0.496	42.059	0.439	0.838	30000.0
50	0.565	41.613	0.368	30.393	0.294	0.875	20000.0
51	0.602	48.342	0.394	32.741	0.402	0.845	20000.0
52	0.537	42.557	0.378	30.617	0.348	0.855	20000.0
53	0.472	40.014	0.332	28.437	0.287	0.874	30000.0
54	0.601	47.746	0.424	34.289	0.328	0.862	20000.0
55	0.657	46.951	0.428	34.584	0.347	0.852	20000.0
56	0.482	44.57	0.301	28.177	0.35	0.868	50000.0
57	0.788	63.638	0.514	44.867	0.468	0.827	20000.0
58	0.502	41.799	0.354	30.261	0.315	0.864	20000.0
59	0.537	42.557	0.378	30.617	0.348	0.855	20000.0
60	0.638	45.942	0.42	31.531	0.383	0.847	20000.0
61	0.855	67.641	0.585	47.838	0.511	0.793	20000.0
62	0.641	45.567	0.424	31.027	0.392	0.845	20000.0
63	0.736	59.741	0.519	42.46	0.408	0.842	20000.0
64	0.638	45.937	0.394	31.316	0.383	0.852	30000.0
65	0.638	45.942	0.42	31.531	0.383	0.847	20000.0
66	0.482	44.568	0.301	28.177	0.35	0.868	20000.0
67	0.771	57.874	0.493	40.63	0.442	0.813	20000.0
68	0.869	66.977	0.576	49.247	0.426	0.83	20000.0
69	0.722	60.26	0.479	41.231	0.513	0.815	50000.0
70	0.671	49.266	0.423	33.627	0.412	0.838	20000.0
71	0.554	48.796	0.39	35.087	0.405	0.849	60000.0
72	0.801	63.144	0.564	45.17	0.423	0.834	20000.0
73	0.654	55.661	0.461	39.67	0.416	0.842	50000.0
74	0.505	40.024	0.311	24.95	0.344	0.861	20000.0
75	0.79	59.024	0.509	41.398	0.464	0.803	20000.0
76	0.534	43.753	0.351	30.965	0.305	0.877	20000.0
77	0.721	59.645	0.496	42.059	0.439	0.838	20000.0
78	0.681	64.372	0.435	41.582	0.539	0.818	20000.0
79	0.666	51.894	0.438	36.928	0.456	0.827	20000.0
80	0.604	42.629	0.425	30.622	0.36	0.848	40000.0
81	0.534	43.753	0.351	30.965	0.305	0.877	30000.0
82	0.57	45.889	0.376	32.843	0.317	0.873	50000.0
83	0.701	43.292	0.495	31.275	0.289	0.872	40000.0
84	0.525	40.816	0.368	29.215	0.28	0.878	30000.0
85	0.604	45.937	0.344	29.164	0.374	0.862	40000.0
86	0.788	63.648	0.539	45.072	0.468	0.822	20000.0
87	0.546	49.522	0.384	35.492	0.398	0.85	30000.0
88	0.721	59.645	0.496	42.059	0.439	0.838	20000.0
89	0.589	51.785	0.391	36.62	0.397	0.849	30000.0
90	0.505	40.066	0.312	24.997	0.344	0.861	40000.0
91	0.801	44.796	0.566	31.81	0.333	0.861	20000.0
92	0.506	40.119	0.275	24.539	0.344	0.868	30000.0
93	0.504	39.998	0.275	24.496	0.344	0.868	20000.0
94	0.505	40.066	0.312	24.997	0.344	0.861	20000.0
95	0.67	53.104	0.451	37.697	0.464	0.825	30000.0
96	0.471	40.012	0.307	28.222	0.287	0.879	40000.0
97	0.721	63.573	0.509	45.801	0.456	0.82	40000.0
98	0.842	67.636	0.594	49.146	0.439	0.819	40000.0
99	0.779	63.653	0.517	43.543	0.542	0.796	40000.0
100	0.66	42.748	0.465	31.368	0.283	0.875	30000.0
