NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	3.811	94.789	1.807	64.087	0.754	0.731	20000.0
2	3.661	86.608	1.707	60.173	0.663	0.771	30000.0
3	3.387	88.28	1.63	61.517	0.729	0.734	20000.0
4	3.734	85.146	1.634	58.69	0.732	0.763	30000.0
5	3.331	77.263	1.587	54.903	0.599	0.809	30000.0
6	3.112	78.608	1.442	56.326	0.647	0.784	50000.0
7	3.42	85.997	1.559	59.382	0.718	0.749	40000.0
8	3.663	89.528	1.631	61.456	0.794	0.74	30000.0
9	3.462	88.295	1.679	63.214	0.743	0.721	30000.0
10	3.708	84.12	1.66	58.682	0.752	0.746	20000.0
11	3.118	70.429	1.482	50.951	0.548	0.833	20000.0
12	4.021	96.35	1.851	64.353	0.826	0.707	20000.0
13	3.506	81.679	1.607	57.754	0.662	0.784	20000.0
14	3.459	87.471	1.586	60.011	0.728	0.746	30000.0
15	3.62	88.123	1.638	60.575	0.768	0.728	30000.0
16	3.61	86.786	1.578	58.804	0.698	0.784	20000.0
17	3.468	79.52	1.607	57.32	0.655	0.773	20000.0
18	3.906	98.159	1.807	65.923	0.828	0.701	60000.0
19	3.396	82.325	1.569	58.368	0.687	0.758	30000.0
20	3.653	87.742	1.655	59.313	0.742	0.761	20000.0
21	3.896	98.251	1.806	67.861	0.814	0.697	20000.0
22	3.753	93.207	1.687	63.149	0.756	0.737	30000.0
23	3.639	88.945	1.578	60.075	0.755	0.75	50000.0
24	3.54	81.156	1.568	57.047	0.657	0.792	40000.0
25	3.914	94.465	1.7	65.528	0.832	0.707	30000.0
26	3.718	86.498	1.814	61.876	0.685	0.747	70000.0
27	3.489	83.219	1.612	56.745	0.738	0.758	20000.0
28	3.956	94.924	1.762	62.983	0.783	0.734	20000.0
29	3.714	87.712	1.671	61.044	0.726	0.739	20000.0
30	3.669	88.351	1.609	59.574	0.755	0.749	30000.0
31	3.518	87.119	1.64	59.061	0.725	0.751	50000.0
32	3.281	81.07	1.543	57.236	0.678	0.776	50000.0
33	3.738	87.834	1.734	59.313	0.697	0.767	30000.0
34	3.207	72.238	1.466	51.425	0.557	0.82	40000.0
35	3.561	93.565	1.587	63.035	0.795	0.719	40000.0
36	3.411	81.398	1.537	56.004	0.688	0.8	30000.0
37	3.431	83.721	1.611	58.295	0.668	0.775	20000.0
38	3.787	90.413	1.738	62.333	0.705	0.746	30000.0
39	3.6	86.608	1.646	59.817	0.701	0.757	30000.0
40	3.513	85.223	1.575	58.892	0.697	0.756	20000.0
41	3.211	79.776	1.419	56.038	0.647	0.78	70000.0
42	3.496	90.321	1.626	61.017	0.769	0.74	40000.0
43	3.111	73.799	1.479	51.731	0.652	0.802	30000.0
44	2.966	75.516	1.46	54.567	0.603	0.783	20000.0
45	3.246	86.028	1.531	58.791	0.795	0.724	20000.0
46	3.124	73.321	1.503	52.842	0.54	0.822	30000.0
47	3.613	90.351	1.736	63.153	0.766	0.717	40000.0
48	3.561	80.303	1.617	57.433	0.66	0.783	30000.0
49	3.073	73.804	1.501	51.398	0.642	0.785	30000.0
50	3.465	83.761	1.636	58.349	0.682	0.769	20000.0
51	3.083	77.437	1.444	54.321	0.666	0.774	20000.0
52	3.3	77.932	1.571	53.949	0.635	0.788	40000.0
53	3.111	78.41	1.44	55.343	0.643	0.791	20000.0
54	3.852	91.647	1.821	64.841	0.73	0.731	30000.0
55	3.48	86.395	1.626	59.157	0.753	0.746	20000.0
56	3.849	88.745	1.693	61.15	0.712	0.741	20000.0
57	3.496	87.848	1.62	60.212	0.709	0.759	20000.0
58	4.439	101.563	1.973	68.095	0.837	0.685	40000.0
59	3.591	91.234	1.61	62.09	0.829	0.705	30000.0
60	3.232	78.697	1.412	53.167	0.678	0.783	50000.0
61	3.127	79.793	1.446	57.957	0.695	0.759	30000.0
62	2.993	69.967	1.387	49.594	0.559	0.826	20000.0
63	3.607	88.963	1.661	61.612	0.75	0.744	40000.0
64	3.463	87.008	1.643	60.263	0.712	0.749	30000.0
65	3.975	98.432	1.835	65.723	0.871	0.695	20000.0
66	3.107	75.748	1.43	53.237	0.616	0.806	30000.0
67	3.377	80.596	1.544	56.889	0.672	0.773	20000.0
68	3.464	85.536	1.567	60.124	0.693	0.763	20000.0
69	3.188	79.309	1.472	55.746	0.67	0.786	20000.0
70	3.981	93.178	1.831	65.152	0.783	0.714	20000.0
71	3.673	93.123	1.649	63.36	0.747	0.732	20000.0
72	3.835	95.619	1.783	63.072	0.825	0.717	40000.0
73	3.333	77.266	1.563	54.628	0.611	0.786	20000.0
74	3.762	90.973	1.721	60.141	0.755	0.733	20000.0
75	3.698	86.53	1.695	58.523	0.731	0.744	30000.0
76	3.834	90.85	1.752	61.151	0.758	0.727	50000.0
77	3.602	88.322	1.617	60.798	0.734	0.755	30000.0
78	3.485	87.216	1.6	61.422	0.791	0.719	30000.0
79	3.404	85.709	1.543	58.533	0.731	0.75	150000.0
80	3.537	91.198	1.595	61.725	0.778	0.722	60000.0
81	2.851	72.058	1.352	53.048	0.617	0.802	30000.0
82	3.943	100.356	1.765	66.823	0.899	0.676	20000.0
83	3.807	91.701	1.747	60.018	0.766	0.749	20000.0
84	3.567	91.336	1.644	62.68	0.765	0.743	30000.0
85	3.374	77.537	1.466	52.806	0.655	0.788	50000.0
86	3.267	75.189	1.485	53.622	0.633	0.808	30000.0
87	3.195	76.074	1.472	52.833	0.608	0.812	30000.0
88	3.116	72.767	1.475	53.182	0.57	0.809	30000.0
89	3.876	91.162	1.699	62.42	0.82	0.724	20000.0
90	3.102	71.129	1.472	49.571	0.598	0.806	20000.0
91	3.254	76.591	1.429	51.885	0.634	0.797	20000.0
92	4.282	106.22	1.932	69.375	1.0	0.674	30000.0
93	3.383	80.039	1.557	55.731	0.72	0.758	20000.0
94	3.408	87.51	1.554	58.824	0.828	0.727	20000.0
95	3.66	90.635	1.758	60.107	0.819	0.724	30000.0
96	3.461	87.555	1.608	58.994	0.817	0.72	30000.0
97	3.572	83.797	1.57	55.581	0.743	0.778	20000.0
98	3.469	76.74	1.644	53.761	0.603	0.805	20000.0
99	3.357	81.777	1.489	54.078	0.737	0.767	30000.0
100	3.379	84.068	1.488	58.615	0.708	0.754	30000.0
