Samples	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J
TCGA_38_4628_01A	0	1	0	0	0	0	0	0	0	0
TCGA_49_AAQV_01A	0	0	0	0	1	0	0	0	0	0
TCGA_50_6591_01A	0	0	2	0	0	0	0	0	0	0
TCGA_62_8394_01A	0	1	0	0	0	0	0	0	0	0
TCGA_62_8397_01A	0	0	0	0	0	0	1	0	0	0
TCGA_86_7953_01A	0	1	0	0	0	0	0	0	0	0
TCGA_86_8278_01A	0	1	0	0	0	0	0	0	0	0
TCGA_86_8280_01A	0	0	0	1	0	0	0	0	0	0
TCGA_97_8552_01A	0	0	0	0	0	1	0	0	0	0
TCGA_99_8033_01A	5	0	0	0	0	0	0	0	0	0
