NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.626	98.79	10.512	68.906	0.843	0.647	30000.0
2	52.494	95.418	9.636	66.949	0.791	0.664	40000.0
3	51.771	97.733	9.537	68.056	0.838	0.634	30000.0
4	52.394	95.869	9.591	66.198	0.823	0.67	30000.0
5	51.359	94.741	9.302	67.339	0.816	0.646	20000.0
6	52.119	96.873	9.648	67.294	0.804	0.645	60000.0
7	49.459	92.028	9.146	64.976	0.773	0.679	40000.0
8	50.62	94.669	9.226	65.296	0.803	0.686	20000.0
9	51.272	94.494	9.411	66.302	0.789	0.664	30000.0
10	49.42	92.838	9.13	64.73	0.794	0.684	20000.0
11	51.644	96.464	9.525	67.401	0.814	0.646	20000.0
12	49.855	93.612	9.204	65.538	0.811	0.671	20000.0
13	51.979	97.753	9.56	67.779	0.879	0.639	20000.0
14	51.906	94.764	9.327	66.656	0.791	0.665	20000.0
15	52.066	96.744	9.419	67.155	0.826	0.649	30000.0
16	51.331	95.55	9.382	66.383	0.816	0.659	40000.0
17	49.874	93.143	9.007	63.888	0.777	0.694	30000.0
18	52.039	95.735	9.538	67.209	0.81	0.66	20000.0
19	51.105	95.964	9.476	66.495	0.84	0.657	40000.0
20	50.409	93.353	9.227	65.635	0.784	0.664	20000.0
21	51.613	95.647	9.432	67.536	0.806	0.647	60000.0
22	51.108	95.406	9.435	67.139	0.797	0.653	30000.0
23	52.271	96.819	9.61	67.505	0.851	0.645	30000.0
24	51.719	95.54	9.755	66.959	0.807	0.661	20000.0
25	51.322	95.913	9.04	65.716	0.814	0.656	30000.0
26	51.394	96.054	9.491	67.119	0.815	0.654	30000.0
27	49.397	91.9	8.993	64.406	0.778	0.677	30000.0
28	51.392	95.342	9.093	64.994	0.809	0.682	20000.0
29	50.237	94.061	9.418	65.989	0.794	0.676	40000.0
30	51.971	95.477	9.608	66.818	0.832	0.655	40000.0
31	50.478	95.349	9.267	66.888	0.812	0.642	20000.0
32	52.562	98.101	9.656	68.325	0.829	0.646	40000.0
33	52.405	96.603	9.757	68.072	0.822	0.651	40000.0
34	50.538	95.195	9.307	66.186	0.801	0.665	60000.0
35	52.967	98.47	9.939	68.34	0.865	0.649	30000.0
36	50.992	95.172	9.502	67.393	0.802	0.653	30000.0
37	50.881	93.462	9.24	65.427	0.796	0.677	30000.0
38	49.485	92.635	8.878	64.509	0.775	0.677	20000.0
39	51.452	95.292	9.447	66.107	0.829	0.67	40000.0
40	49.3	93.253	8.891	64.505	0.788	0.68	20000.0
41	50.864	94.172	9.303	65.984	0.799	0.664	20000.0
42	51.705	95.412	9.683	68.108	0.804	0.643	40000.0
43	51.252	95.855	9.461	66.636	0.812	0.661	30000.0
44	52.823	97.346	9.632	67.772	0.834	0.644	30000.0
45	51.025	95.628	9.274	66.449	0.831	0.655	20000.0
46	50.428	95.268	9.266	66.567	0.809	0.668	30000.0
47	50.847	93.853	9.061	64.319	0.788	0.689	40000.0
48	51.964	96.25	9.472	67.528	0.801	0.662	20000.0
49	51.738	99.633	9.609	67.743	0.89	0.637	30000.0
50	52.208	97.69	9.822	68.578	0.821	0.641	20000.0
51	50.81	95.134	9.161	65.171	0.809	0.673	40000.0
52	50.604	93.561	9.511	66.127	0.787	0.674	20000.0
53	50.259	93.549	9.116	65.351	0.793	0.667	30000.0
54	52.086	97.081	9.58	67.372	0.813	0.656	20000.0
55	51.668	96.235	9.358	66.752	0.841	0.65	20000.0
56	51.064	94.258	9.394	65.859	0.777	0.678	20000.0
57	53.832	98.147	10.225	68.771	0.833	0.649	20000.0
58	51.389	95.553	9.558	66.71	0.83	0.657	30000.0
59	51.647	95.921	9.594	67.139	0.817	0.649	30000.0
60	53.483	98.955	9.668	68.637	0.856	0.628	30000.0
61	51.397	95.584	9.522	66.711	0.807	0.665	40000.0
62	50.446	94.76	9.102	65.294	0.817	0.668	40000.0
63	51.556	97.054	9.463	67.072	0.825	0.651	20000.0
64	50.867	95.277	9.232	65.881	0.818	0.668	20000.0
65	53.276	98.324	9.728	68.482	0.827	0.638	30000.0
66	50.748	94.843	9.238	64.672	0.8	0.685	30000.0
67	51.688	96.035	9.561	66.369	0.834	0.666	20000.0
68	51.588	95.602	9.504	66.684	0.797	0.655	30000.0
69	50.572	94.978	9.508	65.976	0.813	0.668	30000.0
70	52.84	96.658	9.668	67.188	0.826	0.655	20000.0
71	51.636	95.698	9.539	66.757	0.814	0.663	20000.0
72	51.808	97.515	9.718	67.367	0.837	0.653	20000.0
73	52.502	95.554	9.498	66.848	0.825	0.655	30000.0
74	52.928	97.816	9.496	67.229	0.82	0.653	20000.0
75	51.891	95.215	9.521	66.809	0.805	0.658	50000.0
76	51.049	95.675	9.025	66.232	0.834	0.653	20000.0
77	50.833	95.35	9.527	66.991	0.819	0.651	40000.0
78	50.339	94.646	9.312	66.396	0.842	0.652	20000.0
79	51.563	95.73	9.227	65.804	0.822	0.66	30000.0
80	51.392	97.18	9.315	66.079	0.82	0.678	40000.0
81	51.572	93.989	9.3	65.769	0.793	0.676	30000.0
82	51.631	96.534	9.83	67.496	0.822	0.657	20000.0
83	50.527	94.711	9.302	66.507	0.812	0.663	20000.0
84	50.542	93.851	9.009	63.765	0.827	0.689	40000.0
85	50.571	94.861	9.393	65.591	0.804	0.673	30000.0
86	51.277	94.791	9.32	66.18	0.791	0.661	20000.0
87	51.157	96.36	9.256	67.034	0.818	0.65	20000.0
88	50.785	95.489	9.5	66.562	0.843	0.655	30000.0
89	52.615	97.636	9.57	68.49	0.836	0.635	40000.0
90	51.525	94.112	9.417	65.208	0.791	0.686	20000.0
91	49.713	92.598	9.24	65.826	0.765	0.666	30000.0
