NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	4.776	68.839	2.121	50.104	0.495	0.861	20000.0
2	4.962	73.077	2.144	52.301	0.551	0.818	20000.0
3	4.604	64.992	1.909	47.253	0.531	0.838	30000.0
4	4.9	68.639	2.028	46.964	0.534	0.877	30000.0
5	4.677	69.551	2.043	48.69	0.532	0.861	20000.0
6	4.664	69.019	1.996	48.933	0.61	0.85	40000.0
7	4.48	68.431	1.958	48.168	0.478	0.855	30000.0
8	5.334	84.304	2.295	56.39	0.741	0.76	20000.0
9	4.848	76.036	2.165	51.837	0.62	0.824	20000.0
10	4.716	65.294	1.966	44.877	0.537	0.856	30000.0
11	4.684	68.944	2.011	50.094	0.601	0.838	20000.0
12	4.504	71.078	2.105	51.847	0.59	0.821	30000.0
13	4.739	67.17	2.041	44.949	0.564	0.856	20000.0
14	4.819	70.284	2.045	50.144	0.598	0.839	30000.0
15	4.843	71.293	2.033	48.628	0.61	0.83	20000.0
16	4.812	69.115	1.996	49.909	0.612	0.819	20000.0
17	3.821	54.885	1.652	38.112	0.409	0.921	20000.0
18	4.653	68.983	2.068	47.337	0.604	0.836	20000.0
19	4.855	73.167	2.025	48.784	0.557	0.852	30000.0
20	4.563	69.101	1.986	49.426	0.549	0.839	20000.0
21	5.418	77.542	2.17	52.371	0.648	0.831	30000.0
22	4.523	70.442	1.952	48.299	0.566	0.829	20000.0
23	4.608	62.722	1.845	42.946	0.524	0.888	30000.0
24	5.105	77.226	2.176	51.581	0.625	0.834	20000.0
25	4.401	65.3	1.839	46.443	0.514	0.864	30000.0
26	4.738	74.549	1.922	51.563	0.679	0.79	20000.0
27	5.686	84.53	2.421	58.533	0.731	0.767	20000.0
28	4.868	71.705	1.998	46.655	0.615	0.858	20000.0
29	4.708	76.341	1.955	47.893	0.656	0.804	40000.0
30	5.355	78.198	2.393	56.248	0.603	0.822	20000.0
31	4.634	71.266	2.025	48.927	0.573	0.827	20000.0
