De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 96-A, Signature SBS1 (6.16%) & Signature SBS4 (63.94%) & Signature SBS5 (29.90%), 40.63,  38.84, 0.151, 0.92, 0.85
