NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	6.175	88.666	2.521	59.751	0.758	0.795	30000.0
2	5.918	87.335	2.344	57.479	0.816	0.773	20000.0
3	6.782	99.622	2.652	65.199	0.961	0.727	30000.0
4	6.369	90.189	2.447	57.304	0.857	0.8	20000.0
5	5.956	85.376	2.415	56.554	0.803	0.805	30000.0
6	6.143	90.784	2.577	61.191	0.905	0.772	30000.0
7	6.627	95.732	2.647	62.939	0.827	0.755	30000.0
8	7.151	107.88	2.919	69.193	1.116	0.669	20000.0
9	6.26	94.314	2.525	60.406	0.949	0.752	30000.0
10	6.617	96.033	2.454	58.541	0.968	0.752	20000.0
11	6.172	93.114	2.428	60.477	0.963	0.751	20000.0
12	6.328	94.839	2.464	58.985	0.906	0.757	20000.0
13	6.595	95.392	2.601	58.65	0.92	0.774	30000.0
14	6.926	96.008	2.65	62.014	0.967	0.758	30000.0
15	6.449	95.05	2.546	60.01	0.913	0.764	30000.0
16	7.129	104.744	2.952	70.621	1.037	0.682	30000.0
17	6.431	89.484	2.556	58.493	0.808	0.786	20000.0
18	6.922	103.188	2.866	64.669	1.014	0.727	20000.0
19	6.427	96.799	2.416	58.558	0.971	0.748	20000.0
20	6.065	87.329	2.505	57.817	0.787	0.791	20000.0
21	6.495	92.477	2.458	59.653	0.939	0.77	30000.0
22	6.357	97.326	2.453	61.469	0.997	0.72	40000.0
23	6.296	88.933	2.441	57.271	0.862	0.812	20000.0
24	6.658	92.704	2.624	60.027	0.879	0.788	20000.0
25	5.948	84.602	2.267	55.295	0.771	0.802	30000.0
26	6.22	92.546	2.42	62.514	0.963	0.748	20000.0
27	6.798	96.393	2.626	61.718	0.956	0.733	30000.0
28	6.47	92.683	2.431	57.425	0.895	0.802	30000.0
29	6.425	95.658	2.546	58.711	0.973	0.754	30000.0
30	6.912	103.906	2.749	65.088	1.028	0.706	20000.0
31	5.973	90.166	2.413	58.393	0.866	0.762	20000.0
32	6.345	87.482	2.477	57.523	0.771	0.814	20000.0
33	6.33	92.292	2.568	60.315	0.872	0.77	20000.0
34	6.756	98.13	2.569	64.379	0.877	0.74	30000.0
35	6.72	103.28	2.478	64.526	1.092	0.697	40000.0
36	6.452	95.358	2.515	62.924	0.901	0.753	20000.0
37	6.829	97.085	2.712	63.358	0.937	0.76	40000.0
38	6.12	90.464	2.465	55.594	0.9	0.789	30000.0
39	7.832	114.516	2.989	67.948	1.218	0.676	20000.0
40	6.052	85.2	2.295	53.953	0.84	0.804	20000.0
41	6.341	99.031	2.548	62.37	1.01	0.743	30000.0
42	5.55	75.797	2.152	45.133	0.687	0.864	20000.0
43	6.187	89.952	2.381	55.431	0.926	0.788	40000.0
44	6.072	92.66	2.437	58.15	0.943	0.749	30000.0
45	6.287	95.782	2.441	62.701	0.992	0.733	30000.0
46	6.376	98.879	2.525	62.364	1.067	0.717	20000.0
47	5.515	85.422	2.309	55.537	0.838	0.788	20000.0
48	6.371	99.701	2.636	65.008	1.009	0.711	20000.0
49	6.37	95.236	2.294	58.684	0.984	0.762	30000.0
50	6.307	96.628	2.451	60.508	0.945	0.746	30000.0
51	6.758	99.04	2.579	62.37	0.985	0.764	30000.0
52	6.327	92.183	2.375	56.875	0.916	0.784	30000.0
53	5.203	74.349	2.038	47.875	0.65	0.863	30000.0
54	6.813	93.273	2.753	63.536	0.816	0.768	20000.0
55	6.86	100.944	2.696	63.927	0.993	0.726	20000.0
56	6.224	84.826	2.371	55.357	0.735	0.822	20000.0
57	5.159	77.414	2.011	46.888	0.756	0.844	20000.0
58	6.223	91.041	2.511	55.408	0.988	0.788	20000.0
59	7.439	108.27	2.889	70.531	1.063	0.676	20000.0
60	6.77	97.672	2.52	59.773	1.012	0.758	20000.0
61	6.822	96.485	2.598	62.721	0.871	0.776	20000.0
62	6.312	92.483	2.478	60.162	0.886	0.756	30000.0
63	6.079	90.757	2.401	58.047	0.892	0.764	20000.0
64	6.586	97.814	2.493	62.776	1.02	0.747	40000.0
65	6.451	92.009	2.809	57.659	0.836	0.794	20000.0
66	6.515	99.216	2.351	62.974	1.007	0.729	20000.0
67	7.326	106.468	2.841	65.652	1.149	0.681	30000.0
68	6.414	93.576	2.487	57.801	0.902	0.769	20000.0
69	7.485	107.693	2.774	68.672	1.024	0.717	20000.0
70	6.281	98.541	2.501	63.018	1.034	0.719	20000.0
71	7.282	106.484	2.877	68.652	1.077	0.697	40000.0
72	6.867	98.129	2.613	65.462	0.933	0.73	30000.0
73	6.592	97.682	2.804	64.142	0.989	0.72	30000.0
74	6.465	97.634	2.505	60.417	0.982	0.741	20000.0
75	6.603	93.576	2.613	59.535	0.957	0.747	20000.0
76	6.309	92.403	2.505	60.532	0.908	0.769	20000.0
77	6.393	91.527	2.531	58.376	0.902	0.778	20000.0
78	6.171	88.871	2.546	56.833	0.901	0.779	30000.0
79	5.909	85.942	2.238	51.62	0.851	0.821	20000.0
80	6.749	100.125	2.748	65.264	0.97	0.711	30000.0
81	6.904	98.211	2.607	63.335	0.963	0.753	20000.0
82	6.41	92.86	2.515	63.064	0.904	0.758	20000.0
83	6.891	104.292	2.642	65.37	1.129	0.693	20000.0
84	5.898	88.524	2.304	56.772	0.908	0.79	20000.0
85	6.371	91.77	2.544	57.217	0.893	0.787	20000.0
86	6.501	93.182	2.696	62.841	0.851	0.747	30000.0
87	6.456	100.662	2.636	64.696	0.944	0.717	20000.0
88	6.035	84.174	2.293	53.505	0.771	0.839	30000.0
89	6.324	89.717	2.41	54.909	0.817	0.799	20000.0
90	6.97	105.473	2.728	67.136	1.055	0.685	20000.0
91	7.81	111.087	2.898	69.518	1.17	0.672	30000.0
92	6.998	96.81	2.563	60.234	0.974	0.758	30000.0
93	6.774	101.59	2.613	63.291	1.021	0.728	30000.0
94	5.906	87.016	2.308	54.839	0.85	0.804	40000.0
95	6.612	95.401	2.388	58.794	0.939	0.78	20000.0
96	7.23	98.624	2.729	62.073	0.902	0.772	20000.0
97	7.146	105.696	2.766	67.247	1.127	0.702	20000.0
98	5.847	84.16	2.193	53.474	0.764	0.814	20000.0
99	6.417	93.312	2.496	61.396	0.927	0.764	40000.0
100	5.719	83.007	2.366	52.725	0.8	0.825	20000.0
