NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	156.62	58.741	23.115	47.044	0.375	0.795	40000.0
2	155.564	59.038	23.079	47.255	0.379	0.792	60000.0
3	153.669	57.476	22.831	46.495	0.363	0.798	80000.0
4	153.435	58.166	22.744	46.363	0.37	0.803	80000.0
5	154.108	58.4	23.013	46.912	0.37	0.795	40000.0
6	154.5	57.925	22.91	46.629	0.364	0.801	70000.0
7	155.421	58.744	23.156	47.345	0.376	0.791	30000.0
8	154.627	58.942	22.898	47.119	0.38	0.791	90000.0
9	154.189	58.53	23.119	47.405	0.373	0.789	30000.0
10	152.523	57.559	22.729	46.518	0.366	0.8	50000.0
11	154.51	58.508	23.029	46.915	0.376	0.795	70000.0
12	154.722	58.636	23.072	47.315	0.377	0.791	70000.0
13	154.431	58.285	22.957	46.718	0.371	0.799	40000.0
14	153.68	58.699	22.749	46.854	0.38	0.791	50000.0
15	154.311	58.184	22.897	46.641	0.367	0.799	60000.0
16	153.711	58.166	22.832	46.8	0.374	0.794	50000.0
17	155.237	58.701	23.299	47.217	0.369	0.796	80000.0
18	154.589	57.816	23.197	46.797	0.363	0.8	80000.0
19	152.809	57.373	23.136	46.674	0.365	0.799	40000.0
20	154.836	57.937	23.108	46.683	0.37	0.799	50000.0
21	153.787	57.869	22.83	46.561	0.367	0.798	50000.0
22	152.701	58.331	22.903	46.83	0.376	0.795	40000.0
23	153.895	58.153	22.913	46.56	0.368	0.799	90000.0
24	154.917	58.368	23.045	47.04	0.374	0.794	60000.0
25	154.612	58.029	22.911	46.768	0.367	0.798	70000.0
26	155.459	58.355	23.087	47.052	0.375	0.794	30000.0
27	153.891	58.088	22.847	46.828	0.366	0.798	90000.0
28	154.543	57.723	22.789	46.252	0.366	0.803	70000.0
29	156.697	59.006	23.313	47.398	0.374	0.79	80000.0
30	155.793	58.563	23.317	47.212	0.369	0.793	60000.0
31	154.418	57.889	23.132	46.501	0.363	0.801	50000.0
32	154.15	57.737	22.813	46.385	0.372	0.799	70000.0
33	153.8	58.785	22.712	46.942	0.379	0.79	100000.0
34	152.697	57.906	22.763	46.601	0.367	0.8	40000.0
35	153.288	57.715	22.707	46.609	0.37	0.795	60000.0
36	154.319	58.436	22.951	46.539	0.375	0.798	50000.0
37	155.648	58.417	23.237	47.171	0.374	0.792	40000.0
38	155.087	58.066	23.275	46.732	0.367	0.798	90000.0
39	153.834	58.21	22.944	47.025	0.367	0.794	50000.0
