NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	4.762	113.825	2.089	72.565	1.085	0.626	40000.0
2	4.652	109.791	2.062	71.388	1.011	0.652	40000.0
3	4.422	110.618	1.927	70.347	1.135	0.631	40000.0
4	4.484	103.322	1.88	67.252	0.955	0.696	20000.0
5	4.51	109.218	2.024	72.001	1.05	0.641	40000.0
6	4.616	110.848	1.983	70.465	1.013	0.659	20000.0
7	4.456	101.426	1.933	67.508	0.927	0.703	20000.0
8	4.367	102.638	1.813	66.02	0.972	0.69	20000.0
9	4.728	110.993	2.072	72.813	0.964	0.652	40000.0
10	5.016	117.475	2.083	74.368	1.171	0.621	30000.0
11	4.366	96.735	1.944	65.874	0.855	0.719	20000.0
12	4.849	113.437	2.137	73.476	1.089	0.62	20000.0
13	4.854	105.221	2.119	69.629	1.024	0.667	20000.0
14	4.379	100.968	1.834	65.705	0.94	0.696	30000.0
15	4.224	102.866	1.813	66.407	0.951	0.692	20000.0
16	4.569	110.638	1.926	70.829	1.048	0.658	20000.0
17	4.444	107.113	1.89	69.558	0.987	0.677	30000.0
18	5.049	118.917	2.183	74.168	1.144	0.617	40000.0
19	4.245	100.793	1.86	66.943	0.909	0.697	30000.0
20	4.551	107.853	1.927	70.143	0.997	0.672	30000.0
21	5.054	121.075	2.09	74.895	1.158	0.604	20000.0
22	4.644	109.516	1.968	69.838	0.999	0.665	20000.0
23	4.558	108.364	1.887	71.071	1.03	0.649	30000.0
24	4.319	96.687	1.773	63.303	0.895	0.734	20000.0
25	4.428	107.122	1.787	68.134	0.998	0.682	20000.0
26	4.416	108.934	1.971	70.85	0.958	0.657	20000.0
27	4.47	104.471	1.923	68.105	1.005	0.677	30000.0
28	4.954	114.67	2.051	73.046	1.052	0.645	20000.0
29	4.563	107.45	1.955	70.539	1.001	0.66	20000.0
30	4.653	103.399	1.935	68.451	0.998	0.688	40000.0
31	4.901	112.514	2.102	71.847	1.095	0.646	20000.0
32	4.173	99.06	1.741	64.995	0.915	0.718	30000.0
33	4.922	116.46	2.098	72.116	1.108	0.642	20000.0
34	4.136	100.598	1.761	66.431	0.945	0.702	40000.0
35	4.374	104.944	1.819	68.446	0.985	0.684	40000.0
36	4.679	111.042	1.947	71.323	1.045	0.658	30000.0
37	4.443	107.213	1.941	69.322	0.942	0.685	50000.0
