Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_49_4506_01A	121	0.814	81.584	67.425%	11.465	58.28%	0.42675	0.669
TCGA_49_4507_01A	230	0.92	103.694	45.084%	13.997	39.339%	0.23095	0.853
TCGA_49_6744_01A	240	0.94	95.214	39.672%	13.427	34.127%	0.18709	0.9
TCGA_49_6761_01A	205	0.924	104.469	50.96%	15.214	38.557%	0.25917	0.895
TCGA_49_6767_01A	536	0.966	152.944	28.534%	21.27	25.978%	0.10081	0.937
TCGA_50_5051_01A	120	0.854	75.204	62.67%	10.319	52.119%	0.43143	0.749
TCGA_50_5941_01A	420	0.956	140.418	33.433%	18.686	30.563%	0.12294	0.917
TCGA_50_5942_01A	65	0.758	51.667	79.488%	6.785	66.855%	0.62268	0.547
TCGA_50_6590_01A	981	0.976	204.81	20.878%	33.383	21.942%	0.04371	0.957
TCGA_50_6592_01A	325	0.924	135.544	41.706%	18.366	39.898%	0.16544	0.848
TCGA_50_6593_01A	348	0.932	133.544	38.375%	19.528	36.579%	0.15878	0.876
TCGA_50_6595_01A	93	0.818	67.346	72.415%	10.024	57.777%	0.47834	0.727
TCGA_53_7624_01A	903	0.982	192.184	21.283%	25.407	18.894%	0.0515	0.966
TCGA_53_7813_01A	177	0.869	94.202	53.221%	14.37	49.434%	0.26183	0.776
TCGA_55_6543_01A	21	0.723	24.966	118.886%	4.37	69.976%	1.25484	0.683
TCGA_55_6970_01A	188	0.918	83.412	44.368%	11.863	39.632%	0.21545	0.857
TCGA_55_6971_01A	92	0.71	79.438	86.346%	11.134	71.87%	0.62785	0.498
TCGA_55_6979_01A	125	0.855	84.275	67.42%	11.979	51.984%	0.43524	0.783
TCGA_55_6981_01A	55	0.814	47.659	86.653%	6.494	58.084%	0.68257	0.742
TCGA_55_6985_01A	509	0.958	160.474	31.527%	23.2	28.572%	0.11044	0.929
TCGA_55_7281_01A	497	0.939	179.024	36.021%	25.588	34.607%	0.13863	0.884
TCGA_55_7573_01A	57	0.725	50.297	88.24%	7.218	69.136%	0.74288	0.563
TCGA_55_7574_01A	284	0.949	113.695	40.033%	17.527	31.449%	0.19141	0.93
TCGA_55_7725_01A	157	0.86	91.676	58.392%	13.596	51.061%	0.29123	0.769
TCGA_55_7726_01A	122	0.919	69.141	56.673%	11.894	39.472%	0.35949	0.901
TCGA_55_7728_01A	108	0.875	66.925	61.968%	9.544	48.831%	0.3628	0.814
TCGA_55_7911_01A	261	0.92	108.399	41.532%	15.154	39.893%	0.18766	0.842
TCGA_55_7914_01A	204	0.879	111.315	54.566%	14.899	47.691%	0.26575	0.77
TCGA_55_7995_01A	754	0.965	212.211	28.145%	29.534	26.836%	0.08233	0.934
TCGA_55_8096_01A	167	0.915	76.695	45.925%	10.584	40.263%	0.24573	0.849
TCGA_55_8097_01A	122	0.849	79.011	64.763%	10.889	52.882%	0.45588	0.748
TCGA_55_8203_01A	480	0.952	159.015	33.128%	22.947	30.708%	0.11555	0.914
TCGA_55_8208_01A	387	0.983	107.086	27.671%	14.274	18.233%	0.11719	0.978
TCGA_55_8299_01A	235	0.928	96.283	40.971%	13.705	37.314%	0.18859	0.871
TCGA_55_8506_01A	1897	0.98	422.34	22.264%	68.439	22.307%	0.0448	0.974
TCGA_55_8510_01A	359	0.958	112.268	31.272%	16.161	28.699%	0.10323	0.926
TCGA_55_8511_01A	641	0.971	170.036	26.527%	23.809	24.005%	0.08127	0.949
TCGA_55_8616_01A	628	0.971	165.623	26.373%	24.483	24.096%	0.073	0.952
TCGA_55_A48X_01A	458	0.97	139.549	30.469%	18.864	24.613%	0.10821	0.953
TCGA_55_A48Z_01A	64	0.769	54.274	84.803%	7.411	64.021%	0.63526	0.633
TCGA_55_A492_01A	332	0.934	131.166	39.508%	17.868	36.055%	0.16407	0.875
TCGA_55_A493_01A	346	0.941	135.734	39.229%	18.533	33.995%	0.1562	0.895
TCGA_55_A494_01A	272	0.932	116.135	42.697%	15.651	36.427%	0.1767	0.881
TCGA_62_A46O_01A	1039	0.982	212.648	20.467%	29.546	18.982%	0.04711	0.966
TCGA_62_A46R_01A	189	0.866	101.195	53.542%	15.274	50.059%	0.29367	0.763
TCGA_64_1679_01A	566	0.966	161.737	28.575%	23.654	26.001%	0.10119	0.942
TCGA_64_1681_01A	84	0.786	66.178	78.783%	9.273	63.99%	0.60438	0.662
TCGA_64_5781_01A	1233	0.976	262.66	21.303%	40.494	21.664%	0.04219	0.956
TCGA_67_3770_01A	241	0.924	99.393	41.242%	14.183	38.558%	0.21169	0.859
TCGA_67_3774_01A	122	0.824	77.443	63.478%	10.999	57.027%	0.3853	0.677
TCGA_67_6217_01A	212	0.911	101.974	48.101%	14.394	41.244%	0.24574	0.851
TCGA_69_7973_01A	278	0.926	113.091	40.68%	17.762	37.92%	0.16142	0.881
TCGA_69_7974_01A	572	0.956	179.583	31.396%	26.134	29.433%	0.09784	0.921
TCGA_69_7979_01A	1677	0.988	322.206	19.213%	47.292	16.589%	0.04547	0.984
TCGA_69_7980_01A	941	0.978	221.804	23.571%	30.652	20.99%	0.05709	0.96
TCGA_73_4662_01A	232	0.93	99.716	42.981%	13.146	37.123%	0.22816	0.871
TCGA_73_4666_01A	410	0.954	129.998	31.707%	18.643	30.403%	0.10087	0.913
TCGA_73_4670_01A	391	0.917	166.1	42.481%	23.123	40.27%	0.17014	0.837
TCGA_73_7498_01A	130	0.825	88.076	67.751%	12.451	56.595%	0.41532	0.705
TCGA_78_7145_01A	219	0.897	106.526	48.642%	15.75	44.248%	0.25011	0.823
TCGA_78_7146_01A	420	0.956	132.707	31.597%	19.331	29.249%	0.11863	0.923
TCGA_78_7147_01A	387	0.923	155.049	40.064%	21.758	39.199%	0.15022	0.843
TCGA_78_7153_01A	126	0.851	80.633	63.994%	11.108	52.835%	0.41036	0.751
TCGA_78_7158_01A	266	0.941	103.695	38.983%	14.195	34.01%	0.16543	0.895
TCGA_78_7159_01A	330	0.942	126.032	38.192%	17.22	33.681%	0.13894	0.894
TCGA_78_7161_01A	209	0.893	104.966	50.223%	14.938	45.184%	0.26442	0.808
TCGA_78_7220_01A	962	0.97	238.079	24.748%	35.16	24.791%	0.0616	0.942
TCGA_83_5908_01A	272	0.937	110.471	40.614%	17.21	34.912%	0.19645	0.906
TCGA_86_6851_01A	965	0.965	258.705	26.809%	38.733	27.378%	0.06574	0.936
TCGA_86_7954_01A	243	0.9	114.748	47.221%	16.96	43.689%	0.23105	0.823
TCGA_86_8056_01A	297	0.955	125.066	42.11%	19.359	29.818%	0.19898	0.943
TCGA_86_8074_01A	72	0.705	66.096	91.8%	9.093	71.441%	0.82757	0.508
TCGA_91_6830_01A	252	0.984	90.85	36.052%	14.093	19.286%	0.18555	0.983
TCGA_91_6836_01A	499	0.966	136.312	27.317%	19.411	25.941%	0.09165	0.937
TCGA_91_6840_01A	144	0.96	69.119	47.999%	9.649	28.161%	0.3137	0.951
TCGA_91_6847_01A	92	0.817	68.607	74.573%	9.231	58.382%	0.54133	0.705
TCGA_95_7039_01A	1392	0.979	282.337	20.283%	43.398	20.763%	0.04112	0.962
TCGA_95_7043_01A	1155	0.986	214.004	18.528%	32.092	17.173%	0.04233	0.976
TCGA_95_7948_01A	162	0.967	78.261	48.309%	18.57	31.754%	0.25378	0.968
TCGA_95_A4VK_01A	309	0.942	123.5	39.968%	16.776	33.559%	0.17095	0.903
TCGA_95_A4VN_01A	571	0.966	163.29	28.597%	22.808	25.764%	0.07868	0.94
TCGA_95_A4VP_01A	148	0.865	82.742	55.907%	12.319	50.208%	0.2973	0.772
TCGA_97_7547_01A	198	0.889	105.753	53.411%	15.776	45.887%	0.31759	0.825
TCGA_97_7553_01A	47	0.704	51.465	109.5%	8.198	71.626%	0.89568	0.631
TCGA_97_7941_01A	97	0.874	59.02	60.845%	8.698	49.322%	0.3622	0.815
TCGA_97_8175_01A	30	0.543	39.15	130.5%	6.175	84.031%	1.28681	0.384
TCGA_97_A4M0_01A	466	0.963	129.607	27.813%	19.502	27.034%	0.09764	0.934
TCGA_97_A4M1_01A	47	0.733	45.801	97.449%	6.976	68.079%	0.89964	0.638
TCGA_97_A4M3_01A	241	0.921	110.465	45.836%	15.706	39.034%	0.20121	0.872
TCGA_99_7458_01A	516	0.97	143.223	27.756%	19.668	24.21%	0.08212	0.949
TCGA_J2_8194_01A	166	0.869	85.487	51.498%	12.262	49.729%	0.30548	0.738
TCGA_J2_A4AD_01A	381	0.953	138.097	36.246%	21.86	31.635%	0.14383	0.932
TCGA_J2_A4AG_01A	96	0.812	69.906	72.819%	9.851	58.455%	0.49748	0.697
TCGA_L4_A4E5_01A	396	0.95	139.446	35.214%	20.205	31.304%	0.12585	0.916
TCGA_L9_A443_01A	292	0.92	125.525	42.988%	17.842	39.581%	0.20959	0.854
TCGA_L9_A444_01A	643	0.967	173.017	26.908%	27.713	25.721%	0.08068	0.947
TCGA_MP_A4T4_01A	443	0.948	146.781	33.133%	22.197	31.837%	0.12083	0.908
TCGA_MP_A4T9_01A	42	0.645	44.556	106.086%	6.698	76.831%	0.90532	0.486
TCGA_MP_A4TF_01A	497	0.966	158.674	31.926%	19.949	25.709%	0.12233	0.941
TCGA_MP_A4TH_01A	131	0.817	90.99	69.458%	11.734	58.451%	0.42688	0.649
TCGA_NJ_A4YQ_01A	1298	0.988	228.881	17.633%	31.592	15.257%	0.03486	0.98
TCGA_NJ_A55O_01A	163	0.892	92.641	56.835%	14.082	45.857%	0.3013	0.847
TCGA_O1_A52J_01A	199	0.92	92.367	46.416%	12.151	39.197%	0.23647	0.856
