NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.59	90.427	8.943	64.015	0.742	0.686	20000.0
2	47.344	91.204	8.936	63.835	0.753	0.693	60000.0
3	47.371	91.575	9.053	65.279	0.755	0.663	30000.0
4	46.526	88.818	8.643	61.886	0.723	0.721	20000.0
5	47.421	89.533	8.663	63.667	0.741	0.687	20000.0
6	47.643	89.609	9.099	63.702	0.704	0.703	20000.0
7	45.299	86.603	8.647	62.699	0.703	0.701	20000.0
8	46.789	87.702	8.65	61.424	0.704	0.722	20000.0
9	45.235	87.763	8.627	62.878	0.713	0.697	30000.0
10	45.014	86.574	8.5	61.111	0.712	0.713	50000.0
11	48.358	89.916	9.145	64.165	0.697	0.696	30000.0
12	45.266	88.147	8.468	62.634	0.747	0.691	20000.0
13	47.03	91.587	8.961	64.959	0.799	0.668	20000.0
14	46.248	87.941	8.561	62.867	0.721	0.697	40000.0
15	48.141	90.724	9.142	65.456	0.724	0.678	30000.0
16	46.766	88.524	8.87	63.087	0.724	0.698	30000.0
17	45.976	86.206	8.458	59.984	0.677	0.735	20000.0
18	46.133	88.842	8.631	63.664	0.728	0.692	20000.0
19	46.14	88.273	8.981	62.663	0.744	0.703	30000.0
20	46.966	87.322	9.03	63.131	0.7	0.705	20000.0
21	46.595	87.632	8.659	63.203	0.711	0.691	30000.0
22	46.835	89.589	8.682	63.513	0.718	0.687	50000.0
23	48.56	91.465	9.242	65.057	0.771	0.682	20000.0
24	45.665	87.878	8.649	61.481	0.714	0.72	40000.0
25	47.739	89.523	8.68	63.07	0.724	0.694	20000.0
26	48.339	87.605	9.116	63.192	0.705	0.709	40000.0
27	45.039	86.865	8.497	61.129	0.693	0.721	20000.0
28	45.963	89.718	8.319	61.844	0.738	0.707	20000.0
29	46.003	87.628	8.842	62.831	0.709	0.709	20000.0
30	46.662	87.891	8.86	63.551	0.733	0.694	40000.0
31	46.521	90.116	8.828	64.579	0.734	0.671	20000.0
32	47.635	92.187	8.858	64.813	0.76	0.68	30000.0
33	46.814	87.289	8.804	61.794	0.689	0.724	20000.0
34	45.749	87.986	8.587	62.28	0.718	0.702	20000.0
35	47.958	91.229	9.04	63.829	0.764	0.69	20000.0
36	46.19	87.429	8.561	61.866	0.702	0.708	20000.0
37	46.841	86.352	8.637	61.866	0.703	0.716	30000.0
38	45.777	87.332	8.446	62.067	0.695	0.701	20000.0
39	47.657	89.138	9.043	63.013	0.732	0.708	20000.0
40	44.964	87.144	8.344	61.496	0.693	0.715	30000.0
41	46.534	86.857	8.831	62.008	0.691	0.719	20000.0
42	45.227	88.75	8.254	62.953	0.73	0.694	20000.0
43	45.961	89.986	8.839	64.184	0.724	0.684	50000.0
44	50.284	91.662	9.484	65.934	0.733	0.678	30000.0
45	46.521	91.223	8.72	63.656	0.768	0.686	60000.0
46	46.667	88.127	8.627	62.444	0.71	0.711	20000.0
47	44.771	85.139	8.306	60.768	0.684	0.725	20000.0
48	46.866	89.792	8.626	63.128	0.731	0.695	30000.0
49	47.693	90.967	8.913	63.36	0.779	0.69	20000.0
50	48.177	89.725	9.315	65.632	0.711	0.677	20000.0
51	47.283	89.315	8.673	62.698	0.721	0.694	20000.0
52	45.291	87.499	8.681	61.897	0.703	0.716	20000.0
53	46.076	88.251	8.396	62.527	0.713	0.693	30000.0
54	47.562	91.025	8.918	63.829	0.725	0.698	20000.0
55	45.484	88.103	8.47	61.91	0.735	0.702	20000.0
56	45.156	86.826	8.537	62.313	0.691	0.707	20000.0
57	46.821	89.991	8.734	62.802	0.741	0.696	20000.0
58	46.636	89.261	8.819	63.046	0.741	0.698	20000.0
59	45.81	89.093	8.743	63.055	0.74	0.692	20000.0
60	49.864	94.117	9.338	66.864	0.788	0.649	30000.0
61	46.603	90.539	8.679	62.563	0.742	0.707	40000.0
62	46.386	88.088	8.569	62.777	0.727	0.694	20000.0
63	48.054	89.902	8.927	63.555	0.728	0.689	30000.0
64	46.465	88.425	8.607	62.247	0.715	0.703	40000.0
65	49.845	93.259	9.487	66.61	0.753	0.668	50000.0
66	46.459	86.928	8.69	60.991	0.702	0.727	30000.0
67	47.199	88.952	8.94	63.014	0.738	0.697	30000.0
68	47.463	90.436	8.815	64.068	0.756	0.676	40000.0
69	45.413	87.032	8.591	61.612	0.69	0.72	20000.0
70	47.34	90.024	8.775	63.285	0.747	0.687	20000.0
71	46.706	88.068	8.809	62.327	0.707	0.716	40000.0
72	46.096	90.349	8.724	63.152	0.769	0.696	20000.0
73	45.771	88.19	8.491	62.087	0.736	0.702	20000.0
74	47.738	89.315	8.68	62.367	0.719	0.707	30000.0
75	47.185	88.283	8.87	63.122	0.707	0.701	20000.0
76	46.184	87.468	8.459	61.868	0.736	0.71	20000.0
77	46.238	89.685	8.875	64.129	0.757	0.685	20000.0
78	45.701	88.029	8.638	62.771	0.739	0.692	20000.0
79	47.763	89.541	8.689	62.373	0.723	0.707	20000.0
80	48.179	89.324	9.016	62.995	0.708	0.705	20000.0
81	46.199	87.325	8.569	62.408	0.699	0.702	30000.0
82	47.09	88.76	9.014	63.119	0.702	0.705	20000.0
83	46.16	89.349	8.55	62.904	0.741	0.691	30000.0
84	46.346	88.019	8.442	60.703	0.742	0.718	30000.0
85	46.64	88.341	8.741	61.345	0.724	0.72	40000.0
86	47.414	88.088	8.773	63.066	0.698	0.701	20000.0
87	47.068	88.553	8.804	63.827	0.708	0.694	20000.0
88	46.553	88.021	8.915	62.657	0.729	0.703	40000.0
89	47.883	90.764	8.841	64.628	0.741	0.678	40000.0
90	47.655	89.221	8.966	63.045	0.723	0.702	20000.0
91	44.396	86.645	8.49	61.819	0.706	0.702	20000.0
92	45.559	87.068	8.495	62.157	0.698	0.709	20000.0
93	47.214	90.389	9.093	63.972	0.753	0.698	30000.0
94	45.28	84.629	8.486	61.08	0.665	0.72	30000.0
95	47.431	88.361	9.223	63.258	0.713	0.706	20000.0
96	46.603	88.907	8.804	61.834	0.721	0.715	30000.0
97	47.185	88.839	8.881	62.905	0.712	0.707	30000.0
98	47.333	91.049	8.807	63.826	0.755	0.686	40000.0
99	46.735	86.871	8.895	62.337	0.705	0.712	30000.0
100	46.813	89.835	8.837	64.078	0.73	0.69	30000.0
