MutationType	ID83A	ID83B
1:Del:C:0	6.572735187546641e-06	9.803275372632926e-07
1:Del:C:1	0.24557768940925598	0.010263926112708077
1:Del:C:2	0.1318011061102152	0.010024321775664759
1:Del:C:3	0.053845332600176335	2.3559547302476897e-07
1:Del:C:4	0.046941716857254505	0.004232857537209327
1:Del:C:5	0.031962952353060244	4.4403323928037254e-05
1:Del:T:0	6.572735187546641e-06	9.803275372632926e-07
1:Del:T:1	0.05626775447279215	0.010191063633934619
1:Del:T:2	0.016733718942850827	8.487698493638619e-05
1:Del:T:3	0.015195211125537754	2.1894287328905192e-07
1:Del:T:4	0.01075807398185134	0.000985770442490832
1:Del:T:5	0.016979969292879104	0.001945161423781485
1:Ins:C:0	0.003897342490254232	0.029284846661612393
1:Ins:C:1	0.006281516656272288	0.007184821480860677
1:Ins:C:2	0.008196042922791094	0.0007126238927071427
1:Ins:C:3	0.008183943727053701	2.0723687867985064e-07
1:Ins:C:4	0.007210710307117551	0.0032976213378955775
1:Ins:C:5	0.016653403947129844	0.0002630874031971331
1:Ins:T:0	0.019536171117797495	0.0425350658968091
1:Ins:T:1	0.05200977731496095	0.016202187705785034
1:Ins:T:2	0.03301913997158408	0.0053665660022581465
1:Ins:T:3	0.00819524728693068	0.002860011194948413
1:Ins:T:4	0.00625191235798411	0.0004758617262146458
1:Ins:T:5	0.021651633335277438	2.6405276024377147e-07
2:Del:R:0	0.012926037553697825	0.00626946672003001
2:Del:R:1	0.005945020888466388	2.1272052521226216e-07
2:Del:R:2	6.572735187546641e-06	9.803275372632926e-07
2:Del:R:3	0.00044256782973661757	5.753791387519414e-07
2:Del:R:4	6.572735187546641e-06	9.803275372632926e-07
2:Del:R:5	6.572735242116323e-06	9.803275497688447e-07
3:Del:R:0	0.009035235987976193	0.001178195106204072
3:Del:R:1	0.0011014203828926838	8.084233804680707e-05
3:Del:R:2	6.572735187546641e-06	9.803275372632926e-07
3:Del:R:3	6.572735242116323e-06	9.803275497688447e-07
3:Del:R:4	6.572735187546641e-06	9.803275372632926e-07
3:Del:R:5	6.572735242116323e-06	9.803275497688447e-07
4:Del:R:0	0.006402852232313307	0.008894823890936295
4:Del:R:1	0.0010959754201076066	0.00014499444411228524
4:Del:R:2	6.572735187546641e-06	9.803275372632926e-07
4:Del:R:3	6.572735242116323e-06	9.803275497688447e-07
4:Del:R:4	6.572735187546641e-06	9.803275372632926e-07
4:Del:R:5	6.572735242116323e-06	9.803275497688447e-07
5:Del:R:0	0.05750425938516855	0.022266333680599926
5:Del:R:1	6.572735242116323e-06	9.803275497688447e-07
5:Del:R:2	6.572735187546641e-06	9.803275372632926e-07
5:Del:R:3	6.572735242116323e-06	9.803275497688447e-07
5:Del:R:4	6.572735187546641e-06	9.803275372632926e-07
5:Del:R:5	6.572735242116323e-06	9.803275497688447e-07
2:Ins:R:0	0.0023887977469530595	0.05909726943820715
2:Ins:R:1	0.0031521650654030963	0.0017225505899607185
2:Ins:R:2	0.0005452449245740353	3.105399424072175e-05
2:Ins:R:3	0.0005510756677176687	5.46683746307508e-07
2:Ins:R:4	0.0005195141181366125	5.131702835114993e-07
2:Ins:R:5	6.572735242116323e-06	9.803275497688447e-07
3:Ins:R:0	8.582166260566738e-06	0.061867810375988486
3:Ins:R:1	0.0018412992920639225	3.635591366446533e-07
3:Ins:R:2	0.0003953390120614131	0.0005025042002607449
3:Ins:R:3	6.572735242116323e-06	9.803275497688447e-07
3:Ins:R:4	6.572735187546641e-06	9.803275372632926e-07
3:Ins:R:5	6.572735242116323e-06	9.803275497688447e-07
4:Ins:R:0	3.892649583576713e-06	0.058453858867287635
4:Ins:R:1	0.00012225402374497208	0.0027256819441885227
4:Ins:R:2	6.572735187546641e-06	9.803275372632926e-07
4:Ins:R:3	0.000546410158162871	4.64923398645567e-05
4:Ins:R:4	6.572735187546641e-06	9.803275372632926e-07
4:Ins:R:5	6.572735242116323e-06	9.803275497688447e-07
5:Ins:R:0	3.129242833199271e-09	0.5941207599639893
5:Ins:R:1	0.011421958319842815	2.2795710137302193e-07
5:Ins:R:2	0.0005460770606714505	4.575879704546537e-05
5:Ins:R:3	6.572735242116323e-06	9.803275497688447e-07
5:Ins:R:4	6.572735187546641e-06	9.803275372632926e-07
5:Ins:R:5	6.572735242116323e-06	9.803275497688447e-07
2:Del:M:1	0.012730836647951946	0.015675627850293666
3:Del:M:1	0.0028628857799049	0.00304993280787869
3:Del:M:2	0.001378685360145937	0.003233237484773923
4:Del:M:1	0.004561162914342276	0.002003878712002205
4:Del:M:2	0.0014479804087159209	0.00026767970204332413
4:Del:M:3	0.0004160725031852053	4.827545012062728e-05
5:Del:M:1	0.032732942048460244	0.007377776978518824
5:Del:M:2	0.005317597404136905	0.004717622213574088
5:Del:M:3	0.004220421904356044	0.00014480808881017993
5:Del:M:4	0.0004944546121578242	4.5905473732545944e-05
5:Del:M:5	6.572735187546641e-06	9.803275372632926e-07
