Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_55_7573_01A	6	0.815	5.907	98.45%	1.655	58.513%	1.1436	0.804
TCGA_55_7574_01A	9	0.835	8.629	95.878%	2.141	55.28%	1.23286	0.823
TCGA_55_7725_01A	12	0.904	10.334	86.117%	2.529	43.372%	0.77834	0.898
TCGA_55_7726_01A	4	0.794	4.748	118.7%	1.526	62.299%	1.64854	0.787
TCGA_55_7728_01A	2	0.326	3.366	168.3%	1.356	95.884%	2.23832	0.295
TCGA_55_7911_01A	12	0.91	9.567	79.725%	2.347	41.489%	1.06864	0.905
TCGA_55_7914_01A	5	0.628	6.78	135.6%	1.76	78.71%	1.2653	0.599
TCGA_55_7995_01A	19	0.886	14.932	78.589%	3.202	47.733%	0.62375	0.874
TCGA_55_8096_01A	7	0.764	7.522	107.457%	1.971	65.7%	1.0535	0.747
TCGA_55_8097_01A	6	0.738	7.035	117.25%	2.161	76.403%	1.37132	0.725
TCGA_55_8203_01A	15	0.913	11.743	78.287%	2.594	43.847%	0.62216	0.907
TCGA_55_8208_01A	12	0.891	11.002	91.683%	3.055	50.917%	0.77251	0.889
TCGA_55_8299_01A	6	0.891	4.84	80.667%	1.573	45.409%	1.40277	0.887
TCGA_55_8506_01A	160	0.932	53.751	33.594%	16.695	36.311%	0.11073	0.92
TCGA_55_8510_01A	18	0.882	15.613	86.739%	3.522	47.065%	0.72323	0.873
TCGA_55_8511_01A	22	0.831	17.625	80.114%	4.582	55.565%	0.73495	0.814
TCGA_55_8616_01A	283	0.999	24.927	8.808%	6.893	3.844%	0.02374	0.999
TCGA_55_A48X_01A	19	0.948	12.522	65.905%	2.846	32.02%	0.6828	0.945
TCGA_55_A48Z_01A	1	0.793	1.455	145.5%	0.757	75.7%	1.3001	0.804
TCGA_55_A492_01A	75	0.99	30.934	41.245%	6.727	16.388%	0.26249	0.99
TCGA_55_A493_01A	97	0.996	21.708	22.379%	5.365	8.901%	0.15213	0.996
TCGA_55_A494_01A	9	0.711	9.733	108.144%	2.352	70.915%	0.98068	0.678
TCGA_62_A46O_01A	115	0.993	33.713	29.316%	6.873	12.927%	0.15082	0.993
TCGA_62_A46R_01A	11	0.727	11.216	101.964%	2.833	68.71%	0.96258	0.696
TCGA_64_1679_01A	21	0.9	16.554	78.829%	4.307	44.662%	0.84874	0.894
TCGA_64_1681_01A	5	0.303	8.185	163.7%	2.231	99.773%	2.28796	0.229
TCGA_64_5781_01A	43	0.969	20.018	46.553%	4.169	26.006%	0.28475	0.966
TCGA_67_3770_01A	9	0.861	7.667	85.189%	2.105	51.054%	1.32161	0.852
TCGA_67_3774_01A	7	0.374	9.907	141.529%	2.9	96.667%	1.6719	0.307
TCGA_67_6217_01A	8	0.772	7.959	99.488%	2.019	63.846%	1.15325	0.75
TCGA_69_7973_01A	16	0.831	13.117	81.981%	2.84	55.697%	0.78107	0.806
TCGA_69_7974_01A	19	0.797	18.277	96.195%	4.036	64.628%	1.27414	0.772
TCGA_69_7979_01A	43	0.934	25.769	59.928%	5.213	35.888%	0.50971	0.925
TCGA_69_7980_01A	29	0.942	17.268	59.545%	3.652	33.763%	0.613	0.937
TCGA_73_4662_01A	12	0.894	10.193	84.942%	2.43	45.923%	0.97123	0.887
TCGA_73_4666_01A	16	0.958	9.357	58.481%	2.054	29.647%	0.4818	0.955
TCGA_73_4670_01A	29	0.86	21.508	74.166%	4.636	51.511%	0.65687	0.838
TCGA_73_7498_01A	6	0.711	6.427	107.117%	1.723	70.341%	1.06226	0.684
TCGA_78_7145_01A	6	0.662	8.041	134.017%	2.712	78.289%	1.22243	0.655
TCGA_78_7146_01A	14	0.919	9.446	67.471%	2.209	41.746%	0.49614	0.913
TCGA_78_7147_01A	21	0.936	14.771	70.338%	3.278	35.981%	0.54321	0.932
TCGA_78_7153_01A	8	0.956	6.613	82.663%	2.212	47.16%	0.55919	0.963
TCGA_78_7158_01A	13	0.941	11.344	87.262%	2.996	39.683%	0.74785	0.941
TCGA_78_7159_01A	22	0.831	18.181	82.641%	4.178	55.831%	0.72604	0.809
TCGA_78_7161_01A	8	0.708	8.884	111.05%	2.644	70.664%	1.55352	0.687
TCGA_78_7220_01A	32	0.97	17.466	54.581%	3.701	25.662%	0.45465	0.968
TCGA_83_5908_01A	9	0.936	6.969	77.433%	1.83	38.158%	0.61935	0.934
TCGA_86_6851_01A	37	0.969	17.179	46.43%	3.77	25.022%	0.36683	0.967
TCGA_86_7954_01A	8	0.867	7.113	88.913%	1.864	49.817%	1.13151	0.859
TCGA_86_8056_01A	7	0.656	8.237	117.671%	1.998	75.517%	1.27375	0.614
TCGA_86_8074_01A	4	0.457	5.665	141.625%	1.837	91.85%	2.35561	0.419
TCGA_91_6830_01A	9	0.586	10.884	120.933%	2.504	83.467%	1.21693	0.522
TCGA_91_6836_01A	12	0.728	12.493	104.108%	2.92	68.825%	1.03648	0.693
TCGA_91_6840_01A	6	0.598	7.388	123.133%	2.275	80.433%	1.4076	0.568
TCGA_91_6847_01A	6	0.484	8.561	142.683%	2.5	88.388%	1.72313	0.44
TCGA_95_7039_01A	67	0.963	28.67	42.791%	6.076	27.31%	0.23677	0.958
TCGA_95_7043_01A	62	0.984	25.505	41.137%	5.244	20.381%	0.25999	0.983
TCGA_95_7948_01A	7	0.712	7.811	111.586%	2.113	70.433%	1.19575	0.687
TCGA_95_A4VK_01A	7	0.908	7.266	103.8%	2.514	57.675%	0.74629	0.917
TCGA_95_A4VN_01A	24	0.922	14.085	58.688%	3.069	38.976%	0.53088	0.912
TCGA_95_A4VP_01A	5	0.829	5.085	101.7%	1.519	57.413%	1.14594	0.821
TCGA_97_7547_01A	7	0.553	8.895	127.071%	2.542	84.733%	1.36357	0.511
TCGA_97_7553_01A	8	0.841	6.46	80.75%	1.717	54.296%	0.86536	0.827
TCGA_97_7941_01A	7	0.813	7.658	109.4%	2.035	61.358%	1.08912	0.805
TCGA_97_8175_01A	2	0.304	3.531	176.55%	1.352	95.601%	2.41196	0.267
TCGA_97_A4M0_01A	17	0.831	15.692	92.306%	4.116	56.538%	0.79735	0.819
TCGA_97_A4M1_01A	1	0.793	1.455	145.5%	0.757	75.7%	1.3001	0.804
TCGA_97_A4M3_01A	6	0.786	5.63	93.833%	1.766	62.438%	1.40601	0.772
TCGA_99_7458_01A	23	0.943	13.693	59.535%	2.93	35.273%	0.46255	0.939
TCGA_J2_8194_01A	5	0.788	5.617	112.34%	1.744	65.917%	0.94333	0.783
TCGA_J2_A4AD_01A	17	0.902	12.409	72.994%	2.783	43.463%	0.81845	0.892
TCGA_J2_A4AG_01A	8	0.793	9.438	117.975%	2.563	68.499%	1.9479	0.782
TCGA_L4_A4E5_01A	7	0.93	5.774	82.486%	1.644	42.448%	0.65243	0.929
TCGA_L9_A443_01A	14	0.84	11.876	84.829%	3.262	54.367%	1.18223	0.827
TCGA_L9_A444_01A	36	0.921	22.138	61.494%	4.818	41.014%	0.39823	0.913
TCGA_MP_A4T4_01A	17	0.863	13.223	77.782%	3.575	51.071%	0.66024	0.852
TCGA_MP_A4T9_01A	1	0.793	1.455	145.5%	0.757	75.7%	1.3001	0.804
TCGA_MP_A4TF_01A	18	0.854	14.341	79.672%	3.566	52.578%	0.71988	0.84
TCGA_MP_A4TH_01A	7	0.9	6.795	97.071%	2.052	52.982%	0.76057	0.902
TCGA_NJ_A4YQ_01A	48	0.967	25.948	54.058%	5.828	30.547%	0.34463	0.966
TCGA_NJ_A55O_01A	7	0.923	4.86	69.429%	1.415	39.245%	0.64205	0.92
TCGA_O1_A52J_01A	9	0.634	10.064	111.822%	2.382	79.4%	1.12012	0.58
