Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	15	0.851	15.354	102.36%	3.344	54.975%	1.00114	0.842
TCGA_38_4626_01A	11	0.925	7.204	65.491%	1.706	39.138%	0.49105	0.919
TCGA_38_4627_01A	3	0.354	5.283	176.1%	2.092	93.557%	2.27351	0.325
TCGA_38_4631_01A	34	0.976	15.277	44.932%	3.207	22.677%	0.35159	0.975
TCGA_38_7271_01A	4	0.826	4.909	122.725%	1.638	66.871%	0.95751	0.834
TCGA_44_2655_01A	10	0.546	12.923	129.23%	3.202	85.577%	1.41536	0.488
TCGA_44_2657_01A	9	0.955	6.319	70.211%	1.781	33.072%	0.72621	0.954
TCGA_44_2659_01A	28	0.859	21.476	76.7%	4.582	51.228%	0.5609	0.839
TCGA_44_3396_01A	11	0.736	12.091	109.918%	3.003	68.894%	0.94115	0.713
TCGA_44_3917_01A	4	0.972	3.281	82.025%	1.252	39.592%	0.55913	0.974
TCGA_44_3918_01A	38	0.973	15.588	41.021%	3.675	24.338%	0.27214	0.971
TCGA_44_4112_01A	21	0.877	14.521	69.148%	3.081	48.117%	0.53033	0.857
TCGA_44_5644_01A	41	0.951	21.564	52.595%	4.233	30.955%	0.37029	0.945
TCGA_44_6145_01A	11	0.93	9.429	85.718%	2.488	42.055%	0.71119	0.928
TCGA_44_6147_01A	7	0.801	6.615	94.5%	2.013	60.694%	0.86665	0.789
TCGA_44_6774_01A	10	0.911	9.178	91.78%	2.107	44.921%	0.76745	0.907
TCGA_44_6775_01A	4	0.531	5.646	141.15%	1.923	96.15%	2.22344	0.507
TCGA_44_6776_01A	13	0.829	10.268	78.985%	2.681	55.903%	0.98892	0.811
TCGA_44_6779_01A	5	0.85	5.133	102.66%	1.521	57.488%	0.97974	0.847
TCGA_44_7661_01A	11	0.913	9.409	85.536%	2.401	44.585%	0.6947	0.911
TCGA_44_7667_01A	19	0.89	12.597	66.3%	3.322	45.631%	0.72598	0.88
TCGA_44_7670_01A	46	0.952	25.12	54.609%	5.315	31.319%	0.37351	0.947
TCGA_44_7672_01A	15	0.852	13.749	91.66%	2.854	54.925%	0.70366	0.839
TCGA_44_8117_01A	23	0.931	16.762	72.878%	3.834	37.778%	0.60047	0.926
TCGA_44_A47G_01A	17	0.908	12.348	72.635%	2.686	41.948%	0.6226	0.899
TCGA_44_A4SU_01A	5	0.888	4.771	95.42%	1.57	47.337%	1.6229	0.885
TCGA_49_4487_01A	24	0.832	17.258	71.908%	5.033	55.58%	0.50247	0.815
TCGA_49_4488_01A	16	0.922	12.58	78.625%	3.252	45.097%	0.61067	0.921
TCGA_49_4490_01A	4	0.478	6.153	153.825%	1.757	87.85%	1.81134	0.435
TCGA_49_4505_01A	11	0.856	8.51	77.364%	2.005	51.769%	0.71731	0.839
TCGA_49_4506_01A	9	0.693	9.174	101.933%	2.212	73.733%	1.04633	0.65
TCGA_49_4507_01A	8	0.77	7.822	97.775%	2.224	64.201%	1.0647	0.752
TCGA_49_6744_01A	9	0.742	9.253	102.811%	2.432	67.452%	1.35547	0.718
TCGA_49_6761_01A	5	0.598	6.502	130.04%	2.124	80.28%	1.47795	0.574
TCGA_49_6767_01A	17	0.931	10.557	62.1%	2.395	36.523%	0.4867	0.925
TCGA_50_5051_01A	9	0.652	10.66	118.444%	2.833	78.573%	1.26907	0.619
TCGA_50_5941_01A	26	0.831	20.11	77.346%	4.809	55.903%	0.68994	0.808
TCGA_50_5942_01A	5	0.588	6.046	120.92%	2.14	80.884%	1.58554	0.562
TCGA_50_6590_01A	33	0.846	23.623	71.585%	5.916	53.343%	0.49781	0.826
TCGA_50_6592_01A	15	0.806	13.327	88.847%	3.208	59.571%	0.79298	0.784
TCGA_50_6593_01A	14	0.759	13.713	97.95%	2.961	66.21%	1.17692	0.723
TCGA_50_6595_01A	4	0.622	5.004	125.1%	1.935	78.996%	1.09441	0.607
TCGA_53_7624_01A	24	0.933	14.714	61.308%	3.123	36.304%	0.48662	0.925
TCGA_53_7813_01A	9	0.74	8.875	98.611%	2.427	67.313%	1.01838	0.714
TCGA_55_6543_01A	2	0.584	2.864	143.2%	1.156	81.742%	2.193	0.571
TCGA_55_6970_01A	5	0.883	4.088	81.76%	1.283	48.493%	0.7554	0.878
TCGA_55_6971_01A	6	0.828	6.195	103.25%	1.682	59.468%	0.91174	0.821
TCGA_55_6979_01A	7	0.75	7.008	100.114%	2.195	66.182%	1.17623	0.734
TCGA_55_6981_01A	4	0.767	4.108	102.7%	1.311	65.55%	1.55689	0.755
TCGA_55_6985_01A	15	0.898	10.875	72.5%	2.718	44.684%	0.70353	0.89
TCGA_55_7281_01A	17	0.95	9.413	55.371%	1.99	31.866%	0.45734	0.946
