MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
1:Del:C:1	0.4993816275894642	0.13258698381257772	0.006951256134140493	0.015835916291757714	0.05462980994276549
1:Del:C:2	0.09047406724162442	0.2510116523409306	0.008039448375979016	0.047330184451117245	0.01122577766994965
1:Del:C:3	0.0349568185052437	0.09043501026118576	2.8098637550044713e-08	0.055283968227518014	0.014891971022980344
1:Del:C:4	0.017678909451044545	0.026376647988044403	0.001756404496631241	0.14468857923423	0.02710685250046154
1:Del:C:5	0.006196754531771944	0.017923167527155785	1.8766066511480272e-07	0.12358851333676285	0.0004631109645137599
1:Del:T:0	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
1:Del:T:1	0.03323240612579866	0.07073452108404353	0.008778410411346159	0.0224365924893209	0.1218281997695135
1:Del:T:2	0.021316646473690925	0.019175457198719954	6.087776024732428e-08	0.004741331460209661	0.02806251648373916
1:Del:T:3	0.004435154994890382	0.01190501929678419	9.717754513083321e-08	0.044835113549206655	0.011422263665841488
1:Del:T:4	0.015139850502297207	0.005185979497673756	0.000495983846475827	0.010631500912847506	0.018783712872452726
1:Del:T:5	3.190820580698528e-06	0.0040379626511798964	0.0019206749369053155	0.08155756381332595	0.0005079848232306006
1:Ins:C:0	0.003050146102975555	0.01015686288677074	0.026491682869828993	0.0007207488894937342	0.012733247826826073
1:Ins:C:1	0.008735682074978967	0.006618037383675812	0.0058728908305130285	0.0068195122188909486	0.006529415784307737
1:Ins:C:2	0.007111704214672443	0.012532561998449659	0.00021970601061994444	0.00903825025371198	0.0027493440172591476
1:Ins:C:3	0.0058880637602908336	0.015861579552354215	9.894570714763517e-08	0.003727144183354909	0.004286473001483273
1:Ins:C:4	0.006437214950340149	0.005026183047019544	0.0026173077114879993	0.020542922435142826	0.0022894583004438116
1:Ins:C:5	0.0034424985607432747	0.004756969972401919	0.00016827429785142733	0.07286752153885573	0.005502668012101566
1:Ins:T:0	0.02685405251017869	0.026344627357874087	0.04147531660273671	0.005477513108159542	0.01463287812846545
1:Ins:T:1	0.05442728947095134	0.08074894350396733	0.015179263520985841	0.007709028066709606	0.01830437627371765
1:Ins:T:2	0.02711682645748169	0.04810826733152794	0.005099474460252651	0.019593440602305848	0.029247264494653962
1:Ins:T:3	0.00815991865092485	0.00960971574396524	0.002545260003102712	0.009394824265989712	0.0025902917236333587
1:Ins:T:4	0.0056344440446404855	0.0028487176807229096	0.00036877560554685827	0.011635610207761146	0.00916744350243107
1:Ins:T:5	0.0011684159217486467	0.0038820615703805926	1.2774390286907078e-07	0.1026633111736669	0.004395878618123561
2:Del:R:0	0.004357259673809892	0.00918388048794878	0.005847772068473471	0.03923942422195978	0.01335588383612219
2:Del:R:1	0.004143605336365255	0.0033615682364822774	1.0671241387871788e-07	0.014456221190439465	0.008084940744539325
2:Del:R:2	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
2:Del:R:3	4.927508483660859e-06	0.0001271828579854173	3.4365417278081623e-07	0.0021461852654545057	1.0759587580650986e-05
2:Del:R:4	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
2:Del:R:5	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
3:Del:R:0	0.0035623193555029786	0.006987913375292862	0.00013953852773377574	0.022171260934222232	0.014986358118913473
3:Del:R:1	0.0013420549244449376	0.0013712820298226803	2.2670316218498243e-07	0.0004512071949572771	0.0009610534906437352
3:Del:R:2	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
3:Del:R:3	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
3:Del:R:4	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
3:Del:R:5	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
4:Del:R:0	0.002676011098800757	0.0028769429065742713	0.004148005706206685	0.020673765685585294	0.020640310100280886
4:Del:R:1	0.0015205673319621837	0.0006626669803211937	2.2374109188261215e-07	0.00046386627747206253	0.003222182413715302
4:Del:R:2	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
4:Del:R:3	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
4:Del:R:4	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
4:Del:R:5	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
5:Del:R:0	0.021306350272808562	0.01870557758580503	0.01698530985067464	0.021793871527537475	0.2725055985741699
5:Del:R:1	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
5:Del:R:2	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
5:Del:R:3	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
5:Del:R:4	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
5:Del:R:5	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
2:Ins:R:0	0.007326571446972991	0.009095665237906019	0.051625476889312266	0.0018139951657188647	0.009665756249593755
2:Ins:R:1	0.002992143017390667	0.00418093448882388	0.0017302377432422134	0.003853782342095755	0.0024763396597440135
2:Ins:R:2	0.00038060492420527225	0.0006083788139719104	3.358568879008317e-07	0.0005426947911512769	0.001108847444713774
2:Ins:R:3	0.00032598544982988644	0.0008164581366474976	2.5631210894161425e-07	5.5384954215571545e-05	0.0014114126481388212
2:Ins:R:4	4.6424143079093485e-06	8.867094562674538e-05	3.390318325813269e-07	0.00256267311324109	1.0439874715757469e-05
2:Ins:R:5	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
3:Ins:R:0	0.00028615575508638357	0.0029256207118072554	0.06519706784042682	1.6470170790228166e-06	9.942823748275487e-05
3:Ins:R:1	0.0023394449791521764	0.0019298332199690548	1.8549716104487857e-07	0.00041475864567156796	0.00265676094611365
3:Ins:R:2	0.000919577709769328	0.00021172123052465964	5.010887639949502e-05	0.00019818958674861165	0.001238880637197326
3:Ins:R:3	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
3:Ins:R:4	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
3:Ins:R:5	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
4:Ins:R:0	5.05258286523258e-06	0.0016173715065926331	0.062385128512978553	1.380614260071411e-06	1.0105502902193753e-05
4:Ins:R:1	0.00036425914234406776	0.00029428091657223376	0.000930095740854071	0.000808198338616819	0.0030916727387159428
4:Ins:R:2	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
4:Ins:R:3	0.00038104799501752494	0.0008503419362750719	3.003745077378994e-07	0.0008329432488955746	0.00043711591783903716
4:Ins:R:4	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
4:Ins:R:5	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
5:Ins:R:0	1.7579013893827414e-06	2.217795184994511e-06	0.6379056125879288	5.020493057448758e-07	4.2197457456420525e-06
5:Ins:R:1	0.008948968552847986	0.012633264481020081	7.612756713903934e-08	0.008216588377933482	0.029094926726158973
5:Ins:R:2	0.0006624400743675096	0.0006207805817423661	2.856015308161375e-07	0.0005031949553968929	0.0009761108784391581
5:Ins:R:3	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
5:Ins:R:4	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
5:Ins:R:5	6.966598884901032e-06	5.856982734258054e-06	4.101268531186975e-07	3.320163598345971e-06	1.3211341029091273e-05
2:Del:M:1	0.01681867995754743	0.014169908490895295	0.01362974390645519	0.016833202764163814	0.01474435683690487
3:Del:M:1	0.0025757383652168643	0.004790036396690134	0.002931483442409899	0.0009450625104572907	0.0036410443167505945
3:Del:M:2	4.720105768790006e-05	0.0005052290666966996	0.002975737335714115	0.0071152764832064005	0.00012304922061616707
4:Del:M:1	0.004856530086323758	0.00196805279522323	0.00013131254460756027	0.0030484603614016237	0.018169932468160822
4:Del:M:2	0.0007975893961725688	0.0005288790658309494	2.204727871557566e-07	0.0044953272824703565	0.0024485009665443157
4:Del:M:3	0.0005095097790785985	0.0003118634570719092	2.93733509764138e-07	0.00011463855798531597	0.0009708224132509713
5:Del:M:1	0.02257029226158118	0.03101791915380119	0.0017302363904734502	0.004312925914697701	0.1377347098858013
5:Del:M:2	0.0029186621322046945	0.007803635877161241	0.003660882836379571	0.00018058790400364843	0.01727538111250965
