NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	4.227	70.675	1.686	46.35	0.77	0.803	30000.0
2	4.559	72.855	1.786	46.447	0.769	0.807	30000.0
3	4.391	74.578	1.722	48.703	0.814	0.796	20000.0
4	4.765	78.031	1.884	50.927	0.841	0.779	20000.0
5	4.413	74.245	1.729	47.295	0.783	0.808	20000.0
6	4.817	79.123	1.849	51.084	0.878	0.772	20000.0
7	4.112	69.168	1.644	44.599	0.71	0.819	20000.0
8	4.565	74.643	1.75	47.995	0.782	0.807	20000.0
9	4.482	75.764	1.743	47.928	0.834	0.8	30000.0
10	4.78	77.299	1.862	49.75	0.828	0.79	20000.0
11	4.284	75.376	1.752	48.738	0.828	0.771	30000.0
12	4.493	79.746	1.85	51.33	0.904	0.765	20000.0
13	4.347	73.741	1.739	47.536	0.804	0.791	20000.0
14	4.399	73.447	1.73	46.852	0.803	0.804	30000.0
15	4.387	74.74	1.728	47.47	0.827	0.798	30000.0
16	4.373	74.795	1.771	48.219	0.848	0.78	20000.0
17	4.428	71.765	1.777	46.866	0.76	0.804	20000.0
18	4.304	76.541	1.726	50.732	0.845	0.785	30000.0
19	4.139	71.122	1.698	47.331	0.804	0.795	60000.0
20	4.263	71.506	1.689	45.741	0.777	0.807	30000.0
21	4.698	80.091	1.85	51.759	0.883	0.779	20000.0
22	4.427	76.248	1.734	49.415	0.854	0.778	20000.0
23	4.75	81.269	1.846	52.754	0.925	0.757	20000.0
24	4.638	74.182	1.815	47.888	0.816	0.798	30000.0
25	4.088	67.137	1.623	44.434	0.741	0.822	20000.0
26	4.258	72.775	1.646	46.57	0.785	0.793	20000.0
27	4.324	73.472	1.697	47.927	0.781	0.804	20000.0
28	4.256	74.169	1.696	47.028	0.767	0.805	40000.0
29	3.987	66.612	1.592	43.522	0.756	0.795	40000.0
30	4.852	81.783	1.899	52.246	0.898	0.758	40000.0
31	4.387	74.879	1.743	48.747	0.821	0.789	20000.0
32	5.234	87.593	1.971	53.814	0.944	0.758	30000.0
33	4.879	82.463	1.903	53.283	0.894	0.766	30000.0
34	4.509	75.314	1.801	48.684	0.804	0.798	20000.0
35	4.639	76.647	1.804	50.044	0.838	0.79	20000.0
36	4.376	75.395	1.739	48.65	0.862	0.783	20000.0
37	4.518	79.4	1.821	51.368	0.821	0.772	20000.0
38	4.301	72.384	1.697	47.123	0.824	0.797	40000.0
39	4.269	74.811	1.675	47.829	0.803	0.811	20000.0
40	4.382	72.923	1.688	46.002	0.803	0.802	20000.0
41	4.58	80.385	1.814	51.502	0.851	0.78	20000.0
42	4.358	74.207	1.701	47.485	0.833	0.791	20000.0
43	4.374	75.526	1.7	47.907	0.846	0.795	20000.0
44	4.787	79.258	1.859	49.778	0.821	0.802	30000.0
45	4.414	75.107	1.772	49.014	0.844	0.779	20000.0
46	4.57	77.388	1.829	50.481	0.839	0.788	20000.0
47	4.327	74.4	1.732	47.189	0.818	0.793	70000.0
48	4.397	75.757	1.719	48.15	0.818	0.776	20000.0
49	4.218	73.534	1.701	47.1	0.813	0.791	20000.0
50	4.395	73.081	1.755	48.641	0.78	0.809	20000.0
51	4.105	71.565	1.613	45.768	0.791	0.796	40000.0
52	3.943	66.961	1.579	44.549	0.758	0.819	30000.0
53	4.454	77.273	1.774	50.026	0.883	0.785	30000.0
54	4.632	76.425	1.854	49.163	0.829	0.794	30000.0
55	4.598	77.457	1.836	49.496	0.84	0.794	40000.0
56	4.575	73.459	1.735	46.326	0.812	0.798	30000.0
57	4.25	70.64	1.615	46.035	0.772	0.814	20000.0
58	4.544	77.846	1.755	49.269	0.84	0.782	30000.0
59	4.731	77.494	1.849	50.124	0.833	0.79	20000.0
60	4.421	77.087	1.799	49.614	0.852	0.785	20000.0
61	4.851	82.914	1.901	52.493	0.913	0.778	20000.0
62	4.624	79.275	1.825	51.461	0.89	0.774	20000.0
63	4.299	73.127	1.734	47.178	0.778	0.795	30000.0
64	4.052	67.243	1.609	43.642	0.792	0.806	20000.0
65	4.56	75.785	1.792	49.378	0.823	0.8	20000.0
66	4.678	78.33	1.778	49.561	0.84	0.782	20000.0
67	4.222	74.098	1.688	47.223	0.805	0.806	20000.0
68	4.236	72.555	1.713	47.389	0.812	0.803	30000.0
69	4.007	69.338	1.667	45.505	0.758	0.808	30000.0
70	4.3	71.476	1.705	46.192	0.753	0.815	20000.0
71	4.334	71.676	1.725	47.238	0.764	0.808	20000.0
72	5.145	87.673	2.001	55.381	0.873	0.759	30000.0
73	4.905	84.113	1.945	53.969	0.912	0.751	20000.0
74	4.54	75.949	1.772	49.182	0.826	0.79	30000.0
75	4.685	78.774	1.854	50.696	0.842	0.781	20000.0
76	4.634	79.319	1.82	50.201	0.882	0.77	30000.0
77	4.364	73.781	1.746	46.665	0.787	0.801	40000.0
78	4.508	73.579	1.777	48.09	0.835	0.793	20000.0
79	4.551	77.27	1.811	49.938	0.841	0.781	30000.0
80	4.934	82.693	1.935	53.632	0.85	0.778	30000.0
81	4.348	73.071	1.751	47.342	0.793	0.802	20000.0
82	4.961	84.354	1.957	53.678	0.933	0.743	20000.0
83	4.295	72.556	1.718	47.054	0.763	0.81	20000.0
84	4.378	75.247	1.696	47.378	0.842	0.784	40000.0
85	4.476	75.909	1.782	48.921	0.804	0.791	20000.0
86	4.172	69.759	1.683	46.477	0.744	0.799	20000.0
87	4.435	76.206	1.749	47.99	0.843	0.79	40000.0
88	4.473	73.882	1.764	47.894	0.823	0.791	30000.0
89	4.646	77.193	1.811	49.259	0.823	0.786	30000.0
90	4.448	75.626	1.765	48.929	0.822	0.791	30000.0
91	4.378	77.267	1.732	48.962	0.879	0.773	20000.0
92	4.567	76.043	1.799	48.986	0.857	0.789	40000.0
93	4.169	70.799	1.669	46.761	0.768	0.809	30000.0
94	4.576	79.537	1.838	50.818	0.855	0.78	40000.0
95	4.275	74.279	1.734	47.55	0.816	0.799	20000.0
96	4.5	74.643	1.778	48.421	0.815	0.787	20000.0
97	4.621	78.887	1.821	50.157	0.869	0.767	20000.0
98	4.396	75.807	1.788	49.322	0.813	0.792	40000.0
99	4.541	76.506	1.777	49.113	0.838	0.781	30000.0
100	4.882	84.676	1.92	52.696	0.909	0.764	20000.0
