NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.267	19.912	0.189	14.145	0.149	0.933	40000.0
2	0.267	19.913	0.163	13.93	0.149	0.938	40000.0
3	0.201	19.931	0.142	14.192	0.138	0.941	50000.0
4	0.2	19.847	0.141	14.14	0.137	0.941	20000.0
5	0.067	3.993	0.047	2.895	0.019	0.998	50000.0
6	0.201	19.931	0.142	14.191	0.138	0.941	30000.0
7	0.2	19.847	0.141	14.14	0.137	0.941	30000.0
8	0.103	6.129	0.071	4.773	0.03	0.994	20000.0
9	0.2	19.847	0.141	14.14	0.137	0.941	30000.0
10	0.201	14.964	0.142	12.095	0.103	0.956	30000.0
11	0.244	8.563	0.171	8.643	0.036	0.983	40000.0
12	0.202	19.966	0.142	14.2	0.138	0.941	20000.0
13	0.269	20.02	0.164	13.99	0.15	0.938	30000.0
14	0.002	0.128	0.001	0.067	0.0	1.0	20000.0
15	0.267	19.913	0.163	13.93	0.149	0.938	50000.0
16	0.267	19.868	0.189	14.145	0.149	0.933	60000.0
17	0.2	19.847	0.141	14.14	0.137	0.941	30000.0
18	0.3	25.808	0.212	18.847	0.167	0.935	30000.0
19	0.202	19.943	0.142	14.19	0.138	0.941	20000.0
20	0.205	7.223	0.143	7.476	0.026	0.986	20000.0
21	0.267	19.913	0.163	13.93	0.149	0.938	20000.0
22	0.2	19.847	0.141	14.14	0.137	0.941	30000.0
23	0.002	0.128	0.001	0.067	0.0	1.0	20000.0
24	0.2	19.847	0.141	14.14	0.137	0.941	40000.0
25	0.201	19.907	0.142	14.167	0.137	0.941	40000.0
26	0.082	4.883	0.057	3.697	0.023	0.997	20000.0
27	0.267	19.917	0.189	14.145	0.149	0.933	20000.0
28	0.004	0.212	0.002	0.105	0.0	1.0	20000.0
29	0.321	31.815	0.227	22.656	0.248	0.911	60000.0
30	0.267	19.912	0.189	14.145	0.149	0.933	50000.0
31	0.267	19.912	0.189	14.145	0.149	0.933	20000.0
32	0.267	19.912	0.189	14.145	0.149	0.933	70000.0
33	0.28	24.615	0.198	17.823	0.16	0.937	40000.0
34	0.002	0.107	0.001	0.06	0.0	1.0	30000.0
35	0.2	19.847	0.141	14.14	0.137	0.941	20000.0
36	0.267	19.868	0.163	13.93	0.149	0.938	90000.0
37	0.003	0.21	0.002	0.105	0.0	1.0	40000.0
38	0.267	19.913	0.163	13.93	0.149	0.938	160000.0
39	0.2	19.847	0.141	14.14	0.137	0.941	20000.0
40	0.32	31.755	0.226	22.63	0.248	0.911	50000.0
41	0.2	19.847	0.141	14.14	0.137	0.941	20000.0
42	0.103	6.129	0.071	4.773	0.03	0.994	30000.0
43	0.201	11.98	0.141	9.031	0.071	0.968	20000.0
44	0.005	0.263	0.002	0.157	0.0	1.0	30000.0
45	0.082	4.885	0.057	3.697	0.023	0.997	20000.0
46	0.2	19.847	0.141	14.14	0.137	0.941	40000.0
47	0.004	0.254	0.002	0.152	0.0	1.0	20000.0
48	0.322	31.874	0.227	22.69	0.248	0.911	30000.0
49	0.267	19.912	0.189	14.145	0.149	0.933	40000.0
50	0.205	20.141	0.144	14.28	0.138	0.941	30000.0
51	0.134	7.987	0.094	6.004	0.041	0.989	30000.0
52	0.003	0.21	0.002	0.105	0.0	1.0	20000.0
53	0.2	19.847	0.141	14.14	0.137	0.941	70000.0
54	0.2	19.847	0.141	14.14	0.137	0.941	30000.0
55	0.203	20.046	0.143	14.235	0.138	0.941	30000.0
56	0.2	19.847	0.141	14.14	0.137	0.941	40000.0
57	0.201	19.907	0.142	14.167	0.137	0.941	30000.0
58	0.203	19.973	0.143	14.209	0.138	0.941	20000.0
59	0.2	19.847	0.141	14.14	0.137	0.941	30000.0
60	0.2	19.847	0.141	14.14	0.137	0.941	20000.0
61	0.2	19.847	0.141	14.14	0.137	0.941	30000.0
62	0.2	19.847	0.141	14.14	0.137	0.941	40000.0
63	0.2	19.847	0.141	14.14	0.137	0.941	20000.0
64	0.082	4.885	0.057	3.697	0.023	0.997	20000.0
65	0.467	39.76	0.33	28.285	0.287	0.874	20000.0
66	0.32	31.755	0.226	22.63	0.248	0.911	20000.0
67	0.205	7.223	0.143	7.476	0.026	0.986	20000.0
68	0.103	6.129	0.071	4.773	0.03	0.994	20000.0
69	0.522	29.329	0.323	22.217	0.221	0.906	20000.0
70	0.2	19.847	0.141	14.14	0.137	0.941	40000.0
71	0.267	19.912	0.189	14.145	0.149	0.933	20000.0
72	0.004	0.223	0.002	0.118	0.0	1.0	20000.0
73	0.32	31.755	0.226	22.63	0.248	0.911	30000.0
74	0.32	31.755	0.226	22.63	0.248	0.911	20000.0
75	0.202	19.944	0.142	14.209	0.137	0.941	30000.0
76	0.067	3.993	0.047	2.895	0.019	0.998	20000.0
77	0.267	19.912	0.189	14.145	0.149	0.933	130000.0
78	0.004	0.337	0.002	0.151	0.003	1.0	20000.0
79	0.004	0.254	0.002	0.152	0.0	1.0	40000.0
80	0.004	0.212	0.002	0.105	0.0	1.0	20000.0
81	0.067	3.993	0.047	2.895	0.019	0.998	30000.0
82	0.103	6.129	0.071	4.773	0.03	0.994	60000.0
83	0.202	19.975	0.143	14.207	0.138	0.941	30000.0
84	0.2	19.847	0.141	14.14	0.137	0.941	30000.0
85	0.204	20.088	0.143	14.287	0.138	0.941	30000.0
86	0.005	0.263	0.002	0.157	0.0	1.0	20000.0
87	0.004	0.254	0.002	0.152	0.0	1.0	20000.0
88	0.2	19.847	0.141	14.14	0.137	0.941	20000.0
89	0.202	19.955	0.142	14.2	0.138	0.941	30000.0
90	0.2	19.847	0.141	14.14	0.137	0.941	30000.0
91	0.267	19.912	0.189	14.145	0.149	0.933	20000.0
92	0.005	0.332	0.002	0.148	0.001	1.0	40000.0
93	0.003	0.21	0.002	0.105	0.0	1.0	30000.0
94	0.004	0.254	0.002	0.152	0.0	1.0	20000.0
95	0.2	19.847	0.141	14.14	0.137	0.941	60000.0
96	0.201	19.931	0.142	14.191	0.138	0.941	20000.0
97	0.005	0.332	0.002	0.148	0.001	1.0	30000.0
98	0.267	19.912	0.189	14.145	0.149	0.933	20000.0
99	0.401	31.827	0.283	23.171	0.208	0.909	30000.0
100	0.004	0.223	0.002	0.118	0.0	1.0	30000.0
