Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_A4SU_01A	171	0.898	77.99	45.608%	11.733	44.126%	0.26951	0.813
TCGA_49_4487_01A	388	0.956	127.99	32.987%	17.13	29.309%	0.13261	0.918
TCGA_49_4488_01A	316	0.961	99.016	31.334%	14.293	27.578%	0.12325	0.937
TCGA_49_4490_01A	54	0.841	43.153	79.913%	6.267	54.139%	0.62647	0.788
TCGA_49_4505_01A	245	0.943	101.102	41.266%	13.22	33.699%	0.18815	0.905
TCGA_49_4506_01A	121	0.834	78.111	64.555%	10.903	55.423%	0.40618	0.708
TCGA_49_4507_01A	230	0.921	103.492	44.997%	13.841	38.9%	0.22958	0.856
TCGA_49_6744_01A	240	0.952	92.157	38.399%	12.046	30.617%	0.17711	0.922
TCGA_49_6761_01A	205	0.932	101.089	49.312%	14.649	37.125%	0.24266	0.908
TCGA_49_6767_01A	536	0.975	132.246	24.673%	18.316	22.37%	0.08602	0.954
TCGA_50_5051_01A	120	0.863	72.596	60.497%	10.019	50.604%	0.41094	0.766
TCGA_50_5941_01A	420	0.959	136.533	32.508%	17.694	28.941%	0.11625	0.921
TCGA_50_5942_01A	65	0.806	47.842	73.603%	6.009	59.208%	0.53534	0.624
TCGA_50_6590_01A	981	0.983	193.808	19.756%	28.877	18.98%	0.03799	0.971
TCGA_50_6592_01A	325	0.946	121.029	37.24%	14.989	32.562%	0.1376	0.883
TCGA_50_6593_01A	348	0.946	123.165	35.392%	17.309	32.423%	0.13123	0.901
TCGA_50_6595_01A	93	0.869	61.982	66.647%	8.746	50.411%	0.43764	0.815
TCGA_53_7624_01A	903	0.987	163.573	18.114%	22.0	16.36%	0.04749	0.975
TCGA_53_7813_01A	177	0.886	87.17	49.249%	13.521	46.514%	0.24979	0.81
TCGA_55_6543_01A	21	0.732	24.444	116.4%	4.253	68.103%	1.2822	0.689
TCGA_55_6970_01A	188	0.927	84.047	44.706%	11.459	38.282%	0.21947	0.88
TCGA_55_6971_01A	92	0.783	70.352	76.47%	9.646	62.265%	0.51287	0.624
TCGA_55_6979_01A	125	0.863	81.404	65.123%	11.655	50.578%	0.406	0.795
TCGA_55_6981_01A	55	0.818	47.605	86.555%	6.454	57.726%	0.67653	0.748
TCGA_55_6985_01A	509	0.967	152.099	29.882%	20.769	25.578%	0.10072	0.943
TCGA_55_7281_01A	497	0.965	144.058	28.986%	19.37	26.197%	0.10145	0.933
TCGA_55_7573_01A	57	0.756	52.106	91.414%	6.852	65.63%	0.67576	0.618
TCGA_55_7574_01A	284	0.957	110.704	38.98%	16.401	29.429%	0.18486	0.942
TCGA_55_7725_01A	157	0.901	80.989	51.585%	11.733	44.064%	0.24824	0.844
TCGA_55_7726_01A	122	0.933	65.338	53.556%	10.827	35.931%	0.3309	0.919
TCGA_55_7728_01A	108	0.894	62.815	58.162%	8.844	45.25%	0.33957	0.842
TCGA_55_7911_01A	261	0.945	93.397	35.784%	12.442	32.753%	0.16019	0.889
TCGA_55_7914_01A	204	0.887	108.664	53.267%	14.44	46.221%	0.25576	0.785
TCGA_55_7995_01A	754	0.974	181.199	24.032%	25.045	22.757%	0.06676	0.948
TCGA_55_8096_01A	167	0.924	74.562	44.648%	10.086	38.369%	0.23392	0.865
TCGA_55_8097_01A	122	0.865	72.891	59.747%	10.318	50.109%	0.43993	0.777
TCGA_55_8203_01A	480	0.959	153.466	31.972%	21.208	28.381%	0.11468	0.927
TCGA_55_8208_01A	387	0.986	105.354	27.223%	13.285	16.969%	0.11499	0.981
TCGA_55_8299_01A	235	0.946	87.201	37.107%	11.996	32.661%	0.17141	0.906
TCGA_55_8506_01A	1897	0.993	240.618	12.684%	35.373	11.53%	0.01672	0.989
TCGA_55_8510_01A	359	0.961	107.701	30.0%	15.534	27.586%	0.09858	0.932
TCGA_55_8511_01A	641	0.98	146.33	22.828%	19.988	20.153%	0.06217	0.964
TCGA_55_8616_01A	628	0.975	161.278	25.681%	22.988	22.624%	0.07106	0.958
TCGA_55_A48X_01A	458	0.973	136.058	29.707%	18.084	23.595%	0.10191	0.957
TCGA_55_A48Z_01A	64	0.776	55.566	86.822%	7.308	63.132%	0.63462	0.647
TCGA_55_A492_01A	332	0.943	126.482	38.097%	16.574	33.444%	0.15102	0.891
TCGA_55_A493_01A	346	0.95	125.124	36.163%	17.053	31.281%	0.14753	0.914
TCGA_55_A494_01A	272	0.948	102.213	37.578%	13.725	31.945%	0.15275	0.908
TCGA_62_A46O_01A	1039	0.986	191.963	18.476%	26.35	16.928%	0.04259	0.973
TCGA_62_A46R_01A	189	0.873	98.7	52.222%	14.931	48.934%	0.28835	0.777
TCGA_64_1679_01A	566	0.973	148.161	26.177%	20.857	22.927%	0.09062	0.955
TCGA_64_1681_01A	84	0.835	59.111	70.37%	7.972	55.012%	0.45329	0.732
TCGA_64_5781_01A	1233	0.986	218.827	17.748%	30.985	16.577%	0.03574	0.975
TCGA_67_3770_01A	241	0.929	94.354	39.151%	13.607	36.992%	0.19672	0.868
TCGA_67_3774_01A	122	0.867	69.682	57.116%	9.634	49.95%	0.3433	0.761
TCGA_67_6217_01A	212	0.931	93.048	43.891%	12.758	36.556%	0.20406	0.885
TCGA_69_7973_01A	278	0.939	105.501	37.95%	16.133	34.443%	0.14497	0.902
TCGA_69_7974_01A	572	0.96	171.022	29.899%	24.843	27.979%	0.09168	0.929
TCGA_69_7979_01A	1677	0.994	233.679	13.934%	31.797	11.154%	0.02757	0.991
TCGA_69_7980_01A	941	0.982	204.091	21.689%	27.205	18.63%	0.05186	0.969
TCGA_73_4662_01A	232	0.941	92.812	40.005%	11.961	33.777%	0.21509	0.891
TCGA_73_4666_01A	410	0.967	109.313	26.662%	15.543	25.348%	0.08005	0.938
TCGA_73_4670_01A	391	0.938	144.698	37.007%	19.899	34.655%	0.138	0.876
TCGA_73_7498_01A	130	0.866	82.291	63.301%	11.048	50.218%	0.36839	0.78
TCGA_78_7145_01A	219	0.917	101.436	46.318%	14.299	40.171%	0.23076	0.861
TCGA_78_7146_01A	420	0.959	128.52	30.6%	18.742	28.358%	0.11221	0.928
TCGA_78_7147_01A	387	0.953	127.671	32.99%	16.834	30.328%	0.11532	0.903
TCGA_78_7153_01A	126	0.869	78.313	62.153%	10.405	49.492%	0.367	0.781
TCGA_78_7158_01A	266	0.946	100.779	37.887%	13.576	32.527%	0.16381	0.906
TCGA_78_7159_01A	330	0.963	106.988	32.421%	13.803	26.997%	0.11932	0.933
TCGA_78_7161_01A	209	0.906	100.639	48.153%	13.989	42.313%	0.25106	0.834
TCGA_78_7220_01A	962	0.982	203.382	21.142%	27.411	19.327%	0.04985	0.968
TCGA_83_5908_01A	272	0.948	106.666	39.215%	15.748	31.946%	0.18417	0.922
TCGA_86_6851_01A	965	0.976	219.927	22.79%	30.737	21.726%	0.0554	0.953
TCGA_86_7954_01A	243	0.914	109.217	44.945%	15.84	40.804%	0.20988	0.852
TCGA_86_8056_01A	297	0.962	113.924	38.358%	17.814	27.439%	0.16838	0.952
TCGA_86_8074_01A	72	0.805	58.909	81.818%	7.595	59.672%	0.59895	0.694
TCGA_91_6830_01A	252	0.986	84.979	33.722%	13.115	17.947%	0.16665	0.984
TCGA_91_6836_01A	499	0.971	131.744	26.402%	17.835	23.835%	0.09277	0.946
TCGA_91_6840_01A	144	0.964	64.086	44.504%	9.14	26.675%	0.29431	0.955
TCGA_91_6847_01A	92	0.825	67.16	73.0%	9.131	57.75%	0.54501	0.721
TCGA_95_7039_01A	1392	0.988	231.385	16.622%	31.872	15.249%	0.02874	0.978
TCGA_95_7043_01A	1155	0.988	200.636	17.371%	28.361	15.177%	0.03732	0.981
TCGA_95_7948_01A	162	0.977	59.124	36.496%	13.978	23.902%	0.15897	0.975
TCGA_95_A4VK_01A	309	0.956	112.579	36.433%	14.646	29.298%	0.15876	0.926
TCGA_95_A4VN_01A	571	0.976	141.993	24.867%	19.184	21.67%	0.06935	0.958
TCGA_95_A4VP_01A	148	0.893	77.877	52.62%	11.072	45.126%	0.27237	0.823
TCGA_97_7547_01A	198	0.917	97.308	49.145%	13.919	40.485%	0.28461	0.875
TCGA_97_7553_01A	47	0.717	49.278	104.847%	8.012	70.001%	0.85152	0.644
TCGA_97_7941_01A	97	0.892	54.09	55.763%	8.025	45.506%	0.32543	0.841
TCGA_97_8175_01A	30	0.579	39.388	131.293%	6.012	81.813%	1.28097	0.455
TCGA_97_A4M0_01A	466	0.965	128.397	27.553%	18.985	26.317%	0.09279	0.937
TCGA_97_A4M1_01A	47	0.75	43.567	92.696%	6.799	66.351%	0.87101	0.665
TCGA_97_A4M3_01A	241	0.935	99.622	41.337%	14.288	35.51%	0.18408	0.894
TCGA_99_7458_01A	516	0.974	139.355	27.007%	18.577	22.867%	0.0783	0.954
TCGA_J2_8194_01A	166	0.885	84.1	50.663%	11.505	46.659%	0.28392	0.767
TCGA_J2_A4AD_01A	381	0.956	132.384	34.746%	20.62	29.84%	0.14611	0.937
TCGA_J2_A4AG_01A	96	0.832	66.889	69.676%	9.383	55.678%	0.47048	0.733
TCGA_L4_A4E5_01A	396	0.956	130.026	32.835%	18.851	29.206%	0.1214	0.927
TCGA_L9_A443_01A	292	0.936	116.043	39.741%	15.935	35.35%	0.18905	0.883
TCGA_L9_A444_01A	643	0.975	159.652	24.829%	24.795	23.013%	0.07865	0.962
TCGA_MP_A4T4_01A	443	0.953	150.789	34.038%	21.193	30.397%	0.12044	0.919
TCGA_MP_A4T9_01A	42	0.739	42.049	100.117%	5.961	68.377%	0.79251	0.657
TCGA_MP_A4TF_01A	497	0.973	141.364	28.443%	17.907	23.077%	0.10038	0.953
TCGA_MP_A4TH_01A	131	0.845	83.456	63.707%	10.74	53.5%	0.38594	0.697
TCGA_NJ_A4YQ_01A	1298	0.991	203.031	15.642%	27.606	13.332%	0.03193	0.985
TCGA_NJ_A55O_01A	163	0.907	88.181	54.099%	12.992	42.308%	0.28916	0.866
TCGA_O1_A52J_01A	199	0.927	87.745	44.093%	11.631	37.519%	0.22527	0.868
