Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	672	0.974	166.554	24.785%	26.977	22.779%	0.07289	0.961
TCGA_38_4626_01A	269	0.93	119.286	44.344%	17.357	37.064%	0.22421	0.892
TCGA_38_4627_01A	28	0.68	32.75	116.964%	5.411	73.634%	1.06135	0.609
TCGA_38_4631_01A	849	0.984	170.365	20.067%	24.049	17.999%	0.05305	0.972
TCGA_38_7271_01A	64	0.877	48.563	75.88%	7.139	49.983%	0.54808	0.849
TCGA_44_2655_01A	182	0.937	83.242	45.737%	11.763	35.149%	0.24435	0.908
TCGA_44_2657_01A	465	0.97	130.139	27.987%	18.635	24.535%	0.08919	0.951
TCGA_44_2659_01A	463	0.975	133.606	28.857%	17.423	22.251%	0.11192	0.96
TCGA_44_3396_01A	219	0.937	96.011	43.841%	15.003	34.891%	0.21479	0.913
TCGA_44_3917_01A	254	0.914	117.854	46.399%	16.812	41.042%	0.21872	0.855
TCGA_44_3918_01A	1087	0.988	201.204	18.51%	29.456	15.764%	0.04255	0.981
TCGA_44_4112_01A	508	0.962	159.473	31.392%	22.177	27.348%	0.1009	0.935
TCGA_44_5644_01A	1044	0.985	203.008	19.445%	28.159	17.632%	0.0487	0.973
TCGA_44_6145_01A	346	0.942	138.115	39.918%	21.341	33.651%	0.17858	0.914
TCGA_44_6147_01A	130	0.898	74.16	57.046%	10.049	44.068%	0.36903	0.843
TCGA_44_6774_01A	326	0.949	110.729	33.966%	17.447	31.612%	0.12884	0.919
TCGA_44_6775_01A	72	0.747	55.769	77.457%	7.872	66.531%	0.57835	0.533
TCGA_44_6776_01A	215	0.927	96.922	45.08%	13.891	37.681%	0.1968	0.884
TCGA_44_6779_01A	107	0.851	74.247	69.39%	10.01	52.684%	0.45887	0.77
TCGA_44_7661_01A	289	0.937	106.712	36.925%	15.368	34.954%	0.15097	0.882
TCGA_44_7667_01A	539	0.968	139.379	25.859%	19.769	24.972%	0.08343	0.938
TCGA_44_7670_01A	1231	0.982	253.113	20.562%	37.85	18.946%	0.04428	0.97
TCGA_44_7672_01A	188	0.925	82.95	44.122%	11.44	38.347%	0.23811	0.869
TCGA_44_8117_01A	867	0.991	141.368	16.305%	19.203	13.535%	0.03683	0.985
TCGA_44_A47G_01A	84	0.828	58.061	69.12%	7.654	56.122%	0.48378	0.693
