MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.303848207703795e-07	6.858199412818067e-06	4.846912960942973e-06	1.5137186037961214e-06	5.9129184586481644e-06	8.26750914427521e-06	6.955041305900522e-06	1.613865008494031e-05	8.963400432548951e-06
1:Del:C:1	0.0018798140970073974	0.7879177312552929	0.08124175536092253	0.0041654192219436935	0.04630909474991825	0.023252921510471626	0.03314454819441494	0.018422581551350355	0.04069844554074249
1:Del:C:2	0.004555732643299706	0.024114866989271774	0.5739419065455997	0.028708431389277395	0.05842490469578287	0.004655210573215527	0.024294819849556573	0.00820988294004451	0.021354423503719088
1:Del:C:3	3.78484077145913e-08	0.004841525120899021	0.03815370969927727	0.022123126047777077	0.3350985144704191	0.008006862088791422	0.008080643280068215	0.004571842557460713	0.0073385105890088195
1:Del:C:4	0.0006184304390207629	0.012921075473977339	0.01113424861845857	0.11192143530585554	0.04103305367708167	0.04424519806672965	0.1573638242292998	0.007604354008242354	0.03713187470424259
1:Del:C:5	1.264369288023204e-07	0.0028918719087939583	0.00521392466047621	0.18136269991654672	0.02913517654183579	0.013963021368056739	0.00786165652824856	9.974839730375606e-07	0.00669363612293522
1:Del:T:0	1.303848207703795e-07	6.858199412818067e-06	4.846912960942973e-06	1.5137186037961214e-06	5.9129184586481644e-06	8.26750914427521e-06	6.955041305900522e-06	1.613865008494031e-05	8.963400432548951e-06
1:Del:T:1	0.003801965618682743	0.004471993391634896	0.009485621884243543	0.013513840086653205	0.020694530728746514	0.3918004124145631	0.0178669839628202	0.047504731503017296	0.016430622892580685
1:Del:T:2	1.3750532978917818e-08	0.00899704652435394	0.018563631197785497	0.002980438084812249	0.023952005069780853	0.03850528063873014	0.035848917525385104	0.011836025603767553	0.02188978174242816
1:Del:T:3	6.253395577360266e-08	0.002705927849851122	0.004409384984095279	0.04603598661238266	0.03326383724659081	0.01706089236890925	0.02444947760110274	0.006254482201431131	0.019742067629088922
1:Del:T:4	0.0003246136450884052	0.012234958824107665	0.010003224405092201	0.006566596098617197	0.010623891993012436	0.010003594015939825	0.01551710278512772	0.021462167454842813	0.01405859622589503
