NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	119.811	70.557	20.558	53.086	0.575	0.693	20000.0
2	119.241	65.898	19.477	52.056	0.489	0.714	20000.0
3	131.046	71.834	20.937	54.265	0.536	0.696	20000.0
4	132.068	73.39	23.215	54.865	0.551	0.714	20000.0
5	132.854	73.979	20.565	54.152	0.566	0.689	20000.0
6	130.074	68.904	21.062	53.229	0.51	0.72	20000.0
7	123.665	68.086	20.385	53.533	0.493	0.698	20000.0
8	122.38	69.489	20.937	53.6	0.519	0.712	20000.0
9	124.456	72.113	18.945	52.244	0.568	0.69	20000.0
10	125.703	70.629	21.302	54.247	0.553	0.683	20000.0
11	111.73	64.59	19.126	52.275	0.509	0.695	20000.0
12	125.632	69.927	20.893	53.393	0.532	0.706	20000.0
13	132.571	71.902	21.463	55.612	0.537	0.673	20000.0
14	128.109	70.053	20.366	55.03	0.542	0.67	20000.0
15	126.246	72.044	20.241	54.137	0.564	0.671	20000.0
16	116.8	67.107	20.095	53.043	0.538	0.702	20000.0
17	136.776	73.2	22.191	54.495	0.564	0.709	20000.0
18	122.225	71.269	21.12	53.117	0.546	0.705	30000.0
19	137.98	73.272	22.324	55.089	0.544	0.698	30000.0
20	126.042	70.451	21.964	55.311	0.533	0.683	30000.0
21	142.046	75.585	21.567	57.559	0.57	0.638	20000.0
22	120.075	68.874	19.156	52.482	0.554	0.691	20000.0
23	122.494	69.255	21.387	53.69	0.544	0.713	20000.0
24	123.812	67.23	20.723	52.671	0.509	0.723	20000.0
25	134.979	74.295	20.786	54.488	0.555	0.693	20000.0
26	135.114	73.856	21.719	54.361	0.562	0.697	30000.0
27	123.731	69.34	19.788	52.668	0.522	0.698	20000.0
28	128.318	70.727	19.764	53.318	0.556	0.68	30000.0
29	125.598	71.54	19.976	53.762	0.549	0.688	20000.0
30	129.477	67.863	21.159	54.106	0.467	0.705	20000.0
31	133.622	71.989	21.132	54.202	0.543	0.697	20000.0
32	126.318	68.912	20.906	54.052	0.522	0.693	20000.0
33	132.872	73.15	20.668	54.845	0.569	0.665	30000.0
34	134.442	72.866	21.39	54.782	0.55	0.702	20000.0
35	130.988	72.063	22.376	56.388	0.548	0.678	20000.0
36	149.557	76.264	23.661	57.681	0.567	0.669	20000.0
37	128.464	70.331	20.093	54.298	0.519	0.69	20000.0
38	123.893	70.754	20.549	52.701	0.55	0.704	40000.0
39	128.453	70.443	20.614	53.492	0.531	0.712	20000.0
40	131.08	72.293	20.949	55.098	0.576	0.668	20000.0
41	129.516	69.101	20.841	53.641	0.518	0.705	20000.0
42	119.79	67.282	21.148	53.69	0.514	0.705	30000.0
43	140.703	75.454	22.502	57.391	0.589	0.654	20000.0
44	126.019	71.234	20.8	54.483	0.552	0.689	20000.0
45	136.809	74.691	20.891	55.777	0.552	0.662	20000.0
46	120.697	66.231	18.7	51.007	0.483	0.725	30000.0
47	143.946	75.2	23.791	58.486	0.59	0.653	20000.0
48	128.387	68.732	22.023	54.532	0.517	0.709	20000.0
49	120.837	71.23	19.609	53.378	0.581	0.673	20000.0
50	122.021	67.66	21.443	54.506	0.506	0.693	20000.0
51	121.899	69.277	18.92	50.672	0.506	0.728	20000.0
52	136.678	73.208	21.5	55.961	0.569	0.664	20000.0
53	135.732	74.869	22.048	57.014	0.574	0.651	40000.0
