Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	672	0.944	245.027	36.462%	41.476	35.021%	0.12448	0.925
TCGA_38_4626_01A	269	0.899	134.963	50.172%	20.732	44.271%	0.26359	0.844
TCGA_38_4627_01A	28	0.427	38.588	137.814%	6.71	91.312%	1.48254	0.236
TCGA_38_4631_01A	849	0.944	291.184	34.297%	44.281	33.141%	0.11092	0.901
TCGA_38_7271_01A	64	0.708	61.964	96.819%	10.115	70.819%	0.75459	0.611
TCGA_44_2655_01A	182	0.894	104.307	57.312%	15.394	45.998%	0.32493	0.85
TCGA_44_2657_01A	465	0.962	149.11	32.067%	21.506	28.315%	0.11304	0.94
TCGA_44_2659_01A	463	0.942	186.094	40.193%	26.946	34.413%	0.16028	0.913
TCGA_44_3396_01A	219	0.677	167.653	76.554%	31.792	73.935%	0.46068	0.513
TCGA_44_3917_01A	254	0.896	124.173	48.887%	18.207	44.447%	0.23102	0.819
TCGA_44_3918_01A	1087	0.961	319.507	29.393%	55.723	29.821%	0.0795	0.949
TCGA_44_4112_01A	508	0.939	193.879	38.165%	27.987	34.512%	0.135	0.895
TCGA_44_5644_01A	1044	0.967	278.141	26.642%	40.931	25.63%	0.06835	0.939
TCGA_44_6145_01A	346	0.885	185.84	53.711%	30.071	47.416%	0.24383	0.835
TCGA_44_6147_01A	130	0.845	82.714	63.626%	12.207	53.531%	0.43257	0.753
TCGA_44_6774_01A	326	0.9	157.121	48.197%	24.153	43.763%	0.20066	0.839
TCGA_44_6775_01A	72	0.635	64.919	90.165%	9.616	81.27%	0.72703	0.358
TCGA_44_6776_01A	215	0.897	113.981	53.014%	16.383	44.441%	0.22644	0.837
TCGA_44_6779_01A	107	0.725	84.915	79.36%	13.219	69.574%	0.61645	0.552
TCGA_44_7661_01A	289	0.9	119.802	41.454%	19.339	43.986%	0.17741	0.813
TCGA_44_7667_01A	539	0.932	196.188	36.399%	29.145	36.816%	0.13616	0.867
TCGA_44_7670_01A	1231	0.971	332.359	26.999%	50.096	25.076%	0.06364	0.955
TCGA_44_7672_01A	188	0.889	92.861	49.394%	13.698	45.916%	0.26618	0.802
TCGA_44_8117_01A	867	0.961	230.108	26.541%	40.291	28.399%	0.06702	0.94
TCGA_44_A47G_01A	84	0.662	77.092	91.776%	10.712	78.544%	0.67497	0.4
TCGA_44_A4SU_01A	171	0.854	94.459	55.239%	14.005	52.671%	0.32464	0.733
TCGA_49_4487_01A	388	0.937	148.168	38.188%	20.443	34.977%	0.16327	0.882
TCGA_49_4488_01A	316	0.948	116.941	37.007%	16.766	32.35%	0.14154	0.917
TCGA_49_4490_01A	54	0.464	70.121	129.854%	10.559	91.216%	1.20696	0.208
TCGA_49_4505_01A	245	0.907	118.187	48.24%	16.538	42.156%	0.21564	0.837
TCGA_49_4506_01A	121	0.789	86.743	71.688%	12.273	62.387%	0.48784	0.629
TCGA_49_4507_01A	230	0.854	120.004	52.176%	18.764	52.736%	0.2842	0.731
TCGA_49_6744_01A	240	0.916	110.29	45.954%	15.812	40.188%	0.2217	0.859
TCGA_49_6761_01A	205	0.737	139.827	68.208%	26.667	67.582%	0.4154	0.605
TCGA_49_6767_01A	536	0.96	164.714	30.73%	22.84	27.895%	0.10658	0.927
TCGA_50_5051_01A	120	0.841	78.531	65.443%	10.732	54.205%	0.44431	0.728
TCGA_50_5941_01A	420	0.947	137.072	32.636%	19.863	32.488%	0.13002	0.897
TCGA_50_5942_01A	65	0.743	53.521	82.34%	7.07	69.663%	0.66124	0.527
TCGA_50_6590_01A	981	0.951	278.121	28.351%	47.098	30.957%	0.07322	0.912
TCGA_50_6592_01A	325	0.878	159.649	49.123%	23.097	50.175%	0.19988	0.755
TCGA_50_6593_01A	348	0.921	145.274	41.745%	20.882	39.116%	0.16587	0.854
TCGA_50_6595_01A	93	0.653	83.095	89.349%	13.336	76.867%	0.64222	0.451
TCGA_53_7624_01A	903	0.963	249.561	27.637%	36.105	26.849%	0.06782	0.93
TCGA_53_7813_01A	177	0.833	103.361	58.396%	16.148	55.551%	0.31251	0.712
TCGA_55_6543_01A	21	0.275	34.7	165.238%	6.153	98.527%	2.00685	0.052
TCGA_55_6970_01A	188	0.914	87.49	46.537%	12.166	40.644%	0.22112	0.848
TCGA_55_6971_01A	92	0.709	79.01	85.88%	11.192	72.244%	0.62689	0.501
TCGA_55_6979_01A	125	0.75	98.025	78.42%	15.268	66.257%	0.54329	0.61
TCGA_55_6981_01A	55	0.466	69.965	127.209%	10.287	92.01%	1.22381	0.185
TCGA_55_6985_01A	509	0.932	201.259	39.54%	29.468	36.292%	0.14041	0.882
TCGA_55_7281_01A	497	0.939	182.67	36.755%	25.701	34.76%	0.14075	0.882
TCGA_55_7573_01A	57	0.714	51.083	89.619%	7.363	70.525%	0.74806	0.546
TCGA_55_7574_01A	284	0.704	213.123	75.043%	39.632	71.112%	0.46835	0.558
TCGA_55_7725_01A	157	0.84	98.654	62.837%	14.452	54.276%	0.31781	0.734
TCGA_55_7726_01A	122	0.506	135.952	111.436%	26.106	86.636%	0.94997	0.334
TCGA_55_7728_01A	108	0.851	70.382	65.169%	10.316	52.781%	0.39572	0.773
TCGA_55_7911_01A	261	0.92	107.967	41.367%	15.231	40.095%	0.1879	0.843
TCGA_55_7914_01A	204	0.822	122.162	59.883%	18.269	58.478%	0.3322	0.667
TCGA_55_7995_01A	754	0.96	222.255	29.477%	31.249	28.394%	0.08881	0.921
TCGA_55_8096_01A	167	0.904	80.269	48.065%	11.265	42.854%	0.25555	0.828
TCGA_55_8097_01A	122	0.715	96.941	79.46%	14.725	71.511%	0.60549	0.513
