NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	104.555	43.441	16.848	37.213	0.248	0.86	50000.0
2	106.05	44.346	16.641	37.097	0.271	0.842	30000.0
3	102.637	42.083	16.419	36.001	0.235	0.861	30000.0
4	105.773	47.021	16.456	38.171	0.284	0.838	70000.0
5	96.622	43.526	14.995	36.603	0.254	0.85	30000.0
6	97.973	43.459	15.616	36.278	0.261	0.85	70000.0
7	104.372	43.141	16.649	36.458	0.258	0.854	30000.0
8	100.369	42.924	15.782	36.074	0.253	0.856	30000.0
9	105.618	45.51	16.429	37.073	0.281	0.844	50000.0
10	102.095	45.308	16.009	36.634	0.284	0.839	30000.0
11	101.65	43.559	15.772	35.565	0.274	0.851	50000.0
12	102.953	44.155	16.538	37.201	0.254	0.85	30000.0
13	105.893	43.328	16.147	35.886	0.25	0.863	30000.0
14	108.821	44.063	17.032	37.1	0.262	0.855	50000.0
15	102.683	41.863	15.897	35.464	0.234	0.867	30000.0
16	102.116	41.448	16.162	35.057	0.245	0.867	30000.0
17	108.812	44.622	17.284	37.404	0.26	0.851	30000.0
18	105.768	42.075	16.468	35.369	0.233	0.867	40000.0
19	103.561	43.663	16.288	37.104	0.246	0.851	50000.0
20	101.994	43.823	16.453	36.7	0.269	0.849	30000.0
21	100.108	43.477	15.494	35.579	0.253	0.857	40000.0
22	105.124	44.696	16.105	37.372	0.27	0.843	40000.0
23	99.064	44.024	15.796	36.454	0.264	0.845	30000.0
24	104.456	44.032	16.281	36.784	0.256	0.85	30000.0
25	101.981	42.929	16.149	35.941	0.253	0.861	40000.0
26	103.255	42.367	16.461	36.349	0.237	0.858	40000.0
27	102.985	42.709	16.113	35.621	0.243	0.866	20000.0
28	99.599	43.52	15.494	36.327	0.26	0.85	50000.0
29	104.348	43.754	16.325	35.875	0.259	0.851	40000.0
30	104.253	43.757	16.542	36.877	0.248	0.854	50000.0
31	102.104	45.33	16.28	37.739	0.278	0.841	30000.0
32	104.814	42.757	16.618	36.324	0.244	0.855	50000.0
33	107.98	46.28	16.824	37.688	0.29	0.842	40000.0
34	97.017	41.743	14.947	35.084	0.239	0.869	30000.0
35	99.117	43.791	15.395	36.292	0.274	0.844	40000.0
36	103.48	43.261	16.25	36.122	0.263	0.854	60000.0
37	102.113	44.693	15.841	36.77	0.273	0.842	30000.0
38	100.565	44.249	15.478	36.499	0.261	0.857	60000.0
39	104.373	45.154	16.403	37.632	0.271	0.837	60000.0
40	108.344	44.651	16.974	37.52	0.265	0.845	40000.0
