MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
1:Del:C:1	0.3863961459696293	0.008873761095670148	0.016720402527669195	0.14087891047266227
1:Del:C:2	0.19155731989839297	0.008615804038764763	0.06525683895704787	0.05297025250237752
1:Del:C:3	0.05456845045463183	1.2004627171794227e-08	0.06297914846098138	0.033294699722111146
1:Del:C:4	0.016726075338251007	0.00263935715978274	0.1325275095924735	0.025083924821910557
1:Del:C:5	0.008909284433965468	2.1543215033617e-05	0.10901487231254578	0.003671933471033242
1:Del:T:0	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
1:Del:T:1	0.04277162669292238	0.009664285071778664	0.03506600920766346	0.09836175690316849
1:Del:T:2	0.016553584997235474	1.0885681994921015e-07	0.00525695294252305	0.027219298392584506
1:Del:T:3	0.00461203709172076	1.288113056219231e-07	0.04268939913755276	0.012362091402440711
1:Del:T:4	0.006270866856260682	0.0006770941484226611	0.012849641638270874	0.018704643032265836
1:Del:T:5	1.6477720597052325e-06	0.0019557527670326282	0.07172273071772452	0.0007501751508125043
1:Ins:C:0	0.004487109261853561	0.02723829741589725	0.0015008786499475502	0.009194174889856441
1:Ins:C:1	0.007635470263379602	0.006049580084703976	0.005625688416642376	0.006675047203146234
1:Ins:C:2	0.008205910699017523	0.0002880646587669844	0.008885096223138902	0.00700139287337377
1:Ins:C:3	0.008947704889877742	1.460145885801012e-07	0.0051965103085017	0.008117728913894097
1:Ins:C:4	0.0038109754929301688	0.0027511494276237867	0.01993465850740108	0.003514735835102556
1:Ins:C:5	0.0007380971361820343	0.0002613002064865322	0.06333537179045379	0.005653806198970841
1:Ins:T:0	0.027314206055697243	0.04217676192522049	0.0064048490228847755	0.01627248408197815
1:Ins:T:1	0.08036334527646716	0.01615492138080299	0.010117306350006175	0.02647443655114742
1:Ins:T:2	0.0357145758225397	0.005454862572668517	0.023605139481101104	0.030653224488002877
1:Ins:T:3	0.009619328831485063	0.0027323027815551624	0.008702459079512295	0.003487604132457207
1:Ins:T:4	0.0022802606891775667	0.0004308102111396295	0.013628715361484182	0.007667834733792605
1:Ins:T:5	0.000715519652580383	1.6917392314574897e-07	0.08856354668736457	0.0023753000330304984
2:Del:R:0	0.0019698087223143546	0.006015333088584001	0.03813411629991606	0.01244828817997245
2:Del:R:1	0.0017285440794479712	1.3906903376437185e-07	0.013523595312344696	0.008644455498443903
2:Del:R:2	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
2:Del:R:3	4.0405642607765914e-06	4.452273178401356e-07	0.0018288890450037342	2.983179549119086e-05
2:Del:R:4	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
2:Del:R:5	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
3:Del:R:0	0.0033459982274595744	0.0002533055475908697	0.02260505380988434	0.010401346135941196
3:Del:R:1	0.0010800564487431074	3.1760241384404255e-07	0.0009584247857939943	0.001287575741865794
3:Del:R:2	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
3:Del:R:3	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
3:Del:R:4	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
3:Del:R:5	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
4:Del:R:0	0.0007615711699410288	0.005026263724672333	0.021745192079726222	0.011708331134024093
4:Del:R:1	0.0008127447802070265	2.9715293162091425e-07	0.00027504114964756356	0.003043798607853887
4:Del:R:2	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
4:Del:R:3	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
4:Del:R:4	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
4:Del:R:5	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
5:Del:R:0	0.019322865781849146	0.018924116687849164	0.02583784582595399	0.1843682672993799
5:Del:R:1	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
5:Del:R:2	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
5:Del:R:3	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
5:Del:R:4	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
5:Del:R:5	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
2:Ins:R:0	0.005528591842486605	0.055286058830097316	0.0012286731505946591	0.00567595239533091
2:Ins:R:1	0.003064749330631571	0.0017180568229385074	0.003869346414462811	0.0030105237486475287
2:Ins:R:2	0.000501294455984862	4.249992887395138e-07	0.000515133807743382	0.0006259528828741167
2:Ins:R:3	0.0002724358861814835	3.827597399208571e-07	0.00015624109886005043	0.0016035533770059373
2:Ins:R:4	3.751257239628103e-06	4.207970769698477e-07	0.0021612497203079783	5.069018579206386e-05
2:Ins:R:5	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
3:Ins:R:0	0.00026863978746860084	0.06434340264648199	1.1828950743542066e-06	6.487694624951245e-05
3:Ins:R:1	0.002284385649193155	2.588525255475815e-07	0.0003804000259231799	0.002372862343397628
3:Ins:R:2	0.00041278538354731607	0.0002491906845970959	0.0002420747967531156	0.0010351387462935692
3:Ins:R:3	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
3:Ins:R:4	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
3:Ins:R:5	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
4:Ins:R:0	3.886072275918195e-06	0.06123791687190533	1.5712736899331502e-06	8.397375461299817e-06
4:Ins:R:1	4.958059961467143e-05	0.0012039007987151252	0.0005740806518386421	0.00229372917203591
4:Ins:R:2	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
4:Ins:R:3	0.00038544988393141467	3.9820657768530057e-07	0.0008350339331022383	0.0006097534353671108
4:Ins:R:4	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
4:Ins:R:5	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
5:Ins:R:0	1.1839586457223963e-06	0.6222768741846084	4.4571885066273e-07	3.390967996737654e-06
5:Ins:R:1	0.004413627895871031	1.1878064896109208e-07	0.008963167508744423	0.03006399966994877
5:Ins:R:2	0.0003792379098342735	3.8184914060934714e-07	0.0009639585725983579	0.0006996796938119588
5:Ins:R:3	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
5:Ins:R:4	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
5:Ins:R:5	5.884564493499056e-06	5.567746171664112e-07	3.986754358038524e-06	1.1300355804451101e-05
2:Del:M:1	0.010883351562347059	0.014459398385839534	0.018650860913073473	0.01344995102898423
3:Del:M:1	0.003206430539618168	0.002853478837049863	0.0009698752162430502	0.004402159724729699
3:Del:M:2	1.9074414938131666e-05	0.002894593941070127	0.006006064964251437	0.00048594156296474013
4:Del:M:1	0.0015796996074563551	0.00040939807276965114	0.0038817692164644056	0.01556728918296244
4:Del:M:2	0.000296994461107829	9.815317599461082e-05	0.0035187930143361257	0.0022049767219095885
4:Del:M:3	0.0003766913518495585	4.046100489452087e-07	0.00014585424644508293	0.0007995611257820201
5:Del:M:1	0.013286804490124381	0.0027949419382337125	0.010250620555700998	0.11245032851712494
5:Del:M:2	0.002989573300119446	0.003948648706497906	0.0014798151595554999	0.015036189482193549
5:Del:M:3	0.0019481615569418409	2.1062669734561722e-07	0.0003667770420219796	0.013940005846907298
5:Del:M:4	0.0004477641955713807	4.042914463298075e-07	0.00022951164568411287	0.0009000478995892535
5:Del:M:5	5.884564484404109e-06	5.567746183032796e-07	3.9867543489435774e-06	1.1300355813546048e-05
