NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	3.958	67.166	1.652	46.076	0.68	0.819	40000.0
2	3.917	63.487	1.621	42.008	0.638	0.838	20000.0
3	4.22	71.729	1.693	47.336	0.706	0.813	20000.0
4	3.987	65.643	1.643	45.066	0.691	0.809	30000.0
5	3.534	61.371	1.466	41.025	0.662	0.835	40000.0
6	4.291	70.264	1.71	46.822	0.734	0.799	40000.0
7	3.469	59.132	1.454	39.666	0.573	0.858	20000.0
8	4.457	72.213	1.804	48.489	0.661	0.829	20000.0
9	3.794	67.26	1.54	43.403	0.746	0.809	30000.0
10	4.016	66.396	1.636	45.077	0.684	0.821	30000.0
11	3.493	63.325	1.511	43.226	0.658	0.81	40000.0
12	4.254	73.739	1.79	48.682	0.745	0.791	30000.0
13	3.766	62.636	1.564	42.262	0.641	0.83	20000.0
14	3.844	65.968	1.613	44.434	0.656	0.82	30000.0
15	3.518	61.046	1.48	41.167	0.67	0.832	30000.0
16	4.052	69.42	1.695	46.133	0.704	0.804	20000.0
17	3.996	69.172	1.666	46.286	0.697	0.804	20000.0
18	3.534	63.727	1.509	44.175	0.674	0.818	20000.0
19	3.496	61.311	1.514	42.423	0.631	0.823	30000.0
20	3.756	63.676	1.522	41.976	0.65	0.841	20000.0
21	4.037	68.415	1.658	46.086	0.684	0.826	30000.0
22	3.753	63.718	1.523	42.943	0.675	0.825	20000.0
23	4.2	72.349	1.708	48.949	0.76	0.796	20000.0
24	4.031	64.547	1.689	44.49	0.672	0.821	40000.0
25	3.521	58.508	1.448	40.498	0.594	0.845	30000.0
26	3.42	59.9	1.42	40.565	0.625	0.836	30000.0
27	3.663	63.115	1.523	43.329	0.64	0.83	20000.0
28	3.424	59.664	1.426	39.163	0.604	0.85	30000.0
29	3.707	64.166	1.535	42.622	0.661	0.809	30000.0
30	4.044	69.005	1.685	46.926	0.734	0.798	30000.0
31	3.561	62.25	1.493	42.371	0.645	0.827	30000.0
32	4.092	70.386	1.657	46.767	0.746	0.794	30000.0
33	4.113	69.955	1.722	47.543	0.682	0.812	30000.0
34	3.943	66.961	1.653	45.575	0.676	0.822	30000.0
35	3.757	63.842	1.555	44.579	0.66	0.817	20000.0
36	3.979	68.84	1.658	46.47	0.713	0.808	20000.0
37	3.698	64.428	1.58	44.669	0.635	0.821	60000.0
38	3.845	65.741	1.58	44.458	0.704	0.816	30000.0
39	3.501	62.302	1.435	41.988	0.672	0.842	40000.0
40	4.092	67.202	1.651	44.291	0.667	0.824	20000.0
41	3.674	64.916	1.542	43.96	0.675	0.823	20000.0
42	3.896	66.661	1.59	45.007	0.708	0.82	40000.0
43	3.803	66.639	1.562	44.46	0.714	0.814	30000.0
44	4.213	71.136	1.674	46.462	0.722	0.806	30000.0
45	4.067	69.28	1.684	46.939	0.692	0.804	30000.0
46	3.742	65.082	1.6	44.594	0.669	0.815	20000.0
47	3.883	66.915	1.601	44.095	0.677	0.821	20000.0
48	3.65	63.21	1.485	41.956	0.668	0.819	40000.0
49	3.482	59.984	1.486	41.012	0.637	0.827	20000.0
50	3.908	64.646	1.618	44.048	0.631	0.839	20000.0
51	3.627	64.448	1.503	42.975	0.649	0.816	20000.0
52	3.631	62.593	1.492	42.387	0.65	0.83	30000.0
53	3.608	62.584	1.54	42.093	0.675	0.824	30000.0
54	4.182	69.429	1.738	46.817	0.669	0.814	40000.0
55	4.159	68.877	1.744	46.325	0.697	0.812	20000.0
56	3.926	63.661	1.567	42.791	0.697	0.829	20000.0
57	3.839	64.464	1.539	43.881	0.663	0.825	40000.0
58	3.981	66.735	1.626	44.56	0.698	0.809	20000.0
59	4.073	65.763	1.617	43.518	0.674	0.824	30000.0
60	3.883	67.956	1.64	45.154	0.703	0.814	40000.0
61	4.248	74.702	1.724	48.514	0.806	0.787	50000.0
62	3.83	65.646	1.568	44.398	0.679	0.827	40000.0
63	3.661	63.298	1.53	42.4	0.706	0.834	20000.0
64	3.79	65.854	1.575	44.328	0.663	0.815	30000.0
65	4.08	69.788	1.664	46.156	0.71	0.822	20000.0
66	3.889	65.002	1.558	43.067	0.678	0.821	20000.0
67	3.648	64.567	1.51	42.75	0.651	0.835	50000.0
68	3.91	65.592	1.638	44.934	0.703	0.814	30000.0
69	3.598	63.868	1.588	44.334	0.655	0.816	20000.0
70	3.781	63.407	1.564	42.822	0.636	0.829	30000.0
71	3.581	61.009	1.517	41.483	0.635	0.833	20000.0
72	4.261	72.446	1.702	48.057	0.704	0.793	20000.0
73	3.968	67.859	1.668	45.674	0.704	0.812	30000.0
74	3.97	66.793	1.624	44.895	0.684	0.809	40000.0
75	3.653	60.237	1.517	40.856	0.628	0.833	20000.0
76	4.268	71.7	1.715	47.185	0.73	0.796	20000.0
77	3.79	66.445	1.598	43.872	0.65	0.823	20000.0
78	3.844	65.04	1.599	44.386	0.704	0.82	20000.0
79	3.793	63.77	1.594	43.62	0.68	0.822	20000.0
80	4.16	71.412	1.705	48.506	0.716	0.802	20000.0
81	3.842	65.81	1.599	43.892	0.664	0.818	30000.0
82	4.051	67.049	1.687	45.186	0.692	0.806	20000.0
83	3.406	59.874	1.437	40.523	0.628	0.844	20000.0
84	4.227	72.658	1.701	47.358	0.757	0.787	30000.0
85	3.778	66.071	1.575	44.951	0.677	0.808	40000.0
86	3.603	61.041	1.538	42.92	0.59	0.832	20000.0
87	3.515	62.462	1.498	42.226	0.662	0.82	30000.0
88	4.119	67.512	1.687	45.074	0.681	0.814	20000.0
89	3.778	64.863	1.586	44.425	0.667	0.811	30000.0
90	4.131	67.515	1.66	44.906	0.652	0.831	20000.0
91	3.731	67.765	1.552	44.508	0.727	0.808	30000.0
92	3.741	65.043	1.574	43.592	0.693	0.814	40000.0
93	3.761	64.485	1.563	43.908	0.668	0.828	30000.0
94	3.938	68.738	1.667	45.981	0.722	0.809	30000.0
95	3.774	68.452	1.598	45.361	0.726	0.804	40000.0
96	3.838	64.637	1.565	42.887	0.662	0.825	40000.0
97	3.853	66.022	1.603	43.923	0.683	0.826	30000.0
98	3.782	63.563	1.594	43.025	0.653	0.825	20000.0
99	3.899	66.827	1.598	45.001	0.679	0.812	20000.0
100	3.925	67.779	1.631	45.238	0.702	0.816	20000.0
