MutationType	ID83A	ID83B
1:Del:C:0	2.439706033328548e-05	6.618690772484115e-06
1:Del:C:1	0.1352554417252759	0.014842391444197255
1:Del:C:2	0.05144837594580167	0.00770367594372914
1:Del:C:3	0.021561172511555923	0.0037830931302472947
1:Del:C:4	0.006873195634088915	0.002769673958594865
1:Del:C:5	0.00538487927236929	0.0021869478454459566
1:Del:T:0	2.439706033328548e-05	6.618690772484115e-06
1:Del:T:1	0.03686854542096626	0.029726267278320506
1:Del:T:2	0.015251100913537811	0.002237076220068275
1:Del:T:3	0.030975960699342976	0.002632731564705171
1:Del:T:4	0.010278836868328653	0.005840304069208031
1:Del:T:5	0.008439413221803988	0.0009137996315925534
1:Ins:C:0	1.8814396680681968e-05	0.014829218750455765
1:Ins:C:1	0.03534698119704444	0.015874454561319525
1:Ins:C:2	0.007600186908002797	0.008930991011916377
1:Ins:C:3	0.005916802681604168	0.001903239200948974
1:Ins:C:4	0.011930720809450577	0.004523830900623409
1:Ins:C:5	0.005241912702404079	0.0021295796303360246
1:Ins:T:0	0.01047483647816989	0.03307515569639577
1:Ins:T:1	0.07155799667609244	0.013510153969616367
1:Ins:T:2	0.025172062483252374	0.0014689738850292052
1:Ins:T:3	2.439706006043707e-05	6.618690836148744e-06
1:Ins:T:4	0.004894667472744914	0.00211678310604384
1:Ins:T:5	0.053709197766384026	0.006778329850637058
2:Del:R:0	0.012188967975289415	0.010045041181141698
2:Del:R:1	2.439706006043707e-05	6.618690836148744e-06
2:Del:R:2	2.439706033328548e-05	6.618690772484115e-06
2:Del:R:3	2.439706006043707e-05	6.618690836148744e-06
2:Del:R:4	2.439706033328548e-05	6.618690772484115e-06
2:Del:R:5	2.439706006043707e-05	6.618690836148744e-06
3:Del:R:0	0.01427419097535676	0.003129367986159934
3:Del:R:1	2.439706006043707e-05	6.618690836148744e-06
3:Del:R:2	2.439706033328548e-05	6.618690772484115e-06
3:Del:R:3	2.439706006043707e-05	6.618690836148744e-06
3:Del:R:4	2.439706033328548e-05	6.618690772484115e-06
3:Del:R:5	2.439706006043707e-05	6.618690836148744e-06
4:Del:R:0	0.00541144442593577	0.0015103952618557058
4:Del:R:1	2.439706006043707e-05	6.618690836148744e-06
4:Del:R:2	2.439706033328548e-05	6.618690772484115e-06
4:Del:R:3	2.439706006043707e-05	6.618690836148744e-06
4:Del:R:4	2.439706033328548e-05	6.618690772484115e-06
4:Del:R:5	2.439706006043707e-05	6.618690836148744e-06
5:Del:R:0	0.19500962002863162	0.06097573311068118
5:Del:R:1	2.439706006043707e-05	6.618690836148744e-06
5:Del:R:2	2.439706033328548e-05	6.618690772484115e-06
5:Del:R:3	2.439706006043707e-05	6.618690836148744e-06
5:Del:R:4	2.439706033328548e-05	6.618690772484115e-06
5:Del:R:5	2.439706006043707e-05	6.618690836148744e-06
2:Ins:R:0	0.0017276547922392637	0.10630529537796975
2:Ins:R:1	2.439706006043707e-05	6.618690836148744e-06
2:Ins:R:2	2.439706033328548e-05	6.618690772484115e-06
2:Ins:R:3	0.006584196533767681	0.0020231316891945995
2:Ins:R:4	2.439706033328548e-05	6.618690772484115e-06
2:Ins:R:5	2.439706006043707e-05	6.618690836148744e-06
3:Ins:R:0	1.561913911245938e-05	0.0455028688814491
3:Ins:R:1	0.006257792317956046	0.0030453493726520266
3:Ins:R:2	2.439706033328548e-05	6.618690772484115e-06
3:Ins:R:3	2.439706006043707e-05	6.618690836148744e-06
3:Ins:R:4	2.439706033328548e-05	6.618690772484115e-06
3:Ins:R:5	2.439706006043707e-05	6.618690836148744e-06
4:Ins:R:0	1.6518896627530923e-05	0.03360332718414611
4:Ins:R:1	2.439706006043707e-05	6.618690836148744e-06
4:Ins:R:2	2.439706033328548e-05	6.618690772484115e-06
4:Ins:R:3	2.439706006043707e-05	6.618690836148744e-06
4:Ins:R:4	2.439706033328548e-05	6.618690772484115e-06
4:Ins:R:5	2.439706006043707e-05	6.618690836148744e-06
5:Ins:R:0	3.191891860060967e-06	0.49196502327919006
5:Ins:R:1	0.04062624600846902	0.004251148744622251
5:Ins:R:2	2.439706033328548e-05	6.618690772484115e-06
5:Ins:R:3	2.439706006043707e-05	6.618690836148744e-06
5:Ins:R:4	2.439706033328548e-05	6.618690772484115e-06
5:Ins:R:5	2.439706006043707e-05	6.618690836148744e-06
2:Del:M:1	0.01908561109920811	0.013780865946508243
3:Del:M:1	0.007980514257415052	0.0010351163306057743
3:Del:M:2	2.439706033328548e-05	6.618690772484115e-06
4:Del:M:1	0.014388032262377237	0.002680846232314593
4:Del:M:2	0.0059830856596272495	0.0014193905751420743
4:Del:M:3	2.439706006043707e-05	6.618690836148744e-06
5:Del:M:1	0.09030161723840138	0.0320370731956037
5:Del:M:2	0.02291414768596951	0.003396425685344866
5:Del:M:3	0.0019569618526293197	0.00522569632519037
5:Del:M:4	2.439706006043707e-05	6.618690836148744e-06
5:Del:M:5	2.439706033328548e-05	6.618690772484115e-06
