NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	170.078	62.848	25.152	50.488	0.425	0.761	20000.0
2	168.889	62.734	25.041	50.011	0.424	0.766	30000.0
3	167.262	61.765	24.902	49.572	0.412	0.769	40000.0
4	167.496	62.62	24.883	49.901	0.422	0.767	60000.0
5	168.135	62.687	25.045	50.043	0.418	0.767	20000.0
6	168.504	62.725	24.925	50.017	0.416	0.766	30000.0
7	169.197	62.77	25.08	50.15	0.423	0.764	30000.0
8	168.758	63.104	25.021	50.067	0.429	0.763	30000.0
9	167.136	62.429	24.885	50.086	0.422	0.764	40000.0
10	166.796	61.883	24.808	49.555	0.411	0.772	30000.0
11	167.904	62.757	24.897	49.959	0.425	0.764	20000.0
12	166.954	62.516	24.724	49.942	0.425	0.765	30000.0
13	168.52	62.604	24.983	49.791	0.419	0.769	20000.0
14	167.632	62.593	24.864	49.868	0.425	0.765	30000.0
15	167.315	62.31	24.933	49.773	0.416	0.768	20000.0
16	167.194	62.308	24.837	49.819	0.419	0.764	30000.0
17	168.342	62.981	25.152	50.149	0.424	0.767	20000.0
18	167.185	62.205	24.926	49.828	0.413	0.771	30000.0
19	166.166	61.456	25.076	49.692	0.412	0.77	20000.0
20	167.947	62.267	24.928	49.53	0.418	0.772	30000.0
21	168.058	62.197	25.073	49.725	0.415	0.769	80000.0
22	166.652	62.331	24.875	49.742	0.425	0.767	20000.0
23	168.867	62.571	25.122	49.854	0.419	0.768	40000.0
24	168.982	62.549	25.237	50.198	0.419	0.764	20000.0
25	167.256	62.08	24.793	49.73	0.415	0.771	30000.0
26	169.947	62.634	25.124	49.973	0.421	0.766	40000.0
27	168.067	62.483	24.957	49.97	0.413	0.768	30000.0
28	168.084	61.744	24.987	49.618	0.414	0.772	20000.0
29	170.633	63.177	25.397	50.448	0.424	0.76	30000.0
30	168.937	62.308	25.078	49.822	0.415	0.768	30000.0
31	169.462	62.288	25.261	49.764	0.411	0.77	20000.0
32	168.968	62.412	24.994	49.629	0.422	0.769	20000.0
33	167.311	62.477	24.694	49.669	0.417	0.766	40000.0
34	165.708	62.048	24.737	49.64	0.413	0.773	30000.0
35	167.875	62.087	24.733	49.68	0.414	0.768	20000.0
36	167.435	62.596	24.942	49.813	0.425	0.768	30000.0
37	169.863	62.513	25.292	50.355	0.422	0.761	40000.0
38	168.36	62.18	25.127	49.667	0.414	0.77	20000.0
39	166.443	61.714	24.751	49.683	0.408	0.77	20000.0
40	168.418	62.961	24.842	50.029	0.422	0.767	30000.0
41	168.311	62.463	25.055	49.854	0.419	0.771	20000.0
42	169.232	62.826	25.205	50.221	0.427	0.763	20000.0
43	168.491	62.684	24.867	49.864	0.422	0.767	40000.0
44	168.929	61.957	24.776	49.483	0.41	0.771	20000.0
45	167.11	61.856	24.629	49.294	0.416	0.773	30000.0
46	168.345	62.568	25.001	49.897	0.42	0.767	30000.0
47	169.799	62.962	25.344	50.488	0.426	0.763	40000.0
48	167.326	62.261	24.961	49.766	0.417	0.766	20000.0
49	167.164	62.151	24.823	49.82	0.42	0.766	50000.0
50	169.257	62.829	25.347	50.471	0.426	0.758	20000.0
51	168.261	62.241	24.901	49.668	0.415	0.769	50000.0
52	169.429	62.871	25.288	50.495	0.425	0.758	50000.0
53	167.939	62.224	25.018	49.989	0.417	0.769	20000.0
54	168.348	62.281	25.22	49.737	0.418	0.77	20000.0
55	168.155	62.949	24.805	49.85	0.422	0.768	40000.0
56	165.705	61.967	24.483	49.405	0.416	0.771	30000.0
57	167.965	62.041	25.108	49.761	0.417	0.766	30000.0
58	167.828	62.374	24.912	50.174	0.422	0.763	30000.0
59	169.018	63.054	25.333	50.808	0.422	0.759	30000.0
60	167.701	62.542	24.995	50.045	0.423	0.765	20000.0
61	169.854	62.826	25.238	49.889	0.422	0.769	40000.0
62	167.088	62.237	24.885	49.737	0.418	0.768	30000.0
63	168.49	62.602	25.167	49.98	0.421	0.767	30000.0
64	169.812	62.875	25.193	50.143	0.421	0.769	40000.0
65	167.259	62.236	24.909	49.972	0.417	0.768	20000.0
66	168.855	62.877	25.241	50.156	0.418	0.765	30000.0
67	170.217	62.968	25.248	50.025	0.426	0.765	40000.0
68	168.818	62.537	25.161	49.969	0.418	0.766	40000.0
