NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	7.777	74.279	2.781	53.431	0.617	0.81	20000.0
2	8.598	89.903	3.026	58.412	0.776	0.77	20000.0
3	9.403	83.792	3.397	59.14	0.697	0.761	30000.0
4	9.165	89.817	3.217	60.023	0.793	0.756	20000.0
5	8.143	85.755	2.985	58.143	0.743	0.746	30000.0
6	7.963	81.964	2.95	56.886	0.692	0.772	20000.0
7	9.208	91.308	3.172	61.438	0.79	0.724	40000.0
8	6.983	77.673	2.607	54.429	0.661	0.788	20000.0
9	9.253	89.551	3.094	62.173	0.807	0.716	40000.0
10	9.237	92.806	3.217	63.532	0.815	0.717	20000.0
11	8.177	76.184	2.75	50.618	0.633	0.834	20000.0
12	8.454	83.968	2.905	57.487	0.72	0.761	20000.0
13	8.225	82.023	2.81	55.004	0.762	0.774	20000.0
14	8.962	92.569	3.116	61.502	0.798	0.731	30000.0
15	8.941	90.796	3.12	62.761	0.772	0.715	20000.0
16	9.678	88.159	3.399	61.933	0.725	0.742	40000.0
17	8.94	88.949	3.081	62.129	0.776	0.716	20000.0
18	8.538	87.71	2.958	57.598	0.792	0.757	20000.0
19	7.991	83.333	2.995	58.279	0.691	0.769	30000.0
20	7.589	76.376	2.666	51.097	0.646	0.824	30000.0
21	9.297	89.762	3.246	60.355	0.767	0.754	40000.0
22	8.784	88.851	3.023	60.163	0.755	0.754	20000.0
23	8.803	85.29	3.063	58.462	0.731	0.779	40000.0
24	9.1	88.966	3.111	60.595	0.74	0.742	20000.0
25	8.109	81.389	2.812	56.282	0.671	0.781	20000.0
26	8.725	83.403	2.969	57.073	0.701	0.783	20000.0
27	8.367	87.392	2.947	56.79	0.752	0.76	30000.0
28	9.122	94.822	3.27	64.575	0.852	0.705	30000.0
29	9.537	89.805	3.205	60.572	0.788	0.734	20000.0
30	8.363	83.623	3.053	57.618	0.695	0.764	30000.0
31	8.513	83.324	2.864	54.52	0.69	0.784	20000.0
32	8.432	85.436	2.884	55.184	0.779	0.765	30000.0
33	9.644	92.127	3.265	63.216	0.806	0.738	20000.0
34	8.898	85.152	3.143	58.271	0.691	0.762	20000.0
35	8.685	85.98	3.175	58.887	0.689	0.771	40000.0
36	8.459	86.027	2.915	59.414	0.735	0.752	30000.0
37	9.421	88.198	3.287	61.417	0.714	0.761	30000.0
38	8.548	86.018	3.078	59.395	0.737	0.759	30000.0
39	8.424	83.232	2.947	57.271	0.685	0.774	20000.0
40	7.826	79.276	2.824	53.997	0.598	0.801	30000.0
41	8.653	84.795	2.907	56.998	0.739	0.772	20000.0
42	8.713	92.832	3.034	61.671	0.834	0.699	20000.0
43	9.094	88.831	3.031	61.375	0.748	0.739	30000.0
44	8.64	75.894	3.018	55.671	0.59	0.814	30000.0
45	9.446	90.749	3.265	60.664	0.736	0.75	20000.0
46	9.076	87.001	3.218	59.529	0.715	0.759	20000.0
47	7.651	73.757	2.689	52.284	0.593	0.809	20000.0
48	9.835	95.038	3.271	63.027	0.85	0.716	20000.0
49	7.135	76.667	2.558	52.886	0.677	0.787	30000.0
50	8.653	87.389	3.045	61.196	0.713	0.744	20000.0
51	8.322	81.235	2.937	55.855	0.691	0.777	20000.0
52	8.925	91.05	3.004	60.237	0.773	0.736	40000.0
53	8.382	83.942	3.008	57.826	0.728	0.74	20000.0
54	8.565	85.327	3.081	57.49	0.734	0.776	20000.0
55	8.663	80.721	2.983	53.662	0.731	0.807	20000.0
56	8.677	90.065	3.055	59.673	0.736	0.759	30000.0
57	9.979	92.819	3.452	63.204	0.775	0.742	20000.0
58	8.723	81.769	3.031	55.014	0.704	0.789	20000.0
59	8.228	77.691	2.939	53.871	0.642	0.813	20000.0
60	8.165	88.86	2.886	61.273	0.774	0.728	30000.0
61	9.533	94.006	3.519	62.296	0.831	0.725	20000.0
62	9.264	91.609	3.298	61.15	0.818	0.729	30000.0
63	8.711	87.963	3.014	59.431	0.766	0.748	30000.0
64	9.133	88.718	3.129	62.464	0.708	0.731	20000.0
65	8.996	86.785	3.206	60.924	0.731	0.747	40000.0
66	7.563	77.095	2.678	52.217	0.627	0.803	30000.0
67	8.921	87.744	3.17	62.065	0.744	0.754	30000.0
68	8.766	88.623	3.136	61.803	0.788	0.734	20000.0
69	8.305	88.544	2.832	60.707	0.821	0.716	20000.0
70	8.28	79.27	2.732	55.501	0.678	0.788	30000.0
71	9.199	87.529	3.241	60.674	0.701	0.772	30000.0
72	9.112	88.492	3.22	63.195	0.728	0.733	30000.0
73	8.711	85.034	3.135	60.005	0.717	0.767	50000.0
74	8.737	83.957	3.05	58.041	0.717	0.766	20000.0
75	8.089	81.456	2.897	55.336	0.71	0.781	30000.0
76	9.394	91.961	3.212	63.393	0.8	0.718	20000.0
77	7.702	71.632	2.673	49.504	0.563	0.842	20000.0
78	8.624	79.244	2.873	55.418	0.666	0.805	20000.0
79	7.986	82.955	2.996	57.987	0.722	0.752	30000.0
80	8.378	90.314	3.196	60.206	0.798	0.737	20000.0
81	9.239	90.342	3.142	63.221	0.79	0.714	20000.0
82	8.808	83.931	3.113	58.348	0.707	0.77	30000.0
83	9.443	95.084	3.219	62.891	0.867	0.703	50000.0
84	8.119	86.338	2.944	57.765	0.751	0.758	20000.0
85	9.012	89.069	3.18	62.259	0.749	0.73	20000.0
86	9.396	88.122	3.06	61.411	0.718	0.747	20000.0
87	8.698	78.972	2.862	56.353	0.644	0.792	20000.0
88	8.255	84.201	2.973	57.726	0.738	0.765	30000.0
89	8.705	87.427	3.133	60.357	0.732	0.756	20000.0
90	9.623	94.776	3.241	62.623	0.854	0.71	20000.0
91	8.795	83.674	3.379	60.183	0.679	0.754	30000.0
92	9.218	90.42	3.253	58.799	0.753	0.755	30000.0
93	8.402	83.816	2.732	57.573	0.732	0.758	20000.0
94	9.002	87.858	3.003	58.018	0.82	0.75	20000.0
95	8.613	81.882	3.081	57.113	0.649	0.786	30000.0
96	8.909	80.965	3.054	57.162	0.66	0.788	20000.0
97	9.331	89.699	3.083	58.538	0.792	0.739	40000.0
98	8.35	80.144	2.803	53.481	0.612	0.814	20000.0
99	9.439	84.728	3.353	58.953	0.69	0.778	20000.0
100	8.899	87.474	2.999	57.426	0.774	0.759	20000.0
